variant,ticker,signal_date,expiry,strike,leg,historical_quote_listing_status,source_path,deliverables_status
original,WDC,2026-06-16,2026-06-26,920.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
original,ZS,2026-06-16,2026-06-26,152.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
original,ZS,2026-06-16,2026-06-26,150.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,AAL,2026-06-11,2026-06-18,16.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,AAL,2026-06-11,2026-06-18,15.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,ASML,2026-06-11,2026-06-18,2150.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,ASML,2026-06-11,2026-06-18,2140.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,ASTS,2026-06-11,2026-06-18,140.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,ASTS,2026-06-11,2026-06-18,135.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,CPNG,2026-06-11,2026-06-18,19.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,CPNG,2026-06-11,2026-06-18,19.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,CRSP,2026-06-11,2026-06-18,60.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,CRSP,2026-06-11,2026-06-18,59.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,DKNG,2026-06-11,2026-06-18,33.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,DKNG,2026-06-11,2026-06-18,32.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,DVN,2026-06-11,2026-06-18,48.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,DVN,2026-06-11,2026-06-18,48.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,GILD,2026-06-11,2026-06-18,133.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,GILD,2026-06-11,2026-06-18,132.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,HPQ,2026-06-11,2026-06-18,27.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,HPQ,2026-06-11,2026-06-18,27.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/94243504850e3372e7e368fae8b0110a09eefbf20e7dfd2c3dbf62f8220f20d8.parquet,unverified
delta10_otm5,NET,2026-06-11,2026-06-18,260.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,NET,2026-06-11,2026-06-18,257.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,PLTR,2026-06-11,2026-06-18,146.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,PLTR,2026-06-11,2026-06-18,145.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,RBLX,2026-06-11,2026-06-18,48.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,RBLX,2026-06-11,2026-06-18,48.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,SPOT,2026-06-11,2026-06-18,537.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,SPOT,2026-06-11,2026-06-18,535.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,T,2026-06-11,2026-06-18,24.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,T,2026-06-11,2026-06-18,24.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,TWLO,2026-06-11,2026-06-18,242.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,TWLO,2026-06-11,2026-06-18,240.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,VST,2026-06-11,2026-06-18,165.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,VST,2026-06-11,2026-06-18,162.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,ZIM,2026-06-11,2026-06-18,29.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,ZIM,2026-06-11,2026-06-18,28.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/2f3424ab5db34f1323c596032582cb4d19733ac0fd1c7ea5ad6f76bc905a55af.parquet,unverified
delta10_otm5,BKNG,2026-06-12,2026-06-26,185.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,BKNG,2026-06-12,2026-06-26,182.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,CAT,2026-06-12,2026-06-26,1010.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,CAT,2026-06-12,2026-06-26,1005.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,DDOG,2026-06-12,2026-06-26,270.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,DDOG,2026-06-12,2026-06-26,267.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,DIS,2026-06-12,2026-06-26,107.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,DIS,2026-06-12,2026-06-26,106.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,ETSY,2026-06-12,2026-06-26,80.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,ETSY,2026-06-12,2026-06-26,79.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,F,2026-06-12,2026-06-26,16.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,F,2026-06-12,2026-06-26,16.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,FTNT,2026-06-12,2026-06-26,165.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,FTNT,2026-06-12,2026-06-26,162.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,HD,2026-06-12,2026-06-26,362.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,HD,2026-06-12,2026-06-26,360.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,LUV,2026-06-12,2026-06-26,52.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,LUV,2026-06-12,2026-06-26,51.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,MRK,2026-06-12,2026-06-26,127.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,MRK,2026-06-12,2026-06-26,126.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/63d920a04a7643d7a716aa0928a8096aac488ccc62a694256bd4fa12c7879bfd.parquet,unverified
delta10_otm5,PG,2026-06-12,2026-06-26,157.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,PG,2026-06-12,2026-06-26,155.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,RDW,2026-06-12,2026-06-26,22.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,RDW,2026-06-12,2026-06-26,22.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,S,2026-06-12,2026-06-26,17.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,S,2026-06-12,2026-06-26,17.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,ULTA,2026-06-12,2026-06-26,510.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,ULTA,2026-06-12,2026-06-26,507.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,WDAY,2026-06-12,2026-06-26,152.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,WDAY,2026-06-12,2026-06-26,150.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/b24fa06f7eb87b02e6a6a64cbee195fda573d57d5da46a0446fe32d28540d865.parquet,unverified
delta10_otm5,ANF,2026-06-15,2026-06-26,105.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,ANF,2026-06-15,2026-06-26,104.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,LVS,2026-06-15,2026-06-26,54.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,LVS,2026-06-15,2026-06-26,53.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,MRVL,2026-06-15,2026-06-26,425.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,MRVL,2026-06-15,2026-06-26,420.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,ORCL,2026-06-15,2026-06-26,222.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,ORCL,2026-06-15,2026-06-26,220.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,QCOM,2026-06-15,2026-06-26,280.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,QCOM,2026-06-15,2026-06-26,275.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/cf44e1d7402e5e4a0975368320ea8da0c61e631f2cdc063698c2648efb85d8d1.parquet,unverified
delta10_otm5,CRM,2026-06-16,2026-06-26,180.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,CRM,2026-06-16,2026-06-26,177.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,DE,2026-06-16,2026-06-26,620.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,DE,2026-06-16,2026-06-26,617.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,DG,2026-06-16,2026-06-26,125.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,DG,2026-06-16,2026-06-26,124.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,ON,2026-06-16,2026-06-26,145.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,ON,2026-06-16,2026-06-26,144.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,ROKU,2026-06-16,2026-06-26,152.5,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,ROKU,2026-06-16,2026-06-26,150.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,SE,2026-06-16,2026-06-26,98.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,SE,2026-06-16,2026-06-26,97.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,SERV,2026-06-16,2026-06-26,9.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,SERV,2026-06-16,2026-06-26,8.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,VRT,2026-06-16,2026-06-26,355.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,VRT,2026-06-16,2026-06-26,352.5,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,WDC,2026-06-16,2026-06-26,870.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,WDC,2026-06-16,2026-06-26,860.0,near,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
delta10_otm5,ZS,2026-06-16,2026-06-26,146.0,far,exact_tuple_present,/Users/dgrissen/Dev/delta_bomb/data/pandar_hypothesis_2026-09-07/theta/option_list_contracts/a01f70217cd64a65d7cb5e65b9c60ba39f663b717d3c8bc02b29347edc2fe91d.parquet,unverified
