root,ticker,session_date,path,source_rows_on_date,unique_timestamps,first,last,series_groups,source_path,coverage_status
/Users/dgrissen/Dev/HIRO_finder/output,AA,2026-06-12,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-12/2026-06-18/100433Z/normalized/AA_series.csv,14016,4681,2026-06-12 09:30:00-04:00,2026-06-12 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-12/2026-06-18/100433Z/normalized/AA_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,AA,2026-06-15,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-15/2026-06-18/113204Z/normalized/AA_series.csv,14041,4681,2026-06-15 09:30:00-04:00,2026-06-15 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-15/2026-06-18/113204Z/normalized/AA_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AA,2026-08-27,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-08-27/normalized/hiro_series.csv,14041,4681,2026-08-27 09:30:00-04:00,2026-08-27 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-08-27/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AA,2026-08-28,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-08-28/normalized/hiro_series.csv,14043,4681,2026-08-28 09:30:00-04:00,2026-08-28 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-08-28/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AA,2026-08-31,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-08-31/normalized/hiro_series.csv,14013,4681,2026-08-31 09:30:00-04:00,2026-08-31 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-08-31/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AA,2026-09-01,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-09-01/normalized/hiro_series.csv,14047,4685,2026-09-01 09:30:00-04:00,2026-09-01 16:31:20-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AA/date=2026-09-01/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AA,2026-09-04,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=AA/date=2026-09-04/normalized/hiro_series.csv,14042,4681,2026-09-04 09:30:00-04:00,2026-09-04 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=AA/date=2026-09-04/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,AAL,2026-06-12,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-12/2026-06-18/100433Z/normalized/AAL_series.csv,14050,4688,2026-06-12 09:30:00-04:00,2026-06-12 16:58:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-12/2026-06-18/100433Z/normalized/AAL_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,AAL,2026-06-15,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-15/2026-06-18/113204Z/normalized/AAL_series.csv,14048,4686,2026-06-15 09:30:00-04:00,2026-06-15 16:46:40-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-15/2026-06-18/113204Z/normalized/AAL_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAL,2026-08-27,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-08-27/normalized/hiro_series.csv,14043,4681,2026-08-27 09:30:00-04:00,2026-08-27 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-08-27/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAL,2026-08-28,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-08-28/normalized/hiro_series.csv,14046,4684,2026-08-28 09:30:00-04:00,2026-08-28 16:16:55-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-08-28/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAL,2026-08-31,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-08-31/normalized/hiro_series.csv,14045,4683,2026-08-31 09:30:00-04:00,2026-08-31 16:37:30-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-08-31/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAL,2026-09-01,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-09-01/normalized/hiro_series.csv,14051,4689,2026-09-01 09:30:00-04:00,2026-09-01 16:52:25-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAL/date=2026-09-01/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAL,2026-09-04,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=AAL/date=2026-09-04/normalized/hiro_series.csv,14050,4688,2026-09-04 09:30:00-04:00,2026-09-04 16:33:40-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=AAL/date=2026-09-04/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAP,2026-08-27,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-08-27/normalized/hiro_series.csv,14027,4682,2026-08-27 09:30:00-04:00,2026-08-27 16:10:05-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-08-27/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAP,2026-08-28,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-08-28/normalized/hiro_series.csv,14041,4681,2026-08-28 09:30:00-04:00,2026-08-28 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-08-28/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAP,2026-08-31,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-08-31/normalized/hiro_series.csv,14042,4681,2026-08-31 09:30:00-04:00,2026-08-31 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-08-31/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAP,2026-09-01,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-09-01/normalized/hiro_series.csv,14037,4681,2026-09-01 09:30:00-04:00,2026-09-01 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AAP/date=2026-09-01/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AAP,2026-09-04,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=AAP/date=2026-09-04/normalized/hiro_series.csv,14029,4683,2026-09-04 09:30:00-04:00,2026-09-04 16:55:35-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=AAP/date=2026-09-04/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABBV,2026-08-26,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=ABBV/date=2026-08-26/normalized/hiro_series.csv,14043,4681,2026-08-26 09:30:00-04:00,2026-08-26 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=ABBV/date=2026-08-26/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABBV,2026-08-27,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=ABBV/date=2026-08-27/normalized/hiro_series.csv,14043,4681,2026-08-27 09:30:00-04:00,2026-08-27 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=ABBV/date=2026-08-27/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABBV,2026-08-31,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABBV/date=2026-08-31/normalized/hiro_series.csv,14042,4681,2026-08-31 09:30:00-04:00,2026-08-31 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABBV/date=2026-08-31/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABBV,2026-09-01,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABBV/date=2026-09-01/normalized/hiro_series.csv,14044,4682,2026-09-01 09:30:00-04:00,2026-09-01 16:16:50-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABBV/date=2026-09-01/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABBV,2026-09-02,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABBV/date=2026-09-02/normalized/hiro_series.csv,14045,4685,2026-09-02 09:30:00-04:00,2026-09-02 16:54:25-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABBV/date=2026-09-02/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ABNB,2026-06-16,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-16/2026-06-18/131214Z/normalized/ABNB_series.csv,14042,4682,2026-06-16 09:30:00-04:00,2026-06-16 16:09:20-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-16/2026-06-18/131214Z/normalized/ABNB_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ABNB,2026-06-17,/Users/dgrissen/Dev/HIRO_finder/output/hiro_live_monitor_missing_2026-06-17/2026-06-18/071852Z/normalized/ABNB_series.csv,14045,4684,2026-06-17 09:30:00-04:00,2026-06-17 16:40:35-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_live_monitor_missing_2026-06-17/2026-06-18/071852Z/normalized/ABNB_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-08-27,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-08-27/normalized/hiro_series.csv,14032,4685,2026-08-27 09:30:00-04:00,2026-08-27 16:56:55-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-08-27/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-08-28,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-08-28/normalized/hiro_series.csv,14037,4682,2026-08-28 09:30:00-04:00,2026-08-28 16:44:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-08-28/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-08-31,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-08-31/normalized/hiro_series.csv,14043,4681,2026-08-31 09:30:00-04:00,2026-08-31 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-08-31/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-09-01,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-09-01/normalized/hiro_series.csv,14042,4682,2026-09-01 09:30:00-04:00,2026-09-01 16:45:10-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=ABNB/date=2026-09-01/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-09-02,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04_missing_followups/ticker=ABNB/date=2026-09-02/normalized/hiro_series.csv,13980,4682,2026-09-02 09:30:00-04:00,2026-09-02 16:21:25-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04_missing_followups/ticker=ABNB/date=2026-09-02/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-09-03,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04_missing_followups/ticker=ABNB/date=2026-09-03/normalized/hiro_series.csv,14044,4682,2026-09-03 09:30:00-04:00,2026-09-03 16:05:15-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04_missing_followups/ticker=ABNB/date=2026-09-03/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,ABNB,2026-09-04,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04_missing_followups/ticker=ABNB/date=2026-09-04/normalized/hiro_series.csv,14019,4682,2026-09-04 09:30:00-04:00,2026-09-04 16:06:05-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04_missing_followups/ticker=ABNB/date=2026-09-04/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ACHR,2026-06-16,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-16/2026-06-18/131214Z/normalized/ACHR_series.csv,14053,4691,2026-06-16 09:30:00-04:00,2026-06-16 16:59:05-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-16/2026-06-18/131214Z/normalized/ACHR_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ACHR,2026-06-17,/Users/dgrissen/Dev/HIRO_finder/output/hiro_live_monitor/2026-06-17/184909Z/normalized/ACHR_series.csv,11601,3867,2026-06-17 09:30:00-04:00,2026-06-17 14:52:10-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_live_monitor/2026-06-17/184909Z/normalized/ACHR_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ADBE,2026-06-12,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-12/2026-06-18/100433Z/normalized/ADBE_series.csv,14085,4723,2026-06-12 09:30:00-04:00,2026-06-12 16:59:35-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-12/2026-06-18/100433Z/normalized/ADBE_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ADM,2026-06-15,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-15/2026-06-18/113204Z/normalized/ADM_series.csv,14014,4681,2026-06-15 09:30:00-04:00,2026-06-15 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-15/2026-06-18/113204Z/normalized/ADM_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,ADM,2026-06-16,/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-16/2026-06-18/131214Z/normalized/ADM_series.csv,14019,4681,2026-06-16 09:30:00-04:00,2026-06-16 16:00:00-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_date_specific_scrapes_2026-06-12_to_2026-06-16/date=2026-06-16/2026-06-18/131214Z/normalized/ADM_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/HIRO_finder/output,AFRM,2026-06-17,/Users/dgrissen/Dev/HIRO_finder/output/hiro_live_monitor_missing_2026-06-17/2026-06-18/071852Z/normalized/AFRM_series.csv,14039,4687,2026-06-17 09:30:00-04:00,2026-06-17 16:54:25-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/HIRO_finder/output/hiro_live_monitor_missing_2026-06-17/2026-06-18/071852Z/normalized/AFRM_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AFRM,2026-08-27,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AFRM/date=2026-08-27/normalized/hiro_series.csv,14263,4903,2026-08-27 09:30:00-04:00,2026-08-27 16:59:40-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AFRM/date=2026-08-27/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay,AFRM,2026-08-28,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AFRM/date=2026-08-28/normalized/hiro_series.csv,14074,4712,2026-08-28 09:30:00-04:00,2026-08-28 16:50:25-04:00,"['all', 'nextExp', 'retail']",/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=AFRM/date=2026-08-28/normalized/hiro_series.csv,date_presence_only_requires_rth_and_group_validation
