date,right,variant,c,k50,k20,bombs,credits,total_credit,anchor_pnl,unpaired_short,unpaired_long,cash,book,day_pnl,u_open,u_lo,u_hi,u_last
2026-08-12,CALL,short3,0.1,225.0,250.0,0,[],0.0,,3,0,14.41,-17.25,-2.84,221.59,220.63,224.96,224.12
2026-08-12,CALL,short3,0.25,225.0,250.0,0,[],0.0,,3,0,14.41,-17.25,-2.84,221.59,220.63,224.96,224.12
2026-08-13,PUT,anchor,0.05,230.0,205.0,0,[],0.0,0.25,1,0,3.6,-3.55,0.05,224.48,223.78,226.75,225.36
2026-08-13,PUT,anchor,0.1,230.0,205.0,0,[],0.0,0.25,1,0,3.6,-3.55,0.05,224.48,223.78,226.75,225.36
2026-08-13,PUT,anchor,0.25,230.0,205.0,0,[],0.0,0.25,1,0,3.6,-3.55,0.05,224.48,223.78,226.75,225.36
2026-08-13,PUT,long_first,0.05,230.0,205.0,0,[],0.0,,0,1,-4.65,4.7,0.05,224.48,223.78,226.75,225.36
2026-08-13,PUT,long_first,0.1,230.0,205.0,0,[],0.0,,0,1,-4.65,4.7,0.05,224.48,223.78,226.75,225.36
2026-08-13,PUT,long_first,0.25,230.0,205.0,0,[],0.0,,0,1,-4.65,4.7,0.05,224.48,223.78,226.75,225.36
2026-08-13,PUT,ladder3,0.05,230.0,205.0,0,[],0.0,,0,3,-25.6,26.0,0.4,224.48,223.78,226.75,225.36
2026-08-13,PUT,ladder3,0.1,230.0,205.0,0,[],0.0,,0,3,-25.6,26.0,0.4,224.48,223.78,226.75,225.36
2026-08-13,PUT,ladder3,0.25,230.0,205.0,0,[],0.0,,0,3,-25.6,26.0,0.4,224.48,223.78,226.75,225.36
2026-08-13,PUT,short3,0.05,230.0,205.0,0,[],0.0,,3,0,19.5,-20.5,-1.0,224.48,223.78,226.75,225.36
2026-08-13,PUT,short3,0.1,230.0,205.0,0,[],0.0,,3,0,19.5,-20.5,-1.0,224.48,223.78,226.75,225.36
2026-08-13,PUT,short3,0.25,230.0,205.0,0,[],0.0,,3,0,19.5,-20.5,-1.0,224.48,223.78,226.75,225.36
2026-08-13,CALL,anchor,0.05,230.0,255.0,0,[],0.0,-0.7,1,0,1.84,-2.3,-0.46,224.48,223.78,226.75,225.36
2026-08-13,CALL,anchor,0.1,230.0,255.0,0,[],0.0,-0.7,1,0,1.84,-2.3,-0.46,224.48,223.78,226.75,225.36
2026-08-13,CALL,anchor,0.25,230.0,255.0,0,[],0.0,-0.7,1,0,1.84,-2.3,-0.46,224.48,223.78,226.75,225.36
2026-08-13,CALL,long_first,0.05,230.0,255.0,0,[],0.0,,0,1,-3.45,3.0,-0.45,224.48,223.78,226.75,225.36
2026-08-13,CALL,long_first,0.1,230.0,255.0,0,[],0.0,,0,1,-3.45,3.0,-0.45,224.48,223.78,226.75,225.36
2026-08-13,CALL,long_first,0.25,230.0,255.0,0,[],0.0,,0,1,-3.45,3.0,-0.45,224.48,223.78,226.75,225.36
2026-08-13,CALL,ladder3,0.05,230.0,255.0,0,[],0.0,,0,3,-18.9,17.15,-1.75,224.48,223.78,226.75,225.36
2026-08-13,CALL,ladder3,0.1,230.0,255.0,0,[],0.0,,0,3,-18.9,17.15,-1.75,224.48,223.78,226.75,225.36
2026-08-13,CALL,ladder3,0.25,230.0,255.0,0,[],0.0,,0,3,-18.9,17.15,-1.75,224.48,223.78,226.75,225.36
2026-08-13,CALL,short3,0.05,230.0,255.0,0,[],0.0,,3,0,14.34,-13.4,0.94,224.48,223.78,226.75,225.36
2026-08-13,CALL,short3,0.1,230.0,255.0,0,[],0.0,,3,0,14.34,-13.4,0.94,224.48,223.78,226.75,225.36
2026-08-13,CALL,short3,0.25,230.0,255.0,0,[],0.0,,3,0,14.34,-13.4,0.94,224.48,223.78,226.75,225.36
2026-08-14,PUT,anchor,0.05,230.0,205.0,0,[],0.0,0.35,1,0,3.45,-3.25,0.2,226.73,224.63,227.22,225.13
2026-08-14,PUT,anchor,0.1,230.0,205.0,0,[],0.0,0.35,1,0,3.45,-3.25,0.2,226.73,224.63,227.22,225.13
2026-08-14,PUT,anchor,0.25,230.0,205.0,0,[],0.0,0.35,1,0,3.45,-3.25,0.2,226.73,224.63,227.22,225.13
2026-08-14,PUT,long_first,0.05,230.0,205.0,0,[],0.0,,0,1,-4.35,4.35,0.0,226.73,224.63,227.22,225.13
2026-08-14,PUT,long_first,0.1,230.0,205.0,0,[],0.0,,0,1,-4.35,4.35,0.0,226.73,224.63,227.22,225.13
2026-08-14,PUT,long_first,0.25,230.0,205.0,0,[],0.0,,0,1,-4.35,4.35,0.0,226.73,224.63,227.22,225.13
2026-08-14,PUT,ladder3,0.05,230.0,205.0,0,[],0.0,,0,3,-24.35,24.85,0.5,226.73,224.63,227.22,225.13
2026-08-14,PUT,ladder3,0.1,230.0,205.0,0,[],0.0,,0,3,-24.35,24.85,0.5,226.73,224.63,227.22,225.13
2026-08-14,PUT,ladder3,0.25,230.0,205.0,0,[],0.0,,0,3,-24.35,24.85,0.5,226.73,224.63,227.22,225.13
2026-08-14,PUT,short3,0.05,230.0,205.0,0,[],0.0,,3,0,18.5,-19.45,-0.95,226.73,224.63,227.22,225.13
2026-08-14,PUT,short3,0.1,230.0,205.0,0,[],0.0,,3,0,18.5,-19.45,-0.95,226.73,224.63,227.22,225.13
2026-08-14,PUT,short3,0.25,230.0,205.0,0,[],0.0,,3,0,18.5,-19.45,-0.95,226.73,224.63,227.22,225.13
2026-08-14,CALL,anchor,0.05,230.0,255.0,0,[],0.0,-1.25,1,0,1.24,-2.12,-0.88,226.73,224.63,227.22,225.13
2026-08-14,CALL,anchor,0.1,230.0,255.0,0,[],0.0,-1.25,1,0,1.24,-2.12,-0.88,226.73,224.63,227.22,225.13
2026-08-14,CALL,anchor,0.25,230.0,255.0,0,[],0.0,-1.25,1,0,1.24,-2.12,-0.88,226.73,224.63,227.22,225.13
2026-08-14,CALL,long_first,0.05,230.0,255.0,0,[],0.0,,0,1,-3.4,2.78,-0.62,226.73,224.63,227.22,225.13
2026-08-14,CALL,long_first,0.1,230.0,255.0,0,[],0.0,,0,1,-3.4,2.78,-0.62,226.73,224.63,227.22,225.13
2026-08-14,CALL,long_first,0.25,230.0,255.0,0,[],0.0,,0,1,-3.4,2.78,-0.62,226.73,224.63,227.22,225.13
2026-08-14,CALL,ladder3,0.05,230.0,255.0,0,[],0.0,,0,3,-18.95,16.08,-2.87,226.73,224.63,227.22,225.13
2026-08-14,CALL,ladder3,0.1,230.0,255.0,0,[],0.0,,0,3,-18.95,16.08,-2.87,226.73,224.63,227.22,225.13
2026-08-14,CALL,ladder3,0.25,230.0,255.0,0,[],0.0,,0,3,-18.95,16.08,-2.87,226.73,224.63,227.22,225.13
2026-08-14,CALL,short3,0.05,230.0,255.0,0,[],0.0,,3,0,14.29,-12.52,1.77,226.73,224.63,227.22,225.13
2026-08-14,CALL,short3,0.1,230.0,255.0,0,[],0.0,,3,0,14.29,-12.52,1.77,226.73,224.63,227.22,225.13
2026-08-14,CALL,short3,0.25,230.0,255.0,0,[],0.0,,3,0,14.29,-12.52,1.77,226.73,224.63,227.22,225.13
