tradeDate,ticker,scenario,buy_surface_tier,sell_archetype,ranking_score,stockPrice,return_5d_pct,drawdown_20d_pct,extension_50d_pct,relative_return_63d_pct,rs63_cross_section_pct,ivRank1y,iv30d,rr25,rr25_pct252,callskew,callskew_pct252,call_wing_30,call_wing_10,call_wing_10_pct252,call_kink,call_kink_pct252,put_wing_10_pct252,iv10d_pct252,avgOptVolu20d,oi,dollar_stock_volume,confidence_core,mktWidthVol,nextErn,wksNextErn,earnings_near_front_expiry,sector,sectorName,bestEtf,universe_size,liquid_universe_size
2026-08-12,D,buy-first standard,good,,53.849206349206355,67.97,-0.381064048072699,-4.95035659348344,-1.3543638031324856,5.369618882087712,55.86829527349973,36.6,18.1428,5.039299999999997,90.47619047619048,-1.8447999999999958,3.9682539682539684,-1.8125,-1.8125,11.904761904761905,0.0,11.904761904761905,45.63492063492063,3.5714285714285716,2399.5,86660,257052439.2,52.8568,3.51767,0000-00-00,11,False,Regulated Electric Utilities,Utilities,XLU,1883,525
2026-08-12,JETS,buy-first standard,good,,52.53968253968254,31.77,-5.614973262032075,-5.614973262032075,2.1957448998629614,18.74027197793167,76.52681890600105,16.79,33.063500000000005,6.408899999999999,76.58730158730158,-3.203900000000008,2.380952380952381,-5.766300000000005,-1.1039999999999992,12.301587301587302,5.1662,67.06349206349206,0.3968253968253968,43.25396825396825,6880.35,222176,84662331.2,61.4612,15.04233,0000-00-00,0,True,Airlines,Industrials,XLI,1883,525
2026-08-12,LYFT,buy-first standard,good,,51.547619047619044,16.52,0.8547008547008517,-6.613906161673267,9.611582202051583,18.595099494665092,76.1019649495486,0.0,38.6577,2.7060999999999993,78.17460317460318,0.13460000000000605,25.396825396825395,2.9594000000000023,6.667000000000002,42.06349206349206,8.1094,81.34920634920636,1.5873015873015872,5.158730158730159,22219.9,587191,221031695.66,60.1559,7.68608,0000-00-00,12,False,Application Software,Industrials,XLI,1883,525
2026-08-12,HUM,buy-first standard,good,,51.34920634920635,387.26,6.352126987614315,-4.380246913580255,2.4791778802058184,28.174935386199394,85.02389803505045,41.22,46.0947,3.0,74.2063492063492,-0.943000000000005,21.428571428571427,-1.4221000000000004,-0.7661000000000016,8.333333333333334,-4.350200000000001,22.22222222222222,30.158730158730158,31.746031746031747,4640.4,118508,565869551.38,89.0325,7.3309,0000-00-00,12,False,Health Insurance & Managed Care,Healthcare,XLV,1883,525
2026-08-12,IOT,buy-first standard,good,,50.15873015873016,39.23,1.290988897495482,-4.78155339805827,10.801055194346688,36.594205170503784,89.75039830058418,49.76,80.38680000000001,4.139299999999999,60.714285714285715,-1.6555999999999997,18.253968253968253,-1.720399999999998,1.7090999999999994,23.41269841269841,-17.66060000000001,12.698412698412698,27.38095238095238,45.63492063492063,7320.3,153905,221498887.68,82.4155,19.392,0000-00-00,3,False,Infrastructure Software,Technology,XLK,1883,525
2026-08-12,CTSH,sell-first,,grab,54.96031746031746,58.19,3.246983676366222,-0.9194619444917396,20.808350910993354,19.6259860805204,77.53584705257568,66.22,42.6684,-1.2483000000000004,1.5873015873015872,2.0172999999999988,96.03174603174604,6.519500000000001,19.516399999999997,99.60317460317461,13.525500000000001,100.0,35.714285714285715,71.42857142857143,4819.8,102643,557066660.2,85.7082,3.6788,0000-00-00,11,False,IT Services & Consulting,Technology,XLK,1883,525
2026-08-12,KLAC,sell-first,,grab,54.04761904761905,208.21,7.241823332474895,-4.613340663368149,-60.59323076457195,-90.94793353160999,0.05310674455655868,48.46,61.6035,-0.2248000000000019,2.380952380952381,0.47690000000000765,91.66666666666667,3.039600000000007,5.45239999999999,94.04761904761905,4.751499999999993,92.85714285714286,59.12698412698413,78.57142857142857,16445.2,496233,2394348326.78,94.1826,6.70905,0000-00-00,11,False,Semiconductor Equipment & Materials Manufacturing,Technology,XLK,1883,525
2026-08-12,AEM,sell-first,,grab,53.45238095238095,185.41,11.955799770545239,0.0,18.37269939041988,-8.745246134658746,24.96016994158258,60.97,45.4824,-3.5005999999999986,0.3968253968253968,1.8521,97.22222222222223,4.799399999999999,7.933100000000003,94.44444444444444,4.049000000000007,80.15873015873017,0.3968253968253968,59.523809523809526,8374.4,183477,517391178.25,90.066,6.07965,0000-00-00,11,False,Gold,Materials,XLB,1883,525
2026-08-12,FDX,sell-first,,grab,53.39285714285714,326.37,4.756860857005285,0.0,2.213002162830513,-15.70257540940272,15.135422198619224,31.88,25.822400000000002,1.2535999999999987,8.333333333333334,0.018899999999998585,93.25396825396825,2.5268000000000015,7.704200000000004,97.22222222222223,5.0351,73.41269841269842,59.12698412698413,9.523809523809524,4623.05,52593,490212576.67,91.2646,3.60866,0000-00-00,11,False,Freight & Logistics Services,Industrials,XLI,1883,525
2026-08-12,LRCX,sell-first,,grab,53.25396825396825,325.38,4.6877513593513775,0.0,-3.6390203626167517,9.994993971897959,63.6218799787573,56.7,64.4816,-0.9258999999999986,0.3968253968253968,0.9960999999999984,96.82539682539682,2.7497999999999934,5.3339,93.65079365079364,6.71050000000001,77.77777777777777,1.1904761904761905,61.507936507936506,53708.45,630499,3450924792.92,97.9479,5.16405,0000-00-00,10,False,Semiconductor Equipment & Materials Manufacturing,Technology,XLK,1883,525
2026-08-13,CRML,buy-first puke,good,,66.48809523809524,6.58,-0.6042296072507614,-8.864265927977833,-19.202337974901152,-45.40300079041247,0.9105516871987145,7.21,100.391,2.617999999999981,73.80952380952381,-1.3089999999999975,17.857142857142858,-2.3563000000000045,-4.219399999999993,5.9523809523809526,-2.2608000000000033,24.603174603174605,46.82539682539682,2.7777777777777777,9023.1,312068,40288287.11,66.6679,23.38832,0000-00-00,0,True,Industrial Metals & Mining,Materials,XLB,1867,538
2026-08-13,CVS,buy-first puke,good,,66.4484126984127,94.59,-2.1111456069543566,-14.219642695202683,-7.383472958206527,-5.665088624944159,29.512587038028926,7.64,24.193,2.738500000000002,75.0,-0.9410000000000025,21.03174603174603,1.6433999999999962,0.6575999999999951,32.142857142857146,-0.2784000000000013,49.6031746031746,18.253968253968253,8.73015873015873,21439.65,350091,796541777.92,72.4678,4.38968,0000-00-00,10,False,Health Insurance & Managed Care,Healthcare,XLV,1867,538
2026-08-13,HUT,buy-first puke,,,45.63492063492063,84.01,-8.595365031008583,-28.435130760712156,-21.498600225010566,-25.71357059398707,7.927155865024103,30.96,90.9011,2.5537000000000063,69.44444444444444,-0.5588000000000051,26.19047619047619,9.7269,8.434999999999988,54.36507936507937,1.48599999999999,42.46031746031746,19.841269841269842,15.079365079365079,24298.15,307208,429988200.85999995,84.8182,14.76044,0000-00-00,11,False,Investment Banking & Brokerage,Financials,XLF,1867,538
2026-08-13,BTDR,buy-first puke,,,45.57539682539682,8.71,-17.36242884250473,-29.8146655922643,-37.09647133592361,-36.18924222114419,2.945902517407606,36.09,98.63929999999999,-0.1839999999999975,69.44444444444444,2.64970000000001,27.38095238095238,8.713700000000017,16.661000000000016,44.04761904761905,9.924000000000007,65.47619047619048,20.238095238095237,22.61904761904762,41777.4,474337,108401187.39999999,72.2369,19.68628,0000-00-00,12,False,Application Software,Technology,XLK,1867,538
2026-08-13,LWLG,buy-first puke,,,45.257936507936506,7.37,-3.2808398950131212,-8.899876390605687,-7.346877200040225,-62.62924904518277,0.16068559185859668,34.72,111.009,-4.3030000000000115,69.04761904761905,3.6680000000000064,32.93650793650794,11.142999999999986,11.142999999999986,42.857142857142854,0.0,14.285714285714286,51.58730158730159,10.317460317460318,2405.55,164355,25780072.86,63.1244,23.17833,0000-00-00,13,False,Specialized Chemicals,Materials,XLB,1867,538
2026-08-13,GEHC,buy-first standard,good,,52.71825396825397,73.79,5.324007993148738,0.0,12.699159376374581,16.512000759547174,71.82645956079271,40.26,28.169499999999996,5.5411,79.36507936507937,-2.7705999999999946,4.365079365079365,-4.986999999999995,3.6796999999999933,69.84126984126983,10.199399999999994,91.66666666666667,0.0,45.23809523809524,4150.7,76939,389711136.36,50.304,15.64738,0000-00-00,10,False,Medical Device Manufacturing,Healthcare,XLV,1867,538
2026-08-13,OUST,buy-first standard,good,,51.34920634920635,45.47,0.37527593818984517,-4.814737282813486,6.873566244217977,30.44615415415954,84.94911622924478,43.9,102.512,-0.3810000000000002,72.22222222222223,0.6550000000000011,17.46031746031746,1.5039999999999907,6.917000000000016,20.238095238095237,7.245000000000019,66.66666666666667,25.793650793650794,53.57142857142857,9453.55,124526,154993085.76,84.3678,17.4258,0000-00-00,11,False,Electronic Components Manufacturing,Technology,XLK,1867,538
2026-08-13,LRCX,sell-first,,grab,53.670634920634924,336.71,9.193799455182239,0.0,-0.30673938403416035,11.214607262109855,63.738618103910014,57.5,64.4632,-1.0931000000000068,0.3968253968253968,1.4087000000000103,99.60317460317461,5.945399999999992,8.2774,96.82539682539682,7.064599999999999,79.76190476190476,2.380952380952381,64.68253968253968,54323.65,645895,3573013453.3700004,94.4312,5.70704,0000-00-00,9,False,Semiconductor Equipment & Materials Manufacturing,Technology,XLK,1867,538
2026-08-13,SMCI,sell-first,,grab,53.492063492063494,39.27,32.62411347517731,0.0,26.831253391209998,19.606599907468958,75.62935190144617,63.25,81.0188,-7.1492000000000075,1.5873015873015872,5.3899000000000115,94.84126984126983,20.129199999999997,26.490799999999993,94.84126984126983,7.802999999999997,80.15873015873017,1.1904761904761905,68.25396825396825,287321.3,2582965,2037125754.31,87.5663,7.27761,0000-00-00,11,False,Computer Hardware Manufacturing,Technology,XLK,1867,538
