sample,era,group,horizon,stock_dates,stocks,signal_dates,reference_dates,reference_months,first_signal,last_signal,episodes,unknown_start_rows,valid_outcomes,censored,valid_signal_dates,mean_wing_change,median_wing_change,n_wing_change,mean_atm_change,median_atm_change,n_atm_change,mean_call_iv_change,median_call_iv_change,n_call_iv_change,mean_stock_return,median_stock_return,n_stock_return,mean_upside_excursion,median_upside_excursion,n_upside_excursion,mean_wing_compression,median_wing_compression,n_wing_compression,mean_call_iv_down,median_call_iv_down,n_call_iv_down,mean_joint_compression_atm_up,median_joint_compression_atm_up,n_joint_compression_atm_up,mean_joint_compression_atm_up_call_down,median_joint_compression_atm_up_call_down,n_joint_compression_atm_up_call_down,mean_signal_reference_wing_change,mean_signal_reference_atm_change,mean_signal_reference_call_iv_change,mean_signal_reference_stock_return,mean_age,mean_intensity,mean_peak_minus_wing,mean_wing,mean_wing_rank
quality_valid,all,all,1,175006,312,671,670,33,2024-01-02,2026-09-03,13590,4,174475,531,669,-0.011946482475999423,-0.0336999999999974,174475,-0.02836685748674595,-0.16729999999999245,174475,-0.04031333996274537,-0.08870000000000267,174475,0.11849001344247359,0.048530227398768666,174475,2.0877798583357463,1.3843160730320436,174427,0.506748817882218,1.0,174475,0.510439891101877,1.0,174475,0.2604327267516836,0.0,174475,0.1047427998280556,0.0,174475,-0.00501586528942174,-0.01996832528355441,-0.02502557683723805,0.10915630876701629,0.6316481463327432,0.4025888359796078,3.3521325099052546,6.097622178782441,49.66803393013282
quality_valid,all,all,2,175006,312,671,670,33,2024-01-02,2026-09-03,13590,4,174211,795,668,-0.027363138722583533,-0.037099999999998357,174211,-0.05016863516081075,-0.007499999999999174,174211,-0.07753177388339427,0.006700000000003925,174211,0.22921778069571344,0.10952902519167917,174211,3.2437122510858125,2.1231476041599473,174116,0.5064031547950474,1.0,174211,0.49925664854687707,0.0,174211,0.2703732829729466,0.0,174211,0.09544747461411736,0.0,174211,-0.00501586528942174,-0.01996832528355441,-0.02502557683723805,0.10915630876701629,0.6316481463327432,0.4025888359796078,3.3521325099052546,6.097622178782441,49.66803393013282
quality_valid,all,all,4,175006,312,671,670,33,2024-01-02,2026-09-03,13590,4,173689,1317,666,-0.047713769496053285,-0.04849999999999621,173689,-0.06701171306185193,0.28200000000000447,173689,-0.1147254825579052,0.15290000000000248,173689,0.4544004499971203,0.2447657779786061,173689,4.924280528417157,3.1961149697893765,173499,0.5074414614627294,1.0,173689,0.48978922096390676,0.0,173689,0.27358669806378066,0.0,173689,0.08486432646857314,0.0,173689,-0.00501586528942174,-0.01996832528355441,-0.02502557683723805,0.10915630876701629,0.6316481463327432,0.4025888359796078,3.3521325099052546,6.097622178782441,49.66803393013282
quality_valid,all,slowing_rolling,1,103591,311,671,670,33,2024-01-02,2026-09-03,12542,1,103294,297,669,0.078283986001123,0.01664999999999861,103294,-0.03756769647801421,-0.18600000000000144,103294,0.04071628952310879,-0.054250000000002796,103294,0.11094118040315137,0.04248591978893712,103294,2.0893898823680006,1.3821138211381978,103267,0.49658257013960155,0.0,103294,0.5064088911262997,1.0,103294,0.2552519991480628,0.0,103294,0.10121594671520127,0.0,103294,0.7799736653844667,-0.16048451400902689,0.6194116685190735,0.10560206947417196,0.5701121209464528,0.3754089346534382,5.99836015710632,4.886428709347337,42.83843523404608
quality_valid,all,slowing_rolling,2,103591,311,671,670,33,2024-01-02,2026-09-03,12542,1,103135,456,668,0.09352645328937802,0.028200000000000447,103135,-0.07717585116594756,-0.015100000000001224,103135,0.01635060212343044,0.056800000000001294,103135,0.21713217422813064,0.10370063109241823,103135,3.2295904075384105,2.1203535594952694,103074,0.49508896107044165,0.0,103135,0.49481747224511563,0.0,103135,0.26573907984680273,0.0,103135,0.09143355795801619,0.0,103135,0.7799736653844667,-0.16048451400902689,0.6194116685190735,0.10560206947417196,0.5701121209464528,0.3754089346534382,5.99836015710632,4.886428709347337,42.83843523404608
quality_valid,all,slowing_rolling,4,103591,311,671,670,33,2024-01-02,2026-09-03,12542,1,102830,761,666,0.136606880093358,0.033699999999999064,102830,-0.1035400400661286,0.30154999999999904,102830,0.03306684002722943,0.2879499999999968,102830,0.4469938969070266,0.2572843731227459,102830,4.89983925349247,3.1845488017570034,102695,0.4953029271613342,0.0,102830,0.4803851016240397,0.0,102830,0.2700087523096373,0.0,102830,0.08121170864533696,0.0,102830,0.7799736653844667,-0.16048451400902689,0.6194116685190735,0.10560206947417196,0.5701121209464528,0.3754089346534382,5.99836015710632,4.886428709347337,42.83843523404608
quality_valid,all,continued_accelerating,1,71392,312,671,670,33,2024-01-02,2026-09-03,12548,3,71158,234,669,-0.14306256893111102,-0.10920000000000174,71158,-0.014502213665364395,-0.1398499999999983,71158,-0.15756478259647544,-0.13470000000000149,71158,0.1293360056065228,0.057314802724250935,71158,2.085012323713605,1.3879201415213593,71137,0.5215014474830658,1.0,71158,0.5162736445656145,1.0,71158,0.2679389527530285,0.0,71158,0.10984007420107367,0.0,71158,-1.1450740490358435,0.1846668090212479,-0.9604072400145958,0.11428506541018407,0.7209893992932862,0.44215703271743256,1.7494937821541185,7.850929692262438,59.580504725874945
quality_valid,all,continued_accelerating,2,71392,312,671,670,33,2024-01-02,2026-09-03,12548,3,71053,339,668,-0.20325653132168944,-0.13930000000000065,71053,-0.010752857585182882,0.004700000000001925,71053,-0.21400938890687232,-0.06510000000000149,71053,0.24613848448754624,0.11820330969267712,71053,3.263120863821573,2.126027864172797,71019,0.5228069187789397,1.0,71053,0.5056647854418532,1.0,71053,0.27707485961183903,0.0,71053,0.10123428989627462,0.0,71053,-1.1450740490358435,0.1846668090212479,-0.9604072400145958,0.11428506541018407,0.7209893992932862,0.44215703271743256,1.7494937821541185,7.850929692262438,59.580504725874945
quality_valid,all,continued_accelerating,4,71392,312,671,670,33,2024-01-02,2026-09-03,12548,3,70836,556,666,-0.3175287281890564,-0.16580000000000072,70836,-0.015224041589022519,0.25380000000000125,70836,-0.332752769778079,-0.05014999999999897,70836,0.46221011273470025,0.2267043167469951,70836,4.955799073702699,3.2136992728125646,70781,0.5251002315206957,1.0,70836,0.5034304590885991,1.0,70836,0.2788271500367045,0.0,70836,0.09018013439494042,0.0,70836,-1.1450740490358435,0.1846668090212479,-0.9604072400145958,0.11428506541018407,0.7209893992932862,0.44215703271743256,1.7494937821541185,7.850929692262438,59.580504725874945
quality_valid,all,positive_slowing,1,14974,308,671,670,33,2024-01-02,2026-09-03,6371,1,14918,56,669,-0.30370302587478204,-0.1802500000000018,14918,0.2651066228716986,-0.1451999999999981,14918,-0.038596403003083465,-0.19085000000000063,14918,0.15775195826087626,0.01857711097026371,14918,2.0567229731659733,1.3391362571141485,14913,0.5388121732135674,1.0,14918,0.5213835634803593,1.0,14918,0.2747017026411047,0.0,14918,0.10765518165973992,0.0,14918,-0.7935673173668718,0.006705652930157863,-0.7868616644367139,0.14483603436836032,0.9354751801710783,0.5711413121372081,2.0331482833133254,7.895718498731134,62.66094405115426
quality_valid,all,positive_slowing,2,14974,308,671,670,33,2024-01-02,2026-09-03,6371,1,14899,75,668,-0.46180974226458144,-0.26669999999999217,14899,0.35368057386401763,0.13749999999999873,14899,-0.1081291684005638,-0.055800000000000516,14899,0.2513900762195358,0.1209921355111776,14899,3.1880527565667443,2.0582044907540453,14894,0.5467481038995906,1.0,14899,0.5051345727901202,1.0,14899,0.2927713269346936,0.0,14899,0.10530908114638567,0.0,14899,-0.7935673173668718,0.006705652930157863,-0.7868616644367139,0.14483603436836032,0.9354751801710783,0.5711413121372081,2.0331482833133254,7.895718498731134,62.66094405115426
quality_valid,all,positive_slowing,4,14974,308,671,670,33,2024-01-02,2026-09-03,6371,1,14868,106,666,-0.5743235700834005,-0.3424499999999998,14868,0.2411900928167876,0.14815000000000106,14868,-0.33313347726661297,-0.12705000000000077,14868,0.528666248676323,0.27845218218105483,14868,4.862374192042386,3.1459093409546446,14850,0.553201506591337,1.0,14868,0.5089453860640302,1.0,14868,0.28322571966639765,0.0,14868,0.09207694377185903,0.0,14868,-0.7935673173668718,0.006705652930157863,-0.7868616644367139,0.14483603436836032,0.9354751801710783,0.5711413121372081,2.0331482833133254,7.895718498731134,62.66094405115426
quality_valid,all,nonpositive_recent,1,88617,311,671,670,33,2024-01-02,2026-09-03,12116,0,88376,241,669,0.14276396069068523,0.050699999999995526,88376,-0.08865957092423281,-0.1915,88376,0.054104389766452404,-0.03009999999999957,88376,0.10303945160708071,0.0458583520087652,88376,2.0949036295320207,1.3897565119199928,88354,0.48945415044808543,0.0,88376,0.5038811442020458,1.0,88376,0.2519688603240699,0.0,88376,0.10012899429709424,0.0,88376,1.045690911319476,-0.18871689520000903,0.8568804474644436,0.09897664518489374,0.5083361803894773,0.3423351833366257,8.433139377856406,4.377935922339957,39.48682620993032
quality_valid,all,nonpositive_recent,2,88617,311,671,670,33,2024-01-02,2026-09-03,12116,0,88236,381,668,0.18729718153588104,0.07685000000000597,88236,-0.14992767441860466,-0.04154999999999853,88236,0.03736950711727639,0.07935000000000164,88236,0.21134759104473672,0.1015416604516095,88236,3.2366063042675104,2.1298145345244324,88180,0.48636610907112743,0.0,88236,0.4930753887302235,0.0,88236,0.2611745772700485,0.0,88236,0.08909062060836846,0.0,88236,1.045690911319476,-0.18871689520000903,0.8568804474644436,0.09897664518489374,0.5083361803894773,0.3423351833366257,8.433139377856406,4.377935922339957,39.48682620993032
quality_valid,all,nonpositive_recent,4,88617,311,671,670,33,2024-01-02,2026-09-03,12116,0,87962,655,666,0.2567737013710466,0.09789999999999532,87962,-0.1618089245355949,0.3322499999999978,87962,0.0949647768354517,0.3587999999999994,87962,0.4331890206410721,0.25255307951432826,87962,4.906172638005348,3.1906763469621513,87845,0.4855164730224415,0.0,87962,0.47555762715718153,0.0,87962,0.2677747209022078,0.0,87962,0.07937518473886451,0.0,87962,1.045690911319476,-0.18871689520000903,0.8568804474644436,0.09897664518489374,0.5083361803894773,0.3423351833366257,8.433139377856406,4.377935922339957,39.48682620993032
quality_valid,2024-2025,all,1,129802,309,502,502,25,2024-01-02,2025-12-31,9481,4,129794,8,502,-0.01382161756321555,-0.03455000000000119,129794,-0.02824957363206312,-0.13219999999999898,129794,-0.04207119119527867,-0.08060000000000012,129794,0.1277722911822521,0.06294751789700515,129794,2.0269406751299157,1.3134285469958318,129746,0.5075427215433688,1.0,129794,0.5099619396890457,1.0,129794,0.26311693914972956,0.0,129794,0.10152241243817126,0.0,129794,-0.011920466560350082,-0.030105771636800657,-0.042081901280411706,0.11191312140496666,0.6723894619480895,0.4292770551735756,3.8588662991008045,6.358214768801713,49.4470459723139
quality_valid,2024-2025,all,2,129802,309,502,502,25,2024-01-02,2025-12-31,9481,4,129790,12,502,-0.030256157639263422,-0.03594999999999848,129790,-0.0510196355651437,0.014649999999999386,129790,-0.0812757932044071,0.01664999999999861,129790,0.2527448203796648,0.1416096373429654,129790,3.1532751871334903,2.0235655737704805,129695,0.5067339548501425,1.0,129790,0.498258725633716,0.0,129790,0.27152322983280686,0.0,129790,0.0919023037213961,0.0,129790,-0.011920466560350082,-0.030105771636800657,-0.042081901280411706,0.11191312140496666,0.6723894619480895,0.4292770551735756,3.8588662991008045,6.358214768801713,49.4470459723139
quality_valid,2024-2025,all,4,129802,309,502,502,25,2024-01-02,2025-12-31,9481,4,129779,23,502,-0.04829110372248207,-0.046999999999997044,129779,-0.06544335408656253,0.2733000000000041,129779,-0.11373445780904459,0.17650000000000177,129779,0.5085112285699337,0.31562335612833614,129779,4.800972480951415,3.063457330415753,129589,0.5076784379599165,1.0,129779,0.4880681774401097,0.0,129779,0.2738193390301975,0.0,129779,0.07853350696183511,0.0,129779,-0.011920466560350082,-0.030105771636800657,-0.042081901280411706,0.11191312140496666,0.6723894619480895,0.4292770551735756,3.8588662991008045,6.358214768801713,49.4470459723139
quality_valid,2024-2025,slowing_rolling,1,77203,309,502,502,25,2024-01-02,2025-12-31,8752,1,77196,7,502,0.07169029030001554,0.009649999999997383,77196,-0.006280073319861146,-0.1324999999999965,77196,0.0654102169801544,-0.03544999999999798,77196,0.11683622283819553,0.05745475912245501,77196,2.0320831219605884,1.3173188686555592,77169,0.4979532618270377,0.0,77196,0.5046764081040468,1.0,77196,0.2604798176071299,0.0,77196,0.0986838696305508,0.0,77196,0.7081304928628792,-0.18034751473388336,0.5276800646347941,0.11778176510434435,0.6151618019057106,0.4053211529902626,6.781459290849275,5.168117370179915,42.917743488888945
quality_valid,2024-2025,slowing_rolling,2,77203,309,502,502,25,2024-01-02,2025-12-31,8752,1,77194,9,502,0.10112597688939554,0.027999999999998915,77194,-0.08700040948778402,0.0030500000000016625,77194,0.014125567401611515,0.051250000000003015,77194,0.25430283215864524,0.1467028604744347,77194,3.1518397913412453,2.0304568527918843,77133,0.4947923413736819,0.0,77194,0.49493483949529754,0.0,77194,0.2661605824286862,0.0,77194,0.08793429541156049,0.0,77194,0.7081304928628792,-0.18034751473388336,0.5276800646347941,0.11778176510434435,0.6151618019057106,0.4053211529902626,6.781459290849275,5.168117370179915,42.917743488888945
quality_valid,2024-2025,slowing_rolling,4,77203,309,502,502,25,2024-01-02,2025-12-31,8752,1,77187,16,502,0.15592803995491467,0.03490000000000437,77187,-0.15115169834298525,0.2703999999999984,77187,0.00477634161192947,0.28819999999999957,77187,0.5107520581959633,0.3339306075908155,77187,4.786434444835655,3.061757678483601,77052,0.49497972456501743,0.0,77187,0.48013266482697864,0.0,77187,0.2693717854042779,0.0,77187,0.07422234314068431,0.0,77187,0.7081304928628792,-0.18034751473388336,0.5276800646347941,0.11778176510434435,0.6151618019057106,0.4053211529902626,6.781459290849275,5.168117370179915,42.917743488888945
quality_valid,2024-2025,continued_accelerating,1,52576,309,502,502,25,2024-01-02,2025-12-31,8750,3,52575,1,502,-0.13956413466476458,-0.10330000000000039,52575,-0.05981906457441749,-0.13179999999999858,52575,-0.19938319923918205,-0.13819999999999932,52575,0.14368221366863293,0.07330610535134507,52575,2.018780524820397,1.30832155355749,52554,0.5216167379933428,1.0,52575,0.517698525915359,1.0,52575,0.2669709938183547,0.0,52575,0.10565858297669996,0.0,52575,-1.0694741420039562,0.1913048046637249,-0.8781693373402314,0.10325338343093976,0.7565055046577873,0.46464187730776824,2.0028173411746497,8.100235280165855,59.039125060478966
quality_valid,2024-2025,continued_accelerating,2,52576,309,502,502,25,2024-01-02,2025-12-31,8750,3,52573,3,502,-0.22373539953968766,-0.13839999999999963,52573,0.00210079337302417,0.031799999999998496,52573,-0.22163460616666347,-0.03129999999999522,52573,0.24962705468497454,0.13136620856912806,52573,3.153873251376211,2.011064333182544,52539,0.524242481882335,1.0,52573,0.503090940216461,1.0,52573,0.27936393205637877,0.0,52573,0.0976737108401651,0.0,52573,-1.0694741420039562,0.1913048046637249,-0.8781693373402314,0.10325338343093976,0.7565055046577873,0.46464187730776824,2.0028173411746497,8.100235280165855,59.039125060478966
quality_valid,2024-2025,continued_accelerating,4,52576,309,502,502,25,2024-01-02,2025-12-31,8750,3,52569,7,502,-0.35116915615667027,-0.1593000000000011,52569,0.05873305541288593,0.2770000000000161,52569,-0.29243610074378434,0.004700000000001481,52569,0.5012801807468387,0.28184380398217357,52569,4.816935197544422,3.0640064148220514,52514,0.5263748597081931,1.0,52569,0.49970514942266353,0.0,52569,0.2804124103559132,0.0,52569,0.08487892103711313,0.0,52569,-1.0694741420039562,0.1913048046637249,-0.8781693373402314,0.10325338343093976,0.7565055046577873,0.46464187730776824,2.0028173411746497,8.100235280165855,59.039125060478966
quality_valid,2024-2025,positive_slowing,1,11278,304,502,502,25,2024-01-02,2025-12-31,4570,1,11278,0,502,-0.2979352314240113,-0.17859999999999965,11278,0.3289975793580422,-0.12169999999999959,11278,0.031062347934030912,-0.1819500000000001,11278,0.15217916413158694,0.03114616795638625,11278,1.9708895875323098,1.2574097359439484,11273,0.5414967192764675,1.0,11278,0.5207483596382337,1.0,11278,0.27770881361943606,0.0,11278,0.10533782585564816,0.0,11278,-0.7023165242064197,0.021666181947153758,-0.6806503422592658,0.1683901336150335,0.9633315402546172,0.5897600938603127,2.2814302960526316,7.970652766447951,61.66640629814333
quality_valid,2024-2025,positive_slowing,2,11278,304,502,502,25,2024-01-02,2025-12-31,4570,1,11277,1,502,-0.48445637580916917,-0.2514000000000016,11277,0.3705309009488339,0.13340000000000019,11277,-0.11392547486033526,-0.08230000000000182,11277,0.2715364092516365,0.14207909069381408,11277,3.0648915199954088,1.9623385438208851,11272,0.5480180899175312,1.0,11277,0.5077591558038486,1.0,11277,0.2919216103573645,0.0,11277,0.10295291300877893,0.0,11277,-0.7023165242064197,0.021666181947153758,-0.6806503422592658,0.1683901336150335,0.9633315402546172,0.5897600938603127,2.2814302960526316,7.970652766447951,61.66640629814333
quality_valid,2024-2025,positive_slowing,4,11278,304,502,502,25,2024-01-02,2025-12-31,4570,1,11274,4,502,-0.6102505091360653,-0.33025,11274,0.2177440748625154,0.1220500000000041,11274,-0.3925064342735497,-0.11635000000000129,11274,0.5958351927582254,0.34175321995054686,11274,4.718899649601236,2.9784655219654566,11256,0.5539293950682987,1.0,11274,0.5087812666311868,1.0,11274,0.28179882916444915,0.0,11274,0.085595174738336,0.0,11274,-0.7023165242064197,0.021666181947153758,-0.6806503422592658,0.1683901336150335,0.9633315402546172,0.5897600938603127,2.2814302960526316,7.970652766447951,61.66640629814333
quality_valid,2024-2025,nonpositive_recent,1,65925,309,502,502,25,2024-01-02,2025-12-31,8464,0,65918,7,502,0.13493002199702658,0.042200000000003124,65918,-0.0636431815285658,-0.13380000000000336,65918,0.0712868404684608,-0.013600000000002499,65918,0.11078935108985867,0.060992352324240606,65918,2.0425516589523633,1.327200845944232,65896,0.49050335265026246,0.0,65918,0.5019266361236688,1.0,65918,0.2575320853181225,0.0,65918,0.0975454352377196,0.0,65918,0.9494238224318913,-0.2149066420932878,0.7343930009859689,0.10912363610243982,0.5555470273091506,0.3737685951573854,9.429047474356494,4.6886787020098595,39.70753540859752
quality_valid,2024-2025,nonpositive_recent,2,65925,309,502,502,25,2024-01-02,2025-12-31,8464,0,65917,8,502,0.2013066919004202,0.07480000000000286,65917,-0.16527430829679748,-0.017899999999998473,65917,0.03603238360362272,0.07890000000000119,65917,0.25135453279918313,0.14844804318487892,65917,3.1667208425644318,2.045454545454528,65861,0.4856865452007828,0.0,65917,0.49274087109546855,0.0,65917,0.26175341717614575,0.0,65917,0.08536492862235842,0.0,65917,0.9494238224318913,-0.2149066420932878,0.7343930009859689,0.10912363610243982,0.5555470273091506,0.3737685951573854,9.429047474356494,4.6886787020098595,39.70753540859752
quality_valid,2024-2025,nonpositive_recent,4,65925,309,502,502,25,2024-01-02,2025-12-31,8464,0,65913,12,502,0.2869780143522522,0.09709999999999996,65913,-0.2142489772882436,0.3027999999999975,65913,0.07272903706400861,0.36309999999999976,65913,0.4961991284392394,0.33240722365548425,65913,4.797987907890532,3.0758271098478174,65796,0.4848967578474656,0.0,65913,0.4752325034515194,0.0,65913,0.26724621850014413,0.0,65913,0.07227709253106368,0.0,65913,0.9494238224318913,-0.2149066420932878,0.7343930009859689,0.10912363610243982,0.5555470273091506,0.3737685951573854,9.429047474356494,4.6886787020098595,39.70753540859752
quality_valid,2026,all,1,45204,296,169,168,9,2026-01-02,2026-09-03,4355,0,44681,523,167,-0.0064993957162999905,-0.030000000000008242,44681,-0.02870755578433785,-0.27200000000000557,44681,-0.03520695150063784,-0.11539999999999884,44681,0.09152589095289605,0.0,44681,2.2644464652653977,1.6229493815246965,44681,0.5044426042389383,1.0,44681,0.511828293905687,1.0,44681,0.2526353483583626,0.0,44681,0.11409771491237887,0.0,44681,0.014925042274830904,0.009309460662157359,0.024234502936988252,0.10119458921394305,0.5159232847588253,0.32595437381220244,1.9959216212792907,5.349337970091143,50.29574563855065
