expiry,strike,dte,delta_points,otm_pct,bid,ask,bid_iv_pct,atm_iv_pct,wing_points,normal_wing_points,delta_z,delta_percentile,delta_n,forward_z,forward_n,status
2026-06-18,365.0,3,10.550201142071163,17.280380438275156,1.69,1.86,130.70596046669021,124.11119389782745,6.594766568862753,1.3654161084693721,0.9525984287897309,93.15068493150685,73,,41,ok
2026-06-26,425.0,11,9.769969437011415,36.559347085662864,2.74,3.0,125.19042290377156,110.24122450900215,14.949198394769404,1.9249118567687085,2.635549075304222,99.09909909909909,111,,30,ok
2026-07-02,460.0,17,9.477484307239576,47.80541096330568,3.1,3.65,122.16975981067661,107.55510501826377,14.61465479241284,0.9009345875713122,2.661617809448544,97.02970297029702,101,,17,ok
2026-06-26,420.0,11,10.554946341458415,34.952766531713884,2.97,3.3,124.19336923691735,110.24122450900215,13.952144727915194,1.754704270234949,2.670871216791912,99.11504424778761,113,,33,ok
2026-06-26,430.0,11,9.056204557047945,38.16592763961184,2.42,2.91,125.04014627664203,110.24122450900215,14.798921767639882,1.968136078682372,2.3259017736192393,96.3302752293578,109,,27,ok
