ticker,tradeDate,stockPrice,confidence,exErnIv30d,ieeEarnEffect,iv10d,iv30d,iv90d,mwAdj30,dlt5Iv10d,dlt5Iv30d,exErnDlt25Iv30d,exErnDlt75Iv30d,dlt95Iv10d,dlt95Iv30d,rr25,callskew,call_wing_30,call_wing_10,put_wing_10,call_kink,rr25_pct252,callskew_pct252,call_wing_10_pct252,put_wing_10_pct252,call_kink_pct252,iv10d_pct252,return_5d_pct,drawdown_20d_pct,sma50,sma200,extension_50d_pct,sma50_rising,above_200d,above_50d,return_63d_pct,relative_return_63d_pct,tradeDate_core,priorCls,mktCap,mktWidthVol,stkVolu,avgOptVolu20d,sector,nextErn,bestEtf,sectorName,ivPctile1m,ivPctile1y,confidence_core,wksNextErn,oi,ivRank1y,ivPct1y,ivRank1m,ivPct1m,dollar_stock_volume,broad_universe,liquid_final,rs63_cross_section_pct,buy_surface_tier,buy_technical_good,buy_first_standard,buy_first_puke,sell_archetype,earnings_near_front_expiry,sell_first_actionable,buy_score,sell_score,universe_size,liquid_universe_size,putskew_pct252,putskew,scenario,ranking_score,chain_confirmed,failure_reason,option_side,expiry,dte,leg1_action,leg1_strike,leg1_delta,leg1_bid,leg1_ask,leg1_oi,leg1_volume,leg2_action,leg2_strike,leg2_bid,leg2_ask,leg2_oi,leg2_volume,spread_width,entry_cash,target_leg2_price,contract_wing_iv_points,event_inside_expiry,long_otm_pct,selection_distance,source_dataset,earnings_basis,replay_status,leg1_otm_pct,leg1_orats_call_coordinate_delta,leg1_option_delta,leg2_otm_pct,leg2_orats_call_coordinate_delta,leg2_option_delta
PLTR,2026-08-18,171.3,0.988782,44.3324,4.0,45.9426,44.3324,52.5082,0.0118357,50.4962,48.7879,44.407999999999994,45.5882,56.8062,53.9251,1.1802000000000064,0.0755999999999943,4.455500000000001,4.553600000000003,10.863599999999998,1.7083000000000013,19.047619047619047,72.61904761904762,60.714285714285715,20.634920634920636,70.23809523809524,15.476190476190476,-2.382037839069973,-4.759257200044475,136.372,151.83985,25.612295779192195,True,True,True,27.114870881567256,25.25053865018574,2026-08-18,172.55,410633013.0,1.18357,45473813,592343.3,Infrastructure Software,0000-00-00,XLK,Technology,14,6,98.8782,10,3749914,10.09,6.35,4.62,14.29,7846506433.150001,True,True,86.27450980392157,,False,False,False,,False,False,13.273809523809524,24.583333333333332,306,268,17.46031746031746,1.2558000000000007,buy-first put-tail inventory,47.60841269841269,True,,put,2026-09-18,32.0,BTO,110.0,0.9994128313101128,0.23,0.25,16704.0,46.0,STO,105.0,0.2,0.22,8433.0,95.0,5.0,0.04999999999999999,,,False,35.78517221249271,3.2851722124927107,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,35.78517221249271,0.9994128313101128,-0.0005871686898871742,38.704028021015766,0.9998288187089379,-0.00017118129106208357
AMZN,2026-08-19,265.42,0.980742,28.6687,3.86207,28.8318,28.6687,34.1541,0.013788,31.6154,30.187199999999997,28.5439,29.2914,34.2424,33.3979,0.7474999999999987,-0.1248000000000004,1.518499999999996,2.7835999999999963,5.410600000000002,1.4282000000000004,18.253968253968253,70.23809523809524,74.2063492063492,15.476190476190476,68.65079365079364,30.15873015873016,-1.2537668812083846,-6.919165351569334,249.0352,238.27995,6.579310876534739,False,True,True,2.4906359810016543,0.4019561977111063,2026-08-19,259.45,2854393512.0,1.3788,47431934,863311.85,E-commerce & Internet Retail,0000-00-00,XLY,C. Cyclical,24,28,98.0742,10,4990502,33.57,27.78,14.51,23.81,12306215276.3,True,True,37.704918032786885,,True,False,False,,False,False,23.313492063492063,25.853174603174605,305,268,11.11111111111111,0.6226999999999983,buy-first put-tail inventory,25.556984126984126,True,,put,2026-09-18,31.0,BTO,195.0,0.9998488645732151,0.12,0.14,8055.0,191.0,STO,190.0,0.09,0.15,15111.0,211.0,5.0,0.05000000000000002,,,False,26.531534925778022,5.968465074221978,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,26.531534925778022,0.9998488645732151,-0.00015113542678490965,28.415341722552945,0.9999542326462801,-4.576735371986107e-05
CCJ,2026-08-19,98.01,0.927405,43.1768,1.62804,44.9534,43.1768,45.472,0.0480587,47.409099999999995,44.556,43.7757,43.3919,48.1229,45.4529,-0.3838000000000008,0.5989000000000004,1.3792000000000044,2.455699999999993,3.1694999999999993,2.85309999999999,26.58730158730159,67.46031746031746,24.20634920634921,21.03174603174603,44.44444444444444,10.317460317460318,-1.139802299778092,-1.139802299778092,96.1074,104.82845,1.9796602550896216,False,False,True,-5.3592120509849295,-7.447891834275477,2026-08-19,96.03,42686587.0,4.80587,3224534,21850.2,Uranium,0000-00-00,XLE,Energy,14,8,92.7405,10,447238,15.25,7.54,7.83,14.29,309652000.02,True,True,24.91803278688525,,False,False,False,,False,False,14.285714285714285,19.642857142857142,305,268,23.015873015873016,0.2150999999999996,buy-first put-tail inventory,39.82936507936508,True,,put,2026-09-18,31.0,BTO,70.0,0.9952784541407236,0.01,0.08,1237.0,12.0,STO,65.0,0.01,0.02,324.0,2.0,5.0,0.07,,,False,28.57871645750434,3.9212835424956616,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,28.57871645750434,0.9952784541407236,-0.0047215458592764215,33.680236710539745,0.9991872987450259,-0.0008127012549741242
GOOG,2026-08-19,341.65,0.986662,28.2988,3.29541,28.8536,28.2988,32.8775,0.0124968,32.07,31.8316,28.2926,28.758,33.8071,33.528999999999996,0.4653999999999989,-0.0061999999999997,3.532799999999998,3.2164,4.953499999999998,0.2384000000000021,17.063492063492063,67.46031746031746,68.25396825396825,17.063492063492063,47.61904761904762,23.015873015873016,-0.4081037749599336,-9.467910329111252,350.98800000000006,331.39805,-2.6604898173157143,False,True,False,-11.287390943082688,-13.376070726373236,2026-08-19,341.28,4178357235.0,1.24968,20180518,207602.75,Internet Content & Media,0000-00-00,XLC,Comm,29,19,98.6662,10,1874065,25.24,18.25,22.04,28.57,6887207183.039999,True,True,18.688524590163937,,False,False,False,,False,False,13.333333333333332,24.20634920634921,305,268,6.349206349206349,0.4591999999999991,buy-first put-tail inventory,35.077460317460314,True,,put,2026-09-18,31.0,BTO,200.0,0.9993630112235384,0.01,0.05,1892.0,7.0,STO,195.0,0.01,0.07,359.0,13.0,5.0,0.04,,,False,41.46055905166105,8.96055905166105,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,41.46055905166105,0.9993630112235384,-0.0006369887764615667,42.92404507536952,0.9993633883413277,-0.000636611658672348
GOOGL,2026-08-19,344.82,0.982945,28.2876,3.24675,28.8933,28.2876,32.889,0.0116475,31.91,31.0737,28.2849,28.7926,34.425200000000004,32.239000000000004,0.5076999999999998,-0.0027000000000008,2.7860999999999976,3.0167,5.531900000000004,0.8363000000000014,20.634920634920636,62.301587301587304,65.87301587301587,29.365079365079364,61.507936507936506,22.22222222222222,0.1335811360204442,-9.255506723861162,352.60360000000003,332.34205000000003,-2.2074646997364833,False,True,False,-11.204388020498024,-13.293067803788572,2026-08-19,344.2,4217126128.0,1.16475,30210884,521585.35,Internet Content & Media,0000-00-00,XLC,Comm,19,15,98.2945,10,3515907,24.72,15.48,18.07,19.05,10398586272.8,True,True,19.01639344262295,,False,False,False,,False,False,13.948412698412698,24.662698412698415,305,268,7.5396825396825395,0.504999999999999,buy-first put-tail inventory,34.64507936507937,True,,put,2026-09-18,31.0,BTO,235.0,0.9993659566597176,0.05,0.09,1237.0,51.0,STO,230.0,0.05,0.08,3482.0,60.0,5.0,0.039999999999999994,,,False,31.84850066701467,0.6514993329853311,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,31.84850066701467,0.9993659566597176,-0.0006340433402823864,33.298532567716485,0.9993684244842863,-0.0006315755157136893
HIMS,2026-08-19,30.98,0.899054,73.6751,3.40278,76.7898,73.6751,80.4842,0.0539066,99.4127,89.5549,78.5221,71.1418,73.6754,71.0946,-7.380299999999991,4.846999999999994,15.879800000000005,22.6229,-3.1144000000000034,9.857799999999996,24.20634920634921,71.82539682539682,69.84126984126983,1.984126984126984,78.17460317460318,30.15873015873016,2.786994027869949,-5.085784313725494,31.849000000000004,28.99895,-2.7285001098935724,True,True,False,37.68888888888888,35.60020910559834,2026-08-19,27.39,7228050.0,5.39066,14995287,97412.45,Specialty & Generic Pharmaceuticals,0000-00-00,XLV,Healthcare,19,19,89.9054,11,904546,21.49,19.44,19.86,19.05,410720910.93,True,True,91.14754098360656,,True,False,False,,False,False,23.82936507936508,25.892857142857142,305,268,14.285714285714286,-2.533299999999997,buy-first put-tail inventory,35.81158730158731,True,,put,2026-09-18,31.0,BTO,20.0,0.988935781574707,0.01,0.07,11833.0,32.0,STO,15.0,0.01,0.04,10700.0,8.0,5.0,0.060000000000000005,,,False,35.4422207876049,2.942220787604903,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,35.4422207876049,0.988935781574707,-0.011064218425293038,51.58166559070367,0.9999061095625709,-9.389043742913383e-05
NVDA,2026-08-19,218.49,0.985174,31.9719,2.95501,50.0232,39.4324,38.8506,0.00918911,53.5284,41.417,31.3588,33.219100000000005,54.4271,46.9768,1.8603000000000056,-0.6130999999999993,1.9846000000000004,3.505199999999995,4.403899999999993,12.111399999999996,15.07936507936508,77.77777777777777,80.95238095238095,0.3968253968253968,92.46031746031746,86.11111111111111,-1.7006343636118193,-3.1816369034430747,207.0514,195.1918,5.5245219303033055,False,True,True,-1.2117375774291173,-3.300417360719665,2026-08-19,219.74,5292046290.0,0.91891,119155659,3260315.55,Semiconductors,0000-00-00,XLK,Technology,24,2,98.5174,1,14816214,6.23,2.38,11.0,23.81,26183264508.66,True,True,31.80327868852459,,False,False,False,,True,False,12.619047619047617,-2.2817460317460316,305,268,10.317460317460318,1.2472000000000063,buy-first put-tail inventory,53.69063492063492,True,,put,2026-09-18,31.0,BTO,125.0,0.9988683811570478,0.07,0.08,25936.0,20.0,STO,120.0,0.06,0.07,38732.0,7.0,5.0,0.020000000000000004,,,True,42.789143667902415,10.289143667902415,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,42.789143667902415,0.9988683811570478,-0.001131618842952209,45.07757792118633,0.9988696531203258,-0.0011303468796741711
TGT,2026-08-19,159.91,0.944323,29.6821,3.84021,32.6058,29.6821,33.9037,0.0273833,34.6689,30.6794,29.7214,30.5568,35.0537,32.9441,0.8353999999999999,0.0393000000000007,0.9973000000000029,2.0630999999999986,2.447899999999997,3.9895,19.047619047619047,81.34920634920636,59.523809523809526,10.714285714285714,76.58730158730158,39.68253968253968,4.094518942845982,0.0,139.5642,118.0939,14.578093809157355,True,True,True,26.44105321420101,24.352373430910458,2026-08-19,152.48,72629701.0,2.73833,3713101,32585.3,Discount Retail,0000-00-00,XLP,C. Defensive,10,6,94.4323,13,475722,14.28,8.73,3.66,19.05,566173640.48,True,True,83.93442622950819,,True,False,False,,False,False,22.83730158730159,24.78174603174603,305,268,23.41269841269841,0.8747000000000007,buy-first put-tail inventory,42.227936507936505,True,,put,2026-09-18,31.0,BTO,115.0,0.9997050054815471,0.01,0.08,1182.0,3.0,STO,110.0,0.01,0.04,1809.0,20.0,5.0,0.07,,,False,28.084547558001372,4.415452441998628,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,28.084547558001372,0.9997050054815471,-0.0002949945184529401,31.211306359827407,0.9999514155005098,-4.8584499490189614e-05
CRWV,2026-08-20,89.75,0.98673,76.286,2.91094,77.3478,76.286,81.3176,0.0313554,81.5558,84.1573,77.5894,76.49860000000001,82.4298,82.325,-1.0907999999999871,1.3033999999999963,7.871300000000005,4.207999999999998,5.081999999999994,-2.6015000000000015,7.936507936507937,88.0952380952381,48.41269841269841,3.5714285714285716,22.22222222222222,6.746031746031746,-15.592965296717765,-16.921225585485512,90.17640000000002,92.16035,-0.4728509898377142,False,False,False,-11.732887490165233,-11.562979465170509,2026-08-20,90.87,49500410.0,3.13554,32581749,255612.65,Infrastructure Software,0000-00-00,XLK,Technology,10,7,98.673,11,2330033,17.28,6.35,0.0,4.76,2960703531.63,True,True,20.0,,False,False,False,,False,False,11.38888888888889,20.952380952380953,305,267,4.365079365079365,0.212600000000009,buy-first put-tail inventory,45.25968253968254,True,,put,2026-09-18,30.0,BTO,50.0,0.9943804439510455,0.07,0.08,6784.0,40.0,STO,45.0,0.01,0.06,3470.0,3.0,5.0,0.07,,,False,44.28969359331476,11.789693593314759,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,44.28969359331476,0.9943804439510455,-0.005619556048954477,49.86072423398329,0.9985262370868813,-0.0014737629131187369
GOOG,2026-08-20,338.37,0.986646,27.9264,3.15922,27.476899999999997,27.9264,32.7074,0.00938733,30.3623,32.4498,27.556399999999996,28.795700000000004,33.5411,33.5058,1.2393000000000072,-0.3700000000000045,4.523400000000002,2.8854000000000006,6.064200000000003,-2.0875000000000057,39.68253968253968,42.46031746031746,61.111111111111114,30.555555555555557,28.571428571428573,14.285714285714286,-1.5736808423991944,-10.337060787535112,350.52459999999996,331.68080000000003,-3.467545501799296,False,True,False,-11.99053242125524,-11.820624396260516,2026-08-20,341.7,4138243049.0,0.93873,19988016,188716.55,Internet Content & Media,0000-00-00,XLC,Comm,29,16,98.6646,9,1889717,23.08,15.08,18.29,23.81,6829905067.2,True,True,19.672131147540984,,False,False,False,,False,False,16.845238095238095,22.539682539682538,305,267,23.80952380952381,0.8693000000000026,buy-first put-tail inventory,29.221587301587306,True,,put,2026-09-18,30.0,BTO,220.0,0.9993439913376672,0.02,0.06,2393.0,2.0,STO,215.0,0.01,0.05,991.0,2.0,5.0,0.049999999999999996,,,False,34.98241569879127,2.4824156987912716,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,34.98241569879127,0.9993439913376672,-0.0006560086623328409,36.460088069273276,0.9993526142226239,-0.0006473857773761083
GOOGL,2026-08-20,341.01,0.984198,28.000000000000004,2.97991,26.9472,28.000000000000004,32.9805,0.00593362,29.596,32.0345,27.7582,28.7223,32.8616,34.7115,0.964100000000002,-0.2418000000000049,4.034499999999998,2.648800000000002,5.914400000000004,-2.4385000000000012,36.111111111111114,46.42857142857143,57.53968253968254,33.333333333333336,28.571428571428573,10.317460317460318,-1.530420721319048,-10.258164688544436,352.1558,332.64074999999997,-3.1650195737227715,False,True,False,-12.194556737132125,-12.0246487121374,2026-08-20,344.72,4170530077.0,0.59336,30039437,488776.8,Internet Content & Media,0000-00-00,XLC,Comm,19,13,98.4198,9,3519045,22.77,13.49,14.86,19.05,10355194722.64,True,True,19.34426229508197,,False,False,False,,False,False,16.289682539682538,22.18253968253968,305,267,17.063492063492063,0.722299999999997,buy-first put-tail inventory,31.595079365079368,True,,put,2026-09-18,30.0,BTO,235.0,0.9989272907708849,0.05,0.1,1225.0,2.0,STO,230.0,0.05,0.08,3483.0,14.0,5.0,0.05,,,False,31.087064895457605,1.4129351045423952,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,31.087064895457605,0.9989272907708849,-0.0010727092291150653,32.553297557256386,0.9991479399768093,-0.0008520600231907149
NVDA,2026-08-20,216.81,0.986851,35.1702,2.24428,50.9276,39.7601,39.7438,0.00595317,56.45250000000001,42.8591,35.983599999999996,36.4474,56.7074,53.2546,0.4638000000000062,0.8133999999999943,3.0989999999999966,5.5249000000000095,5.779800000000002,13.59340000000001,6.349206349206349,94.84126984126983,90.07936507936508,2.380952380952381,92.85714285714286,87.3015873015873,-3.926086763858727,-3.926086763858727,207.2654,195.25644999999997,4.605013668465641,False,True,True,-2.88465845464726,-2.714750429652535,2026-08-20,217.56,5251355010.0,0.59532,118580570,3245065.4,Semiconductors,0000-00-00,XLK,Technology,48,29,98.6851,0,14775817,25.34,24.6,44.69,47.62,25798388809.2,True,True,32.78688524590164,,False,False,False,other,True,False,10.892857142857142,3.650793650793652,305,267,11.11111111111111,1.2772000000000006,buy-first put-tail inventory,36.16793650793651,True,,put,2026-09-18,30.0,BTO,120.0,0.998557439847152,0.06,0.07,38736.0,1019.0,STO,115.0,0.05,0.08,9357.0,50.0,5.0,0.020000000000000004,,,True,44.651999446519994,12.151999446519994,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,44.651999446519994,0.998557439847152,-0.0014425601528480492,46.95816613624832,0.998739080268284,-0.001260919731716048
SEDG,2026-08-20,30.9,0.921134,76.4276,2.93788,75.26129999999999,76.4276,85.693,0.0934285,83.1095,90.0589,79.10549999999999,76.896,75.29679999999999,77.8532,-2.2094999999999914,2.677899999999994,13.631299999999996,7.848200000000006,0.0354999999999989,-6.949399999999997,17.857142857142858,87.6984126984127,61.111111111111114,11.507936507936508,21.428571428571427,4.365079365079365,-3.5279425538557674,-36.26237623762376,46.99100000000001,42.4036,-34.242727330765476,False,False,False,-45.33875818149655,-45.168850156501826,2026-08-20,32.6,1901146.0,9.34285,3748659,12007.6,Solar,0000-00-00,XLK,Technology,5,1,92.1134,10,268527,5.98,1.19,0.0,4.76,122206283.4,True,True,1.3114754098360657,,False,False,False,,False,False,12.40079365079365,22.182539682539684,305,267,23.80952380952381,0.4684000000000026,buy-first put-tail inventory,50.68666666666667,True,,put,2026-09-18,30.0,BTO,20.0,0.9831151656267623,0.03,0.1,9634.0,6.0,STO,17.5,0.01,0.04,62.0,2.0,2.5,0.09000000000000001,,,False,35.27508090614886,2.775080906148858,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,35.27508090614886,0.9831151656267623,-0.016884834373237734,43.36569579288025,0.9975296566102434,-0.002470343389756602
AMZN,2026-08-21,259.85,0.976182,28.4477,3.83453,26.0664,28.4477,34.5027,0.00844991,28.523,30.259399999999996,28.543000000000003,29.373700000000003,32.1186,34.1847,0.8307000000000002,0.0953000000000052,1.8116999999999983,2.456599999999998,6.052199999999999,-1.7363999999999962,19.444444444444443,80.15873015873017,67.46031746031746,27.38095238095238,32.53968253968254,13.095238095238097,-1.3102924420812734,-8.87252323338592,249.8198,238.3782,4.014973993254345,True,True,True,-3.311627906976733,-3.3480603318348456,2026-08-21,260.11,2794492330.0,0.84499,47555540,849580.25,E-commerce & Internet Retail,0000-00-00,XLY,C. Cyclical,24,27,97.6182,9,5077988,33.89,27.38,15.07,28.57,12369671509.400002,True,True,33.442622950819676,,False,False,False,,False,False,12.936507936507937,23.373015873015873,305,270,22.22222222222222,0.9260000000000056,buy-first put-tail inventory,22.776666666666667,True,,put,2026-09-18,29.0,BTO,170.0,0.9997911173250006,0.05,0.08,10215.0,0.0,STO,165.0,0.05,0.07,8028.0,33.0,5.0,0.03,,,False,34.57764094670003,2.077640946700029,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,34.57764094670003,0.9997911173250006,-0.00020888267499941104,36.50182797767943,0.9997913288122089,-0.0002086711877911096
CRWV,2026-08-21,88.32,0.986872,75.41029999999999,2.71246,75.2303,75.41029999999999,81.36240000000001,0.0201144,81.734,84.25019999999999,76.5578,75.58550000000001,80.8175,80.4669,-0.97229999999999,1.147500000000008,8.8399,6.503699999999995,5.587199999999996,-2.5161999999999978,9.126984126984128,87.3015873015873,66.66666666666667,4.365079365079365,22.61904761904762,5.555555555555555,-16.30022744503412,-18.244931963343525,90.0188,91.9701,-1.887161348518318,False,False,False,-17.373000280662364,-17.409432705520477,2026-08-21,89.76,48711713.0,2.01144,32311792,254686.05,Infrastructure Software,0000-00-00,XLK,Technology,5,6,98.6872,11,2375888,16.52,6.35,0.0,4.76,2900306449.92,True,True,14.754098360655735,,False,False,False,,False,False,11.547619047619047,22.797619047619047,305,270,3.968253968253968,0.175200000000018,buy-first put-tail inventory,45.86095238095239,True,,put,2026-09-18,29.0,BTO,50.0,0.9957053466487004,0.06,0.1,6748.0,7.0,STO,45.0,0.01,0.06,3470.0,13.0,5.0,0.09000000000000001,,,False,43.38768115942029,10.88768115942029,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,43.38768115942029,0.9957053466487004,-0.004294653351299638,49.04891304347826,0.999008304485643,-0.0009916955143569606
GOOG,2026-08-21,342.88,0.986966,27.7784,3.36561,27.0106,27.7784,33.0272,0.00848131,30.5211,32.1326,27.8941,28.2624,31.4877,32.6826,0.3683000000000014,0.1157000000000003,4.354199999999999,3.5105000000000004,4.4771,-1.611499999999996,13.88888888888889,74.2063492063492,75.39682539682539,11.507936507936508,30.952380952380953,10.317460317460318,0.049604621983601,-9.141978907202288,350.29100000000005,331.9725,-2.1156695433225736,False,True,False,-10.79660752380457,-10.833039948662682,2026-08-21,338.2,4193400055.0,0.84813,19602328,182940.8,Internet Content & Media,0000-00-00,XLC,Comm,19,13,98.6966,9,1896812,21.53,13.49,15.59,19.05,6629507329.599999,True,True,21.639344262295083,,False,False,False,,False,False,12.678571428571429,24.087301587301585,305,270,8.333333333333334,0.4840000000000017,buy-first put-tail inventory,39.02555555555555,True,,put,2026-09-18,29.0,BTO,195.0,0.9993656758705242,0.01,0.04,364.0,11.0,STO,190.0,0.01,0.06,1271.0,12.0,5.0,0.03,,,False,43.128791413905745,10.628791413905745,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,43.128791413905745,0.9993656758705242,-0.0006343241294758384,44.5870275314979,0.999365682595696,-0.0006343174043039745
GOOGL,2026-08-21,345.87,0.98457,27.6024,3.21001,25.5031,27.6024,33.201,0.00783179,27.7976,31.8073,27.818900000000003,28.307900000000004,28.9091,33.5466,0.4890000000000007,0.2165000000000034,4.2048999999999985,2.2944999999999993,3.405999999999999,-4.009699999999999,19.047619047619047,74.60317460317461,48.80952380952381,6.349206349206349,22.61904761904762,6.349206349206349,0.2696121064532875,-8.979183662727962,351.93539999999996,332.9496,-1.723441290645944,False,True,False,-10.885808512831083,-10.922240937689198,2026-08-21,340.67,4229967560.0,0.78318,29142488,476653.7,Internet Content & Media,0000-00-00,XLC,Comm,14,10,98.457,9,3575455,19.58,10.32,9.6,14.29,9927971386.96,True,True,20.983606557377048,,False,False,False,,False,False,13.174603174603174,21.01190476190476,305,270,16.26984126984127,0.7055000000000042,buy-first put-tail inventory,38.35650793650794,True,,put,2026-10-16,57.0,BTO,250.0,0.9821386537097656,0.31,0.35,3450.0,12.0,STO,245.0,0.26,0.32,902.0,1.0,5.0,0.08999999999999997,,,False,27.718506953479626,4.781493046520374,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,27.718506953479626,0.9821386537097656,-0.017861346290234392,29.164136814410035,0.9861937534502533,-0.013806246549746715
NVDA,2026-08-21,215.34,0.986989,33.156200000000005,2.58402,49.9866,39.1347,39.5522,0.00507222,53.3997,44.0291,33.928399999999996,34.058,52.6814,53.1052,0.1296000000000035,0.7721999999999909,4.894399999999997,3.413100000000007,2.694800000000008,9.370600000000003,6.349206349206349,94.04761904761904,79.36507936507937,0.0,91.26984126984128,85.71428571428571,-4.32735027545762,-4.577480391722421,207.54819999999995,195.29735,3.754212274546376,False,True,True,-1.9800628157858768,-2.0164952406439896,2026-08-21,216.85,5215750140.0,0.50722,116457769,3190045.5,Semiconductors,0000-00-00,XLK,Technology,38,13,98.6989,0,14957112,15.48,11.11,27.31,38.1,25253867207.65,True,True,35.40983606557377,,False,False,False,,True,False,10.932539682539682,-2.5,305,270,6.746031746031746,0.9017999999999944,buy-first put-tail inventory,46.90095238095238,True,,put,2026-09-18,29.0,BTO,120.0,0.9984191299142929,0.08,0.1,38813.0,457.0,STO,115.0,0.07,0.09,9357.0,2.0,5.0,0.03,,,True,44.274171078294785,11.774171078294785,early_put_backfill_2026-08-11_to_2026-08-21,signal-day weeks-to-earnings estimate; not a selection veto,new qualification; not in original frozen P&L cohort,44.274171078294785,0.9984191299142929,-0.0015808700857070646,46.596080616699176,0.998676695165612,-0.0013233048343880283
