date,variant,signal_min,known_min,kind,close,atr,adx,break_bps,fan_atr,lt_atr,tj_atr,ext_atr,slope2_atr,entry_reference_min,entry_reference_px,entry_above_vt,setup_id
2026-08-27,staircase,755,760,staircase,7733.04,4.913531214125202,33.119609835796474,4.978637120717666,1.2128171230773888,0.4053639448445867,0.807453178232802,0.9183678334286064,0.7561845254630545,760,7733.110000000001,True,2026-08-27_staircase_760
2026-08-28,thrust,640,645,thrust,7752.7300000000005,8.36560712966982,27.580072912602176,14.162752991527464,0.9111212109916905,0.4102461285452992,0.5008750824463913,1.3196065365373222,0.9932497646883908,645,7752.6900000000005,True,2026-08-28_thrust_645
2026-08-28,staircase,640,645,thrust,7752.7300000000005,8.36560712966982,27.580072912602176,14.162752991527464,0.9111212109916905,0.4102461285452992,0.5008750824463913,1.3196065365373222,0.9932497646883908,645,7752.6900000000005,True,2026-08-28_staircase_645
2026-08-28,staircase,650,655,staircase,7763.7,8.2799367597663,29.994327250386004,9.840668753299866,1.622562088380193,0.7276768280324891,0.8948852603477038,1.3864469741643932,1.2717025369963748,655,7763.45,True,2026-08-28_staircase_655
2026-09-03,thrust,660,665,thrust,7720.21,7.868859561029944,22.608530901433205,14.468518343413031,1.214614461569671,0.42204472206483484,0.7925697395048361,1.39508619174625,1.0340979636082943,665,7720.6900000000005,True,2026-09-03_thrust_665
2026-09-03,staircase,660,665,thrust,7720.21,7.868859561029944,22.608530901433205,14.468518343413031,1.214614461569671,0.42204472206483484,0.7925697395048361,1.39508619174625,1.0340979636082943,665,7720.6900000000005,True,2026-09-03_staircase_665
2026-09-03,staircase,670,675,staircase,7730.88,7.61197584599008,23.725816808286744,9.584937290450576,1.9594321719804337,0.7747942931209413,1.1846378788594925,1.4802836320807982,1.3636215190091439,675,7731.43,True,2026-09-03_staircase_675
2026-09-03,thrust,685,690,thrust,7745.6900000000005,7.524938386895089,27.96333247241862,10.844740752599892,2.7642097617678196,1.053005547455157,1.7112042143126627,1.468613309404199,1.2776225319059324,690,7745.63,True,2026-09-03_thrust_690
2026-09-03,staircase,815,820,staircase,7746.59,3.8657294732541727,22.53170252992159,2.2719674075951075,0.6666158549054574,0.13718999773759696,0.5294258571678604,0.7101916165737647,0.6600981386479057,820,7746.57,True,2026-09-03_staircase_820
