ticker,signal_date,entry_date,reference_month,era,common_nonoverlap,outside_prior_six,horizon,economic,mechanical,paired_observed,difference,both_entered,both_complete_worst_cover_difference
DIS,2026-03-09,2026-03-10,2026-03,2026,False,False,2,0.0,0.0,True,0.0,False,
DIS,2026-03-09,2026-03-10,2026-03,2026,False,False,4,0.0,0.0,True,0.0,False,
DIS,2026-03-10,2026-03-11,2026-03,2026,True,False,2,0.0,-6.300000000000001,True,6.300000000000001,False,
DIS,2026-03-10,2026-03-11,2026-03,2026,True,False,4,0.0,4.700000000000001,True,-4.700000000000001,False,
DIS,2026-03-11,2026-03-12,2026-03,2026,False,False,2,0.0,1.7,True,-1.7,False,
DIS,2026-03-11,2026-03-12,2026-03,2026,False,False,4,0.0,-0.2999999999999996,True,0.2999999999999996,False,
DIS,2026-03-12,2026-03-13,2026-03,2026,False,False,2,0.0,2.700000000000001,True,-2.700000000000001,False,
DIS,2026-03-12,2026-03-13,2026-03,2026,False,False,4,0.0,4.700000000000001,True,-4.700000000000001,False,
DIS,2026-03-13,2026-03-16,2026-03,2026,False,False,2,0.0,-3.3,True,3.3,False,
DIS,2026-03-13,2026-03-16,2026-03,2026,False,False,4,0.0,3.7,True,-3.7,False,
DIS,2026-03-16,2026-03-17,2026-03,2026,False,False,2,0.0,-1.2999999999999992,True,1.2999999999999992,False,
DIS,2026-03-16,2026-03-17,2026-03,2026,False,False,4,0.0,9.7,True,-9.7,False,
DIS,2026-03-17,2026-03-18,2026-03,2026,False,False,2,0.0,-26.3,True,26.3,False,
DIS,2026-03-17,2026-03-18,2026-03,2026,False,False,4,0.0,0.6999999999999997,True,-0.6999999999999997,False,
DIS,2026-03-18,2026-03-19,2026-03,2026,True,False,2,0.0,2.700000000000001,True,-2.700000000000001,False,
DIS,2026-03-18,2026-03-19,2026-03,2026,True,False,4,0.0,4.700000000000001,True,-4.700000000000001,False,
DIS,2026-03-19,2026-03-20,2026-03,2026,False,False,2,0.0,-0.30000000000000004,True,0.30000000000000004,False,
DIS,2026-03-19,2026-03-20,2026-03,2026,False,False,4,0.0,0.6999999999999997,True,-0.6999999999999997,False,
DIS,2026-03-20,2026-03-23,2026-03,2026,False,False,2,0.0,-1.3000000000000003,True,1.3000000000000003,False,
DIS,2026-03-20,2026-03-23,2026-03,2026,False,False,4,0.0,-0.3000000000000004,True,0.3000000000000004,False,
DIS,2026-03-23,2026-03-24,2026-03,2026,False,False,2,0.0,-2.2999999999999994,True,2.2999999999999994,False,
DIS,2026-03-23,2026-03-24,2026-03,2026,False,False,4,0.0,2.7,True,-2.7,False,
DIS,2026-03-24,2026-03-25,2026-03,2026,False,False,2,0.0,-6.3,True,6.3,False,
DIS,2026-03-24,2026-03-25,2026-03,2026,False,False,4,0.0,-2.2999999999999994,True,2.2999999999999994,False,
DIS,2026-03-25,2026-03-26,2026-03,2026,False,False,2,0.0,-3.3000000000000007,True,3.3000000000000007,False,
DIS,2026-03-25,2026-03-26,2026-03,2026,False,False,4,0.0,-1.3000000000000003,True,1.3000000000000003,False,
DIS,2026-03-26,2026-03-27,2026-03,2026,True,False,2,0.0,-6.3,True,6.3,False,
DIS,2026-03-26,2026-03-27,2026-03,2026,True,False,4,0.0,0.6999999999999997,True,-0.6999999999999997,False,
DIS,2026-03-27,2026-03-30,2026-03,2026,False,False,2,0.0,-19.3,True,19.3,False,
DIS,2026-03-27,2026-03-30,2026-03,2026,False,False,4,0.0,12.699999999999998,True,-12.699999999999998,False,
DIS,2026-03-30,2026-03-31,2026-03,2026,False,False,2,0.0,12.699999999999996,True,-12.699999999999996,False,
DIS,2026-03-30,2026-03-31,2026-03,2026,False,False,4,0.0,22.699999999999996,True,-22.699999999999996,False,
DIS,2026-03-31,2026-04-01,2026-04,2026,False,False,2,0.0,1.7,True,-1.7,False,
DIS,2026-03-31,2026-04-01,2026-04,2026,False,False,4,0.0,0.6999999999999997,True,-0.6999999999999997,False,
DIS,2026-04-01,2026-04-02,2026-04,2026,False,False,2,0.0,0.7000000000000004,True,-0.7000000000000004,False,
DIS,2026-04-01,2026-04-02,2026-04,2026,False,False,4,0.0,-8.299999999999999,True,8.299999999999999,False,
DIS,2026-05-07,2026-05-08,2026-05,2026,True,False,2,0.0,0.0,True,0.0,False,
DIS,2026-05-07,2026-05-08,2026-05,2026,True,False,4,0.0,0.0,True,0.0,False,
DIS,2026-05-08,2026-05-11,2026-05,2026,False,False,2,0.0,-4.300000000000001,True,4.300000000000001,False,
DIS,2026-05-08,2026-05-11,2026-05,2026,False,False,4,0.0,-0.3000000000000004,True,0.3000000000000004,False,
DIS,2026-05-11,2026-05-12,2026-05,2026,False,False,2,0.0,-0.30000000000000104,True,0.30000000000000104,False,
DIS,2026-05-11,2026-05-12,2026-05,2026,False,False,4,0.0,12.699999999999996,True,-12.699999999999996,False,
DIS,2026-05-12,2026-05-13,2026-05,2026,False,False,2,0.0,-3.3,True,3.3,False,
DIS,2026-05-12,2026-05-13,2026-05,2026,False,False,4,0.0,-1.3000000000000005,True,1.3000000000000005,False,
DIS,2026-05-13,2026-05-14,2026-05,2026,False,False,2,0.0,2.7,True,-2.7,False,
DIS,2026-05-13,2026-05-14,2026-05,2026,False,False,4,0.0,4.700000000000001,True,-4.700000000000001,False,
DIS,2026-05-14,2026-05-15,2026-05,2026,False,False,2,0.0,-2.3000000000000007,True,2.3000000000000007,False,
DIS,2026-05-14,2026-05-15,2026-05,2026,False,False,4,0.0,1.699999999999999,True,-1.699999999999999,False,
DIS,2026-05-15,2026-05-18,2026-05,2026,True,False,2,0.0,2.6999999999999984,True,-2.6999999999999984,False,
DIS,2026-05-15,2026-05-18,2026-05,2026,True,False,4,0.0,14.699999999999998,True,-14.699999999999998,False,
DIS,2026-05-18,2026-05-19,2026-05,2026,False,False,2,0.0,-5.300000000000002,True,5.300000000000002,False,
DIS,2026-05-18,2026-05-19,2026-05,2026,False,False,4,0.0,5.700000000000001,True,-5.700000000000001,False,
DIS,2026-05-19,2026-05-20,2026-05,2026,False,False,2,0.0,19.7,True,-19.7,False,
DIS,2026-05-19,2026-05-20,2026-05,2026,False,False,4,0.0,30.7,True,-30.7,False,
DIS,2026-05-20,2026-05-21,2026-05,2026,False,False,2,0.0,2.7,True,-2.7,False,
DIS,2026-05-20,2026-05-21,2026-05,2026,False,False,4,0.0,3.7,True,-3.7,False,
DIS,2026-05-21,2026-05-22,2026-05,2026,False,False,2,0.0,0.7000000000000004,True,-0.7000000000000004,False,
DIS,2026-05-21,2026-05-22,2026-05,2026,False,False,4,0.0,2.7,True,-2.7,False,
DIS,2026-05-22,2026-05-26,2026-05,2026,False,False,2,0.0,-8.3,True,8.3,False,
DIS,2026-05-22,2026-05-26,2026-05,2026,False,False,4,0.0,1.699999999999999,True,-1.699999999999999,False,
DIS,2026-05-26,2026-05-27,2026-05,2026,True,False,2,0.0,10.700000000000001,True,-10.700000000000001,False,
DIS,2026-05-26,2026-05-27,2026-05,2026,True,False,4,0.0,16.7,True,-16.7,False,
DIS,2026-05-27,2026-05-28,2026-05,2026,False,False,2,0.0,-1.3000000000000005,True,1.3000000000000005,False,
DIS,2026-05-27,2026-05-28,2026-05,2026,False,False,4,0.0,1.7,True,-1.7,False,
DIS,2026-05-28,2026-05-29,2026-05,2026,False,False,2,0.0,-3.3000000000000007,True,3.3000000000000007,False,
DIS,2026-05-28,2026-05-29,2026-05,2026,False,False,4,0.0,-1.3000000000000005,True,1.3000000000000005,False,
DIS,2026-05-29,2026-06-01,2026-06,2026,False,False,2,0.0,3.700000000000001,True,-3.700000000000001,False,
DIS,2026-05-29,2026-06-01,2026-06,2026,False,False,4,0.0,8.700000000000001,True,-8.700000000000001,False,
DIS,2026-06-01,2026-06-02,2026-06,2026,False,False,2,0.0,-1.2999999999999992,True,1.2999999999999992,False,
DIS,2026-06-01,2026-06-02,2026-06,2026,False,False,4,0.0,4.700000000000001,True,-4.700000000000001,False,
DIS,2026-06-02,2026-06-03,2026-06,2026,False,False,2,0.0,-1.2999999999999992,True,1.2999999999999992,False,
DIS,2026-06-02,2026-06-03,2026-06,2026,False,False,4,0.0,5.700000000000001,True,-5.700000000000001,False,
DIS,2026-06-03,2026-06-04,2026-06,2026,True,False,2,0.0,3.7,True,-3.7,False,
DIS,2026-06-03,2026-06-04,2026-06,2026,True,False,4,0.0,5.700000000000001,True,-5.700000000000001,False,
DIS,2026-06-04,2026-06-05,2026-06,2026,False,False,2,0.0,6.7,True,-6.7,False,
DIS,2026-06-04,2026-06-05,2026-06,2026,False,False,4,0.0,5.700000000000001,True,-5.700000000000001,False,
DIS,2026-06-05,2026-06-08,2026-06,2026,False,False,2,0.0,-0.3000000000000004,True,0.3000000000000004,False,
DIS,2026-06-05,2026-06-08,2026-06,2026,False,False,4,0.0,1.699999999999999,True,-1.699999999999999,False,
DIS,2026-06-08,2026-06-09,2026-06,2026,False,False,2,0.0,-9.299999999999999,True,9.299999999999999,False,
DIS,2026-06-08,2026-06-09,2026-06,2026,False,False,4,0.0,,False,,False,
DIS,2026-06-09,2026-06-10,2026-06,2026,False,False,2,0.0,-4.299999999999999,True,4.299999999999999,False,
DIS,2026-06-09,2026-06-10,2026-06,2026,False,False,4,0.0,,False,,False,
DIS,2026-06-10,2026-06-11,2026-06,2026,False,False,2,0.0,,False,,False,
DIS,2026-06-10,2026-06-11,2026-06,2026,False,False,4,0.0,,False,,False,
DIS,2026-06-11,2026-06-12,2026-06,2026,True,False,2,0.0,,False,,False,
DIS,2026-06-11,2026-06-12,2026-06,2026,True,False,4,0.0,,False,,False,
DKNG,2024-05-09,2024-05-10,2024-05,2024-2025,True,True,2,0.0,-1.3000000000000005,True,1.3000000000000005,False,
DKNG,2024-05-09,2024-05-10,2024-05,2024-2025,True,True,4,0.0,,False,,False,
DKNG,2024-05-10,2024-05-13,2024-05,2024-2025,False,True,2,0.0,,False,,False,
DKNG,2024-05-10,2024-05-13,2024-05,2024-2025,False,True,4,0.0,,False,,False,
DKNG,2024-05-13,2024-05-14,2024-05,2024-2025,False,True,2,0.0,,False,,False,
DKNG,2024-05-13,2024-05-14,2024-05,2024-2025,False,True,4,0.0,,False,,False,
DOCU,2024-09-18,2024-09-19,2024-09,2024-2025,True,True,2,0.0,,False,,False,
DOCU,2024-09-18,2024-09-19,2024-09,2024-2025,True,True,4,0.0,,False,,False,
DVN,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,2,0.0,-3.3,True,3.3,False,
DVN,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,4,0.0,-3.3,True,3.3,False,
DVN,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,2,0.0,4.700000000000001,True,-4.700000000000001,False,
DVN,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,4,0.0,,False,,False,
DVN,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,2,0.0,-4.300000000000001,True,4.300000000000001,False,
DVN,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,4,0.0,,False,,False,
DVN,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,2,0.0,,False,,False,
DVN,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,4,0.0,,False,,False,
DVN,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,2,0.0,,False,,False,
DVN,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,4,0.0,,False,,False,
DVN,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,2,0.0,-7.300000000000001,True,7.300000000000001,False,
DVN,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,4,0.0,,False,,False,
DVN,2025-04-01,2025-04-02,2025-04,2024-2025,True,True,2,0.0,5.700000000000001,True,-5.700000000000001,False,
DVN,2025-04-01,2025-04-02,2025-04,2024-2025,True,True,4,0.0,,False,,False,
DVN,2025-04-02,2025-04-03,2025-04,2024-2025,False,True,2,0.0,0.0,True,0.0,False,
DVN,2025-04-02,2025-04-03,2025-04,2024-2025,False,True,4,0.0,0.0,True,0.0,False,
DVN,2025-04-03,2025-04-04,2025-04,2024-2025,False,True,2,0.0,0.0,True,0.0,False,
DVN,2025-04-03,2025-04-04,2025-04,2024-2025,False,True,4,0.0,0.0,True,0.0,False,
DVN,2026-03-25,2026-03-26,2026-03,2026,True,True,2,0.0,,False,,False,
DVN,2026-03-25,2026-03-26,2026-03,2026,True,True,4,0.0,,False,,False,
DVN,2026-03-26,2026-03-27,2026-03,2026,False,True,2,0.0,,False,,False,
DVN,2026-03-26,2026-03-27,2026-03,2026,False,True,4,0.0,,False,,False,
DVN,2026-03-27,2026-03-30,2026-03,2026,False,True,2,0.0,-48.3,True,48.3,False,
DVN,2026-03-27,2026-03-30,2026-03,2026,False,True,4,0.0,6.7,True,-6.7,False,
DVN,2026-03-30,2026-03-31,2026-03,2026,False,True,2,0.0,-9.3,True,9.3,False,
DVN,2026-03-30,2026-03-31,2026-03,2026,False,True,4,0.0,,False,,False,
DVN,2026-03-31,2026-04-01,2026-04,2026,False,True,2,0.0,-5.300000000000001,True,5.300000000000001,False,
DVN,2026-03-31,2026-04-01,2026-04,2026,False,True,4,0.0,,False,,False,
DVN,2026-04-01,2026-04-02,2026-04,2026,False,True,2,0.0,,False,,False,
DVN,2026-04-01,2026-04-02,2026-04,2026,False,True,4,0.0,,False,,False,
EBAY,2024-06-12,2024-06-13,2024-06,2024-2025,True,True,2,0.0,1.7,True,-1.7,False,
EBAY,2024-06-12,2024-06-13,2024-06,2024-2025,True,True,4,0.0,,False,,False,
EBAY,2024-08-01,2024-08-02,2024-08,2024-2025,True,True,2,0.0,,False,,False,
EBAY,2024-08-01,2024-08-02,2024-08,2024-2025,True,True,4,0.0,,False,,False,
EBAY,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,2,0.0,-12.299999999999999,True,12.299999999999999,False,
EBAY,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,4,0.0,-21.3,True,21.3,False,
EBAY,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,2,0.0,-11.3,True,11.3,False,
EBAY,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,4,0.0,,False,,False,
EBAY,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,2,0.0,-29.300000000000008,True,29.300000000000008,False,
EBAY,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,4,0.0,,False,,False,
EBAY,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,2,0.0,,False,,False,
EBAY,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,4,0.0,,False,,False,
EBAY,2026-03-25,2026-03-26,2026-03,2026,True,True,2,0.0,,False,,False,
EBAY,2026-03-25,2026-03-26,2026-03,2026,True,True,4,0.0,,False,,False,
EBAY,2026-03-26,2026-03-27,2026-03,2026,False,True,2,0.0,0.0,True,0.0,False,
EBAY,2026-03-26,2026-03-27,2026-03,2026,False,True,4,0.0,0.0,True,0.0,False,
F,2024-07-25,2024-07-26,2024-07,2024-2025,True,True,2,0.0,,False,,False,
F,2024-07-25,2024-07-26,2024-07,2024-2025,True,True,4,0.0,,False,,False,
F,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,2,0.0,-3.3000000000000007,True,3.3000000000000007,False,
F,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,4,0.0,-2.3,True,2.3,False,
F,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,2,0.0,1.7000000000000004,True,-1.7000000000000004,False,
F,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,4,0.0,,False,,False,
F,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,2,0.0,-4.3,True,4.3,False,
F,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,4,0.0,,False,,False,
F,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,2,0.0,,False,,False,
F,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,4,0.0,,False,,False,
F,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,2,0.0,,False,,False,
F,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,4,0.0,,False,,False,
F,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,2,0.0,-2.3000000000000007,True,2.3000000000000007,False,
F,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,4,0.0,,False,,False,
F,2025-04-01,2025-04-02,2025-04,2024-2025,True,True,2,0.0,-2.3000000000000007,True,2.3000000000000007,False,
F,2025-04-01,2025-04-02,2025-04,2024-2025,True,True,4,0.0,,False,,False,
F,2025-04-02,2025-04-03,2025-04,2024-2025,False,True,2,0.0,,False,,False,
F,2025-04-02,2025-04-03,2025-04,2024-2025,False,True,4,0.0,,False,,False,
F,2025-04-03,2025-04-04,2025-04,2024-2025,False,True,2,0.0,,False,,False,
F,2025-04-03,2025-04-04,2025-04,2024-2025,False,True,4,0.0,,False,,False,
F,2026-03-25,2026-03-26,2026-03,2026,True,True,2,0.0,,False,,False,
F,2026-03-25,2026-03-26,2026-03,2026,True,True,4,0.0,,False,,False,
F,2026-03-26,2026-03-27,2026-03,2026,False,True,2,0.0,,False,,False,
F,2026-03-26,2026-03-27,2026-03,2026,False,True,4,0.0,,False,,False,
FANG,2024-06-27,2024-06-28,2024-06,2024-2025,True,True,2,0.0,,False,,False,
FANG,2024-06-27,2024-06-28,2024-06,2024-2025,True,True,4,0.0,,False,,False,
FANG,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,2,0.0,-8.299999999999999,True,8.299999999999999,False,
FANG,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,4,0.0,16.7,True,-16.7,False,
FANG,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,2,0.0,51.699999999999996,True,-51.699999999999996,False,
FANG,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,4,0.0,,False,,False,
FANG,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,2,0.0,-8.299999999999999,True,8.299999999999999,False,
FANG,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,4,0.0,,False,,False,
FANG,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,2,0.0,0.0,True,0.0,False,
FANG,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,4,0.0,0.0,True,0.0,False,
FANG,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,2,0.0,,False,,False,
FANG,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,4,0.0,,False,,False,
FANG,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,2,0.0,-118.30000000000001,True,118.30000000000001,False,
FANG,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,4,0.0,,False,,False,
FANG,2025-04-01,2025-04-02,2025-04,2024-2025,True,True,2,0.0,-113.30000000000001,True,113.30000000000001,False,
FANG,2025-04-01,2025-04-02,2025-04,2024-2025,True,True,4,0.0,,False,,False,
FANG,2025-04-02,2025-04-03,2025-04,2024-2025,False,True,2,0.0,0.0,True,0.0,False,
FANG,2025-04-02,2025-04-03,2025-04,2024-2025,False,True,4,0.0,0.0,True,0.0,False,
FANG,2025-04-03,2025-04-04,2025-04,2024-2025,False,True,2,0.0,0.0,True,0.0,False,
FANG,2025-04-03,2025-04-04,2025-04,2024-2025,False,True,4,0.0,0.0,True,0.0,False,
FANG,2026-01-06,2026-01-07,2026-01,2026,True,True,2,0.0,,False,,False,
FANG,2026-01-06,2026-01-07,2026-01,2026,True,True,4,0.0,,False,,False,
FANG,2026-01-14,2026-01-15,2026-01,2026,True,True,2,0.0,0.0,True,0.0,False,
FANG,2026-01-14,2026-01-15,2026-01,2026,True,True,4,0.0,0.0,True,0.0,False,
FANG,2026-01-15,2026-01-16,2026-01,2026,False,True,2,0.0,0.0,True,0.0,False,
FANG,2026-01-15,2026-01-16,2026-01,2026,False,True,4,0.0,0.0,True,0.0,False,
FDX,2025-11-12,2025-11-13,2025-11,2024-2025,True,True,2,0.0,,False,,False,
FDX,2025-11-12,2025-11-13,2025-11,2024-2025,True,True,4,0.0,,False,,False,
GE,2024-09-13,2024-09-16,2024-09,2024-2025,True,True,2,0.0,,False,,False,
GE,2024-09-13,2024-09-16,2024-09,2024-2025,True,True,4,0.0,,False,,False,
GM,2024-07-24,2024-07-25,2024-07,2024-2025,True,True,2,0.0,-0.3000000000000004,True,0.3000000000000004,False,
GM,2024-07-24,2024-07-25,2024-07,2024-2025,True,True,4,0.0,,False,,False,
GM,2024-07-25,2024-07-26,2024-07,2024-2025,False,True,2,0.0,,False,,False,
GM,2024-07-25,2024-07-26,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GM,2024-07-26,2024-07-29,2024-07,2024-2025,False,True,2,0.0,,False,,False,
GM,2024-07-26,2024-07-29,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GM,2024-07-29,2024-07-30,2024-07,2024-2025,False,True,2,0.0,2.7,True,-2.7,False,
GM,2024-07-29,2024-07-30,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GM,2024-07-30,2024-07-31,2024-07,2024-2025,False,True,2,0.0,-2.3,True,2.3,False,
GM,2024-07-30,2024-07-31,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GM,2024-07-31,2024-08-01,2024-08,2024-2025,False,True,2,0.0,,False,,False,
GM,2024-07-31,2024-08-01,2024-08,2024-2025,False,True,4,0.0,,False,,False,
GM,2024-08-01,2024-08-02,2024-08,2024-2025,True,True,2,0.0,,False,,False,
GM,2024-08-01,2024-08-02,2024-08,2024-2025,True,True,4,0.0,,False,,False,
GM,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,2,0.0,29.699999999999992,True,-29.699999999999992,False,
GM,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,4,0.0,43.699999999999996,True,-43.699999999999996,False,
GM,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,2,0.0,-4.3,True,4.3,False,
GM,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,4,0.0,,False,,False,
GM,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,2,0.0,-3.3,True,3.3,False,
GM,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,4,0.0,,False,,False,
GM,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,2,0.0,,False,,False,
GM,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,4,0.0,,False,,False,
GM,2025-07-31,2025-08-01,2025-08,2024-2025,True,True,2,0.0,-2.3,True,2.3,False,
GM,2025-07-31,2025-08-01,2025-08,2024-2025,True,True,4,0.0,,False,,False,
GM,2025-08-01,2025-08-04,2025-08,2024-2025,False,True,2,0.0,,False,,False,
GM,2025-08-01,2025-08-04,2025-08,2024-2025,False,True,4,0.0,,False,,False,
GM,2025-08-04,2025-08-05,2025-08,2024-2025,False,True,2,0.0,,False,,False,
GM,2025-08-04,2025-08-05,2025-08,2024-2025,False,True,4,0.0,,False,,False,
GM,2026-03-25,2026-03-26,2026-03,2026,True,True,2,0.0,,False,,False,
GM,2026-03-25,2026-03-26,2026-03,2026,True,True,4,0.0,,False,,False,
GM,2026-03-26,2026-03-27,2026-03,2026,False,True,2,0.0,,False,,False,
GM,2026-03-26,2026-03-27,2026-03,2026,False,True,4,0.0,,False,,False,
GNRC,2024-11-01,2024-11-04,2024-11,2024-2025,True,True,2,0.0,,False,,False,
GNRC,2024-11-01,2024-11-04,2024-11,2024-2025,True,True,4,0.0,,False,,False,
GOOG,2024-07-24,2024-07-25,2024-07,2024-2025,True,True,2,0.0,5.699999999999999,True,-5.699999999999999,False,
GOOG,2024-07-24,2024-07-25,2024-07,2024-2025,True,True,4,0.0,,False,,False,
GOOG,2024-07-25,2024-07-26,2024-07,2024-2025,False,True,2,0.0,,False,,False,
GOOG,2024-07-25,2024-07-26,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GOOG,2024-07-26,2024-07-29,2024-07,2024-2025,False,True,2,0.0,,False,,False,
GOOG,2024-07-26,2024-07-29,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GOOG,2024-07-29,2024-07-30,2024-07,2024-2025,False,True,2,0.0,11.699999999999994,True,-11.699999999999994,False,
GOOG,2024-07-29,2024-07-30,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GOOG,2024-07-30,2024-07-31,2024-07,2024-2025,False,True,2,0.0,26.699999999999996,True,-26.699999999999996,False,
GOOG,2024-07-30,2024-07-31,2024-07,2024-2025,False,True,4,0.0,,False,,False,
GOOG,2024-07-31,2024-08-01,2024-08,2024-2025,False,True,2,0.0,,False,,False,
GOOG,2024-07-31,2024-08-01,2024-08,2024-2025,False,True,4,0.0,,False,,False,
GOOG,2024-08-01,2024-08-02,2024-08,2024-2025,True,True,2,0.0,,False,,False,
GOOG,2024-08-01,2024-08-02,2024-08,2024-2025,True,True,4,0.0,,False,,False,
GOOG,2026-03-25,2026-03-26,2026-03,2026,True,True,2,0.0,,False,,False,
GOOG,2026-03-25,2026-03-26,2026-03,2026,True,True,4,0.0,,False,,False,
GOOG,2026-03-26,2026-03-27,2026-03,2026,False,True,2,0.0,,False,,False,
GOOG,2026-03-26,2026-03-27,2026-03,2026,False,True,4,0.0,,False,,False,
GS,2024-08-09,2024-08-12,2024-08,2024-2025,True,True,2,0.0,,False,,False,
GS,2024-08-09,2024-08-12,2024-08,2024-2025,True,True,4,0.0,,False,,False,
HD,2024-02-22,2024-02-23,2024-02,2024-2025,True,True,2,0.0,,False,,False,
HD,2024-02-22,2024-02-23,2024-02,2024-2025,True,True,4,0.0,,False,,False,
HD,2024-11-18,2024-11-19,2024-11,2024-2025,True,True,2,0.0,-6.300000000000003,True,6.300000000000003,False,
HD,2024-11-18,2024-11-19,2024-11,2024-2025,True,True,4,0.0,,False,,False,
HPQ,2024-01-10,2024-01-11,2024-01,2024-2025,True,True,2,0.0,,False,,False,
HPQ,2024-01-10,2024-01-11,2024-01,2024-2025,True,True,4,0.0,,False,,False,
HPQ,2024-07-22,2024-07-23,2024-07,2024-2025,True,True,2,0.0,-3.3000000000000007,True,3.3000000000000007,False,
HPQ,2024-07-22,2024-07-23,2024-07,2024-2025,True,True,4,0.0,-18.3,True,18.3,False,
HPQ,2024-07-23,2024-07-24,2024-07,2024-2025,False,True,2,0.0,-45.3,True,45.3,False,
HPQ,2024-07-23,2024-07-24,2024-07,2024-2025,False,True,4,0.0,,False,,False,
HPQ,2024-07-24,2024-07-25,2024-07,2024-2025,False,True,2,0.0,-5.3,True,5.3,False,
HPQ,2024-07-24,2024-07-25,2024-07,2024-2025,False,True,4,0.0,,False,,False,
HPQ,2024-07-25,2024-07-26,2024-07,2024-2025,False,True,2,0.0,,False,,False,
HPQ,2024-07-25,2024-07-26,2024-07,2024-2025,False,True,4,0.0,,False,,False,
HPQ,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,2,0.0,0.0,True,0.0,False,
HPQ,2025-03-24,2025-03-25,2025-03,2024-2025,True,True,4,0.0,0.0,True,0.0,False,
HPQ,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,2,0.0,0.7000000000000004,True,-0.7000000000000004,False,
HPQ,2025-03-25,2025-03-26,2025-03,2024-2025,False,True,4,0.0,,False,,False,
HPQ,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,2,0.0,0.0,True,0.0,False,
HPQ,2025-03-26,2025-03-27,2025-03,2024-2025,False,True,4,0.0,0.0,True,0.0,False,
HPQ,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,2,0.0,,False,,False,
HPQ,2025-03-27,2025-03-28,2025-03,2024-2025,False,True,4,0.0,,False,,False,
HPQ,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,2,0.0,,False,,False,
HPQ,2025-03-28,2025-03-31,2025-03,2024-2025,False,True,4,0.0,,False,,False,
HPQ,2025-03-31,2025-04-01,2025-04,2024-2025,False,True,2,0.0,-7.3,True,7.3,False,
