ticker,date,selector,reason,strike,expiry,gross,maximum_gross,net,maximum_net,wing,shock,rally_loss,ratio,exceeds_bound
ABT,2024-11-11,economic,no_positive_net_scenario,,,,,,,,,,,
ABT,2024-11-11,mechanical,selected,122.0,2024-11-22,0.0,19.0,-12.3,6.7,-1.572373900866228,0.0,13.975428810008447,-0.8801161071488128,False
ABT,2026-04-17,economic,no_positive_net_scenario,,,,,,,,,,,
ABT,2026-04-17,mechanical,selected,101.0,2026-04-24,0.0,35.0,-23.3,11.7,-0.5911003589737368,0.0,14.682603448593316,-1.5869120269833539,False
ABT,2026-04-20,economic,no_positive_net_scenario,,,,,,,,,,,
ABT,2026-04-20,mechanical,selected,102.0,2026-05-01,0.0,35.0,-28.299999999999997,6.7,-2.5751000922630136,0.0,10.365043362865892,-2.730331076219942,False
ABT,2026-04-21,economic,no_positive_net_scenario,,,,,,,,,,,
ABT,2026-04-21,mechanical,selected,98.0,2026-05-01,0.0,35.0,-23.3,11.7,-2.9604139723316827,0.0,12.87408425691253,-1.8098374637784,False
ADM,2024-07-31,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2024-07-31,mechanical,selected,66.0,2024-08-09,0.25117235935765375,15.0,-8.048827640642346,6.7,0.5716402187051384,0.1429100546762846,7.306831930096368,-1.1015482109954857,False
ADM,2024-08-01,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2024-08-01,mechanical,selected,64.0,2024-08-09,0.0,15.0,-13.3,1.7000000000000002,-5.199635390217095,0.0,7.82750592553691,-1.699136369428902,False
ADM,2025-03-24,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-03-24,mechanical,selected,48.5,2025-04-04,0.0,15.0,-13.3,1.7000000000000002,-3.700733154102803,0.0,5.852032730808695,-2.272714561212317,False
ADM,2025-03-25,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-03-25,mechanical,selected,48.5,2025-04-04,0.0,15.0,-8.299999999999999,6.7,-1.099074752950191,0.0,7.370629486745519,-1.1260910638536032,False
ADM,2025-03-26,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-03-26,mechanical,selected,49.0,2025-04-04,0.0,15.0,-13.3,1.7000000000000002,-7.610916078015567,0.0,7.552144859527371,-1.7610891008296075,False
ADM,2025-03-27,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-03-27,mechanical,selected,50.0,2025-04-04,0.0,20.0,-8.3,11.7,-3.6934844267314832,0.0,11.124522571311909,-0.7460994345415028,False
ADM,2025-03-28,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-03-28,mechanical,selected,50.0,2025-04-04,0.0,15.0,-13.3,1.7000000000000002,-4.959442489755736,0.0,7.0142889540751625,-1.8961294704394756,False
ADM,2025-03-31,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-03-31,mechanical,selected,51.0,2025-04-11,0.0,15.0,-8.299999999999999,6.7,-3.6807313388218965,0.0,6.584304356813164,-1.260573562552816,False
ADM,2025-04-01,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-04-01,mechanical,selected,51.0,2025-04-11,0.0,15.0,-13.3,1.7000000000000002,-5.679987041585075,0.0,4.87261891403333,-2.729538310844603,False
ADM,2025-04-02,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-04-02,mechanical,selected,51.0,2025-04-11,0.0,10.0,-8.3,1.7000000000000002,-4.614368959257701,0.0,4.736230397019224,-1.7524485306339104,False
ADM,2025-04-03,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2025-04-03,mechanical,selected,51.0,2025-04-11,0.0,15.0,-13.3,1.7000000000000002,-4.28117095060811,0.0,4.999804864832624,-2.660103815960673,False
ADM,2026-03-25,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2026-03-25,mechanical,selected,80.0,2026-04-17,0.0,45.0,-18.3,26.7,-2.3524949185633135,0.0,8.942113644303872,-2.04649602185017,False
ADM,2026-03-26,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2026-03-26,mechanical,selected,85.0,2026-04-17,0.03707164745476243,20.0,-8.262928352545238,11.7,0.0728648194897874,0.01821620487244685,4.621032316465872,-1.7881130852736946,False
ADM,2026-03-27,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2026-03-27,mechanical,selected,80.0,2026-04-17,0.0,60.0,-23.299999999999997,36.7,-2.427456221318791,0.0,11.18344711240227,-2.08343632922989,False
ADM,2026-03-30,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2026-03-30,mechanical,selected,85.0,2026-04-17,0.0,25.0,-23.3,1.7000000000000002,-1.2792180994486313,0.0,5.6286297309690925,-4.13955102994284,False
ADM,2026-03-31,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2026-03-31,mechanical,selected,80.0,2026-04-17,0.0,40.0,-18.3,21.7,-0.5011104307947489,0.0,8.59161684381718,-2.1299832537538386,False
ADM,2026-04-01,economic,no_positive_net_scenario,,,,,,,,,,,
ADM,2026-04-01,mechanical,selected,80.0,2026-04-17,0.0,30.0,-13.299999999999997,16.7,-2.156347424221028,0.0,8.241786782307555,-1.6137277451232768,False
AKAM,2024-12-04,economic,no_positive_net_scenario,,,,,,,,,,,
AKAM,2024-12-04,mechanical,selected,105.0,2024-12-13,1.2590047245527214,30.0,-17.04099527544728,11.7,1.846465663332153,0.46161641583303825,12.2990263906296,-1.385556444405266,False
AKAM,2024-12-05,economic,no_positive_net_scenario,,,,,,,,,,,
AKAM,2024-12-05,mechanical,selected,103.0,2024-12-13,0.7097798733708158,25.0,-12.590220126629184,11.7,1.2847174569656894,0.32117936424142235,10.722112446541585,-1.1742294430693232,False
AKAM,2024-12-06,economic,no_positive_net_scenario,,,,,,,,,,,
