row_id,primary_episode,tradeDate,ticker,scenario,expiry,leg1_strike,leg2_strike,entry_mode,method,horizon,entry_time,leg1_price,entry_package_debit,exit_time,planned_exit,exit_shortened,deadline_censored,deadline,status,paired,leg2_time,leg2_price,financing_cash_after_all_fees,pnl_net,actions,completion_benefit_vs_close,pnl_extra_1c_slippage,residual_liquidation,first_leg_pnl_at_completion,min_liquidation_pnl,max_liquidation_pnl,first_leg_min_pnl
1,True,2026-08-20,MSTR,sell-first call grab,2026-08-28,150.0,145.0,hiro,hiro_finance,1,2026-08-21T10:41:00-04:00,0.61,0.3400000000000001,2026-08-26T15:50:00-04:00,2026-08-26,False,False,2026-08-24T15:50:00-04:00,completed,True,2026-08-24T13:24:00-04:00,0.56,2.399999999999993,4.399999999999993,4.0,-17.300000000000004,0.3999999999999932,2.0000000000000004,21.7,-36.3,28.39999999999999,-36.3
2,True,2026-08-21,MSTR,sell-first call grab,2026-08-28,160.0,155.0,hiro,hiro_finance,1,2026-08-24T10:51:00-04:00,0.26,0.21,2026-08-27T15:50:00-04:00,2026-08-27,False,False,2026-08-25T15:50:00-04:00,completed,True,2026-08-25T11:27:00-04:00,0.2,3.4,6.4,4.0,-5.299999999999999,2.4000000000000004,3.0,11.7,-21.3,19.4,-21.3
