ticker,session_date,captured,path,sha256,points,first,last
MRNA,2026-09-02,2026-09-03T12:03:49.556380+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MRNA/date=2026-09-02/normalized/hiro_series.csv,ea4699332d190c9caf36dcec07d54424c11eba38b905fea37e7eea4fe7c32159,4681,2026-09-02 09:30:00-04:00,2026-09-02 16:00:00-04:00
MRNA,2026-09-04,2026-09-04T22:18:58.574721+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=MRNA/date=2026-09-04/normalized/hiro_series.csv,307ad4eb967674bb756cf2af9c98dc00f3a692081313548f25df2f68a9a93912,4681,2026-09-04 09:30:00-04:00,2026-09-04 16:00:00-04:00
MRVL,2026-08-27,2026-09-03T12:04:09.529251+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MRVL/date=2026-08-27/normalized/hiro_series.csv,7afaceaa82eeaddaff134d69a4e44e0e40a8f9e9fa8f4b00f04a8c7e07318249,4681,2026-08-27 09:30:00-04:00,2026-08-27 16:00:00-04:00
MRVL,2026-08-28,2026-09-03T12:04:09.529251+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MRVL/date=2026-08-28/normalized/hiro_series.csv,c2c62a9843f83c6d9d0b96aadc5e77b2840fb5d54288d852f1ab4f6e494bd5b1,4681,2026-08-28 09:30:00-04:00,2026-08-28 16:00:00-04:00
MRVL,2026-08-31,2026-09-03T12:04:09.529251+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MRVL/date=2026-08-31/normalized/hiro_series.csv,1770a5e3d285bde0e3d425f7624440366955eff38094d8e4f9b86812dd660f1d,4681,2026-08-31 09:30:00-04:00,2026-08-31 16:00:00-04:00
MRVL,2026-09-01,2026-09-03T12:04:09.529251+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MRVL/date=2026-09-01/normalized/hiro_series.csv,7d6ee5ad22c06be1a9ee84df58660bf62af01d802ad8b9be49652591a8303dfa,4681,2026-09-01 09:30:00-04:00,2026-09-01 16:00:00-04:00
MRVL,2026-09-04,2026-09-04T22:19:07.187430+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=MRVL/date=2026-09-04/normalized/hiro_series.csv,d910bc3927f9ae762d94b966a8bec9a9d9094b96e8e83b0707bf885910087e4f,4681,2026-09-04 09:30:00-04:00,2026-09-04 16:00:00-04:00
MSFT,2026-09-04,2026-09-04T22:19:20.962505+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_pandar_approved_2026-08-11_to_2026-09-04/hiro_ticker_followthrough_to_2026-09-04/ticker=MSFT/date=2026-09-04/normalized/hiro_series.csv,e6ea1d7f687aa46b976b95312e5a4ce69df028b2c265e2769f2aae09cf593c5b,4681,2026-09-04 09:30:00-04:00,2026-09-04 16:00:00-04:00
MSTR,2026-08-21,2026-08-28T09:49:13.369530+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=MSTR/date=2026-08-21/normalized/hiro_series.csv,4e68b8f0d24ea1dbf8e8ad812563841995fc5aace9d8af159225c4e35ca243e8,4681,2026-08-21 09:30:00-04:00,2026-08-21 16:00:00-04:00
MSTR,2026-08-24,2026-08-28T09:49:13.369530+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=MSTR/date=2026-08-24/normalized/hiro_series.csv,9e62454209a4933c3f2e6200a6c042644d30bb15399e28bf993392a27b4850fa,4681,2026-08-24 09:30:00-04:00,2026-08-24 16:00:00-04:00
MSTR,2026-08-25,2026-08-28T09:49:13.369530+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=MSTR/date=2026-08-25/normalized/hiro_series.csv,82c2d9ca2856aab584989385dd19afa93832af83b0c5d565ae5ed0ac06dc48c5,4681,2026-08-25 09:30:00-04:00,2026-08-25 16:00:00-04:00
MSTR,2026-08-26,2026-08-28T09:49:13.369530+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=MSTR/date=2026-08-26/normalized/hiro_series.csv,8887728a28c9bd5922c9ebc1e6935c752d6ad8497029401ce8f0ed5e234c26a3,4681,2026-08-26 09:30:00-04:00,2026-08-26 16:00:00-04:00
MSTR,2026-08-27,2026-08-28T09:49:13.369530+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_2026-08-11_to_2026-08-27/hiro_ticker_followthrough_to_2026-08-28/ticker=MSTR/date=2026-08-27/normalized/hiro_series.csv,ba507c5e1c55fe9dcb388c952f43e6311ddc5853b7decfa74672afa6fbb73a19,4681,2026-08-27 09:30:00-04:00,2026-08-27 16:00:00-04:00
MSTR,2026-08-31,2026-09-03T12:04:45.074394+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MSTR/date=2026-08-31/normalized/hiro_series.csv,4c967506483f28c57ab6fc747e2a7bbc4b03341f72c7d8c75b9ff02768486356,4681,2026-08-31 09:30:00-04:00,2026-08-31 16:00:00-04:00
MSTR,2026-09-01,2026-09-03T12:04:45.074394+00:00,/Users/dgrissen/Dev/delta_bomb-nvda_call_strat/docs/replay/hiro_daily_four_methods_2026-08-24_to_2026-09-02/hiro_ticker_followthrough_to_2026-09-02/ticker=MSTR/date=2026-09-01/normalized/hiro_series.csv,fb08aab18f22f45608ab399bf9964eadbf5d4982b8ddaa08f24f4288f3f29e35,4681,2026-09-01 09:30:00-04:00,2026-09-01 16:00:00-04:00
