signal_date,timestamp,leg,strike,tradeDate,ivRank1y,rr25_pct252,callskew_pct252,call_wing_10_pct252,call_kink_pct252
2026-08-20,2026-08-21T10:41:00-04:00,1,150.0,2026-08-20,54.85,0.0,99.2063492063492,96.42857142857143,88.88888888888889
2026-08-20,2026-08-25T11:27:00-04:00,2,145.0,2026-08-24,54.13,1.1904761904761905,99.60317460317461,94.84126984126983,98.01587301587301
2026-08-21,2026-08-24T10:51:00-04:00,1,160.0,2026-08-21,55.29,0.3968253968253968,98.41269841269842,97.22222222222223,79.36507936507937
2026-08-21,2026-08-26T11:45:00-04:00,2,155.0,2026-08-25,48.07,2.380952380952381,94.84126984126983,84.12698412698413,56.34920634920635
