expiry,strike,dte,stock,delta,otm_pct,bid,ask,quote_width,width_pct_of_bid,oi,wing_mid_excess_points,wing_bid_excess_points,nearer_strike,nearer_ask,event_inside_estimate,all_original_contract_gates,without_delta_band,without_absolute_width,tradeDate,ticker,original_surface_pass,ivRank1y,rr25_pct252,event_estimate_available,original_selected_contract,original_ticker_chain_pass
2026-08-14,602.5,3,548.18,0.17989427883908626,9.909153927542057,4.4,5.5,1.0999999999999996,24.99999999999999,39,5.893899477373421,0.7869001067563941,600.0,5.5,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,605.0,3,548.18,0.1691683764671357,10.365208508154256,4.05,4.9,0.8500000000000005,20.987654320987666,90,5.023917956267465,0.8002161489139903,602.5,5.5,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,607.5,3,548.18,0.15890494409929606,10.821263088766475,3.75,4.85,1.0999999999999996,29.33333333333332,29,6.740568191955143,1.193077688598354,605.0,4.9,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,610.0,3,548.18,0.14898854218584956,11.277317669378672,3.4,4.4,1.0000000000000004,29.411764705882366,311,5.946685192602752,0.6192461340326139,607.5,4.85,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,612.5,3,548.18,0.1398602485466986,11.733372249990893,3.2,4.2,1.0,31.25,9,7.228953200505428,1.7077051775850283,610.0,4.4,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,615.0,3,548.18,0.13091262280043867,12.18942683060309,2.82,3.8,0.98,34.751773049645394,73,5.9529847429627525,0.2744089132977079,612.5,4.2,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,617.5,3,548.18,0.12234335204337272,12.645481411215309,2.66,3.85,1.19,44.73684210526315,7,8.431187783343885,1.4132960976777298,615.0,3.8,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,620.0,3,548.18,0.1144517968432838,13.101535991827507,2.4,3.35,0.9500000000000002,39.58333333333334,363,6.999664000812378,0.9234537171275647,617.5,3.85,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,622.5,3,548.18,0.10673648859239776,13.557590572439725,2.31,3.0,0.69,29.87012987012987,4,7.220198082083851,2.6118912174625475,620.0,3.35,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,625.0,3,548.18,0.09985283177210275,14.013645153051923,1.94,2.75,0.81,41.75257731958763,163,5.924105225941645,0.11495375562680099,622.5,3.0,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,627.5,3,548.18,0.09260928971265135,14.469699733664143,2.0,3.0,1.0,50.0,16,10.928090823712644,3.882870682871209,625.0,2.75,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,630.0,3,548.18,0.08637429035139985,14.92575431427634,1.83,2.4,0.5699999999999998,31.147540983606547,175,8.303934745221198,3.946534458350315,627.5,3.0,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,632.5,3,548.18,0.08033532032047364,15.381808894888561,1.63,2.31,0.6800000000000002,41.71779141104296,29,8.798945912962797,3.2895641100745943,630.0,2.4,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,635.0,3,548.18,0.07454725148799012,15.837863475500757,1.48,2.12,0.6400000000000001,43.24324324324325,133,8.647064772364343,3.155918099857691,632.5,2.31,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,637.5,3,548.18,0.06914865431557689,16.29391805611298,1.5,2.39,0.8900000000000001,59.333333333333336,6,13.682441529291346,6.168151581930759,635.0,2.12,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,640.0,3,548.18,0.06426865180010745,16.749972636725175,1.27,1.76,0.49,38.582677165354326,85,8.931969110341797,4.255829988855586,637.5,2.39,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,642.5,3,548.18,0.059352972541297455,17.206027217337372,1.0,2.16,1.1600000000000001,116.00000000000001,26,11.843157861732978,0.6882579438836967,640.0,1.76,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,645.0,3,548.18,0.05515355223853542,17.66208179794959,1.13,1.39,0.26,23.008849557522126,87,9.057437133380319,6.254086040034856,642.5,2.16,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,647.5,3,548.18,0.05080225729882176,18.11813637856179,0.95,1.47,0.52,54.736842105263165,9,10.141799204080115,4.2093794218931,645.0,1.39,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,650.0,3,548.18,0.047199295764830854,18.574190959174008,1.0,1.13,0.1299999999999999,12.99999999999999,205,9.523522525209893,7.867416779722269,647.5,1.47,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,652.5,3,548.18,0.04349850529761752,19.030245539786208,0.88,1.18,0.29999999999999993,34.09090909090908,5,10.990216248158502,7.192269544090668,650.0,1.13,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,655.0,3,548.18,0.040032097619997216,19.486300120398425,0.81,1.0,0.18999999999999995,23.456790123456784,70,10.066057825758401,7.526760882644279,652.5,1.18,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,657.5,3,548.18,0.03714225286976855,19.942354701010622,0.47,1.07,0.6000000000000001,127.65957446808514,13,7.4979478006026,-1.7389243767240936,655.0,1.0,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,660.0,3,548.18,0.0339871610120407,20.398409281622843,0.68,0.85,0.16999999999999993,24.99999999999999,92,10.690662109002913,8.122701864841142,657.5,1.07,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,662.5,3,548.18,0.031354813939863335,20.85446386223504,0.6,0.84,0.24,40.0,14,11.282785284089503,7.3623420439626,660.0,0.85,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,665.0,3,548.18,0.02893228667478056,21.31051844284726,0.45,0.82,0.36999999999999994,82.22222222222221,38,10.238697000877117,3.638617224871088,662.5,0.84,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,667.5,3,548.18,0.026304738945438878,21.766573023459458,0.52,0.84,0.31999999999999995,61.53846153846153,4,14.215329621731199,8.760090694591893,665.0,0.82,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,670.0,3,548.18,0.024243285536362683,22.222627604071675,0.35,0.88,0.53,151.42857142857144,417,13.004618744066466,2.9163498611956884,667.5,0.84,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,672.5,3,548.18,0.02229190711976645,22.678682184683872,0.4,0.6,0.19999999999999996,49.999999999999986,28,11.784616596293596,7.631418302963078,670.0,0.88,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,675.0,3,548.18,0.02034705706054366,23.134736765296072,0.35,0.64,0.29000000000000004,82.85714285714288,88,13.192675080279992,6.876161481353926,672.5,0.6,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,677.5,3,548.18,0.01877992419845708,23.59079134590829,0.19,0.76,0.5700000000000001,300.00000000000006,4,12.179395751013633,-1.6057830782121973,675.0,0.64,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,680.0,3,548.18,0.0171493818518639,24.04684592652049,0.29,0.5,0.21000000000000002,72.41379310344828,100,12.822439987102019,7.484704105125983,677.5,0.76,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,682.5,3,548.18,0.01563720934870822,24.502900507132708,0.16,0.58,0.41999999999999993,262.49999999999994,23,11.58498620939319,-0.4919963860773313,680.0,0.5,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,685.0,3,548.18,0.01449261352220827,24.958955087744904,0.06,0.59,0.53,883.3333333333334,32,7.221872190750367,-11.67029313738821,682.5,0.58,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,687.5,3,548.18,0.013115342331169958,25.415009668357126,0.05,0.73,0.6799999999999999,1359.9999999999998,44,10.518641212244994,-12.193662155002594,685.0,0.59,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,690.0,3,548.18,0.011917902387645696,25.871064248969322,0.2,0.36,0.15999999999999998,79.99999999999999,55,13.726915761401237,8.338129920509907,687.5,0.73,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,692.5,3,548.18,0.010952979792212672,26.327118829581543,0.09,0.45,0.36,400.0,11,12.07062733609554,-1.7537721930667827,690.0,0.36,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,695.0,3,548.18,0.009919230261901127,26.78317341019374,0.12,0.35,0.22999999999999998,191.66666666666666,42,13.242373709042399,4.06688401884483,692.5,0.45,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,697.5,3,548.18,0.008959995716165835,27.239227990805958,0.14,0.33,0.19,135.7142857142857,5,15.62049947184827,8.006137064840102,695.0,0.35,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,700.0,3,548.18,0.00819935923039539,27.695282571418154,0.16,0.22,0.06,37.5,186,14.518681389342403,11.8636051026348,697.5,0.33,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,702.5,3,548.18,0.007377431026347276,28.151337152030376,0.06,0.29,0.22999999999999998,383.3333333333333,97,11.92415706679708,-0.3689900660570844,700.0,0.22,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,705.0,3,548.18,0.006727272916243432,28.607391732642572,0.1,0.2,0.1,100.0,155,13.499848640534307,7.97275383586018,702.5,0.29,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,707.5,3,548.18,0.006091557586264329,29.063446313254794,0.03,0.25,0.22,733.3333333333334,19,9.870092096921423,-5.238910866882418,705.0,0.2,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-14,710.0,3,548.18,0.005455842256285228,29.51950089386699,0.12,0.2,0.08000000000000002,66.66666666666669,249,18.27199547716014,14.005841647190431,707.5,0.25,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,550.0,10,548.18,0.5188936071803354,0.3320077346856909,25.9,28.45,2.5500000000000007,9.84555984555985,962,1.3907977542340189,-2.32682755578425,547.5,29.85,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,552.5,10,548.18,0.5045768162537967,0.7880623152979105,24.1,27.0,2.8999999999999986,12.03319502074688,125,0.0,-4.216103790038228,550.0,28.45,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,555.0,10,548.18,0.4902916227253705,1.2441168959101079,23.25,25.9,2.6499999999999986,11.397849462365585,47,0.4848562608856133,-3.3741033259802156,552.5,27.0,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,557.5,10,548.18,0.4762584285425386,1.7001714765223275,23.0,24.15,1.1499999999999986,4.999999999999994,39,0.6502005744986494,-1.0294043654118568,555.0,25.9,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,560.0,10,548.18,0.4622660605440972,2.156226057134525,21.35,23.65,2.299999999999997,10.772833723653381,570,0.5754273954265532,-2.774801808316263,557.5,24.15,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,562.5,10,548.18,0.448351130931867,2.6122806377467445,20.6,23.9,3.299999999999997,16.01941747572814,19,2.849931712943321,-1.9939637101753283,560.0,23.65,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,565.0,10,548.18,0.43479747852302325,3.068335218358942,19.4,22.9,3.5,18.041237113402065,192,2.4585729959767377,-2.7154026894206984,562.5,23.9,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,567.5,10,548.18,0.421291722845014,3.5243897989711392,18.55,21.7,3.1499999999999986,16.981132075471688,41,2.2427187425543615,-2.401555511828024,565.0,22.9,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,570.0,10,548.18,0.40794777130240356,3.980444379583359,18.0,20.25,2.25,12.5,289,2.020565319830303,-1.3685715847627011,567.5,21.7,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,575.0,10,548.18,0.3820604205537961,4.892553540807776,16.5,18.35,1.8500000000000014,11.21212121212122,144,2.093337713589327,-0.6949163074353781,570.0,20.25,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,580.0,10,548.18,0.35712639306816474,5.804662702032193,14.85,17.15,2.299999999999999,15.48821548821548,1497,2.6595419626506467,-0.9292301262837754,575.0,18.35,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,585.0,10,548.18,0.3329691073054079,6.71677186325661,13.35,15.45,2.0999999999999996,15.730337078651683,101,2.3441560054543675,-1.0392918818638353,580.0,17.15,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,590.0,10,548.18,0.31005749101236085,7.628881024481027,12.65,14.0,1.3499999999999996,10.671936758893278,279,3.3368535758749984,1.145042552405895,585.0,15.45,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,595.0,10,548.18,0.2881853518156799,8.540990185705443,11.05,12.8,1.75,15.837104072398189,43,2.946151966817412,-0.05420693987068237,590.0,14.0,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,600.0,10,548.18,0.2671734755926108,9.45309934692986,10.0,11.2,1.1999999999999993,11.999999999999993,1354,2.437520872691268,0.284629446835194,595.0,12.8,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,605.0,10,548.18,0.24752419871777442,10.365208508154256,9.15,10.8,1.6500000000000004,18.032786885245905,69,4.054508127025958,1.0503399203783292,600.0,11.2,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,610.0,10,548.18,0.2287420402296356,11.277317669378672,8.25,9.6,1.3499999999999996,16.36363636363636,619,3.8968025410377027,1.2739112348744142,605.0,10.8,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,615.0,10,548.18,0.21111421275221473,12.18942683060309,7.4,8.75,1.3499999999999996,18.24324324324324,47,4.136585364376177,1.449791819599533,610.0,9.6,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,620.0,10,548.18,0.19467980213591338,13.101535991827507,6.7,7.9,1.2000000000000002,17.910447761194032,1696,4.399101067098976,1.8482436602169527,615.0,8.75,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,630.0,10,548.18,0.16447651976187827,14.92575431427634,5.45,6.45,1.0,18.348623853211006,799,4.9476377248913845,2.621473783260253,620.0,7.9,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,640.0,10,548.18,0.13827505334744744,16.749972636725175,4.2,5.3,1.0999999999999996,26.19047619047618,1059,4.9828816759771355,2.1005887617683516,630.0,6.45,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,650.0,10,548.18,0.11531059292401849,18.574190959174008,3.5,4.2,0.7000000000000002,20.000000000000004,878,5.586375856841763,3.500801974508727,640.0,5.3,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,660.0,10,548.18,0.09566835205417887,20.398409281622843,2.8,3.5,0.7000000000000002,25.000000000000007,663,6.380272292855283,4.027081770645069,650.0,4.2,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,670.0,10,548.18,0.07905816257494913,22.222627604071675,1.98,2.77,0.79,39.8989898989899,339,5.5307311317382535,2.321283741120106,660.0,3.5,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,680.0,10,548.18,0.06484391505618686,24.04684592652049,1.8,2.11,0.30999999999999983,17.222222222222214,1593,6.677773546412147,5.256715253962685,670.0,2.77,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,690.0,10,548.18,0.05284522505844211,25.871064248969322,1.4,1.71,0.31000000000000005,22.142857142857146,155,7.064145396831201,5.36190587277866,680.0,2.11,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,700.0,10,548.18,0.04304709211245014,27.695282571418154,1.08,1.35,0.27,25.0,2181,7.217222884817687,5.4902176993562035,690.0,1.71,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,710.0,10,548.18,0.0348596761990469,29.51950089386699,0.7,1.1,0.40000000000000013,57.14285714285716,1106,6.5531422077687695,3.383337001225495,700.0,1.35,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,720.0,10,548.18,0.02780866514821282,31.343719216315826,0.75,0.99,0.24,32.0,1333,9.982653110590878,7.981953648137741,710.0,1.1,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,730.0,10,548.18,0.022233133809129717,33.16793753876466,0.5,0.91,0.41000000000000003,82.0,770,10.266927024004369,6.1926896258932,720.0,0.99,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,740.0,10,548.18,0.017700884133364455,34.99215586121349,0.38,0.88,0.5,131.57894736842107,797,11.918859378667424,6.349077775958767,730.0,0.91,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,750.0,10,548.18,0.014157242491152877,36.816374183662305,0.28,0.54,0.26,92.85714285714285,1610,10.020408847650742,6.117991486501428,740.0,0.88,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,760.0,10,548.18,0.011392266535943739,38.64059250611114,0.03,0.7,0.6699999999999999,2233.333333333333,249,6.0157238159062265,-8.974779085455154,750.0,0.54,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,770.0,10,548.18,0.008801923507077595,40.46481082855997,0.04,0.64,0.6,1500.0,113,9.19669467699553,-4.522432156503298,760.0,0.7,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,780.0,10,548.18,0.006818934175683058,42.289029151008805,0.1,0.22,0.12,120.0,220,8.820603463858179,5.049837524699463,770.0,0.64,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-21,790.0,10,548.18,0.005207076031330683,44.11324747345764,0.01,0.44,0.43,4300.0,337,8.02484856455341,-7.871641756775249,780.0,0.22,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-28,550.0,17,548.18,0.5293224526242873,0.3320077346856909,31.4,34.45,3.0500000000000043,9.713375796178358,74,-1.4881622575611653,-4.829431684358321,547.5,37.15,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-28,552.5,17,548.18,0.5175203690517767,0.7880623152979105,29.95,34.9,4.949999999999999,16.527545909849746,0,-0.08606486789921597,-5.493915099719815,550.0,34.45,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
2026-08-28,555.0,17,548.18,0.5057546661642485,1.2441168959101079,28.8,33.85,5.050000000000001,17.534722222222225,17,0.0,-5.5013915763740595,552.5,34.9,True,False,False,False,2026-08-12,AMAT,False,47.98,0.3968253968253968,True,False,False
