ticker,tradeDate,stockPrice,confidence,exErnIv30d,ieeEarnEffect,iv10d,iv30d,iv90d,mwAdj30,dlt5Iv10d,dlt5Iv30d,exErnDlt25Iv30d,exErnDlt75Iv30d,dlt95Iv10d,dlt95Iv30d,rr25,callskew,call_wing_30,call_wing_10,put_wing_10,call_kink,rr25_pct252,callskew_pct252,call_wing_10_pct252,put_wing_10_pct252,call_kink_pct252,iv10d_pct252,return_5d_pct,drawdown_20d_pct,sma50,sma200,extension_50d_pct,sma50_rising,above_200d,above_50d,return_63d_pct,relative_return_63d_pct,tradeDate_core,priorCls,mktCap,mktWidthVol,stkVolu,avgOptVolu20d,sector,nextErn,bestEtf,sectorName,ivPctile1m,ivPctile1y,confidence_core,wksNextErn,oi,ivRank1y,ivPct1y,ivRank1m,ivPct1m,dollar_stock_volume,broad_universe,liquid_final,rs63_cross_section_pct,buy_surface_tier,buy_technical_good,buy_first_standard,buy_first_puke,sell_archetype,earnings_near_front_expiry,sell_first_actionable,buy_score,sell_score,universe_size,liquid_universe_size,putskew,putskew_pct252,buy_first_put_tail_inventory,put_inventory_score,original_surface_pass,grab_surface_pass,original_surface_exclusions
ABNB,2026-08-17,179.78,0.854158,29.6101,4.0,31.0614,29.6101,33.395,0.0293701,35.0248,30.6087,29.281200000000002,31.0861,35.121,33.8281,1.8048999999999964,-0.3288999999999973,0.9985999999999997,3.9634,4.059600000000003,4.4161,13.492063492063492,86.9047619047619,92.85714285714286,26.58730158730159,82.53968253968254,26.984126984126984,-2.521281787127916,-3.56184958695418,149.3312,134.995,20.390112715895945,True,True,True,35.193262144683416,32.38920809062935,2026-08-17,184.06,106883750.0,2.93701,4971050,18720.4,Travel & Tourism Services,0000-00-00,XLY,C. Cyclical,10,17,85.4158,11,243120,18.53,15.87,0.45,9.52,914971463.0,True,True,89.86928104575163,,False,False,False,other,False,False,12.003968253968253,33.41269841269841,306,268,,,,,False,False,local RR rank >10; five-day return <=0; IVR outside 30–70
AFRM,2026-08-17,74.94,0.94045,53.6614,3.14715,81.7538,68.10079999999999,63.505199999999995,0.0749367,85.3372,71.9426,54.542699999999996,53.6775,83.2766,69.8183,-0.8651999999999944,0.881299999999996,3.8418000000000063,3.5833999999999975,1.5228000000000037,13.394599999999997,0.3968253968253968,98.41269841269842,87.3015873015873,3.5714285714285716,86.11111111111111,84.92063492063492,-1.3168290755859902,-5.295084038923292,75.6768,66.30860000000001,-0.9736141063047099,True,True,False,13.33938294010888,10.535328886054819,2026-08-17,78.35,25097298.0,7.49367,3170631,12474.9,Credit & Lending Services,0000-00-00,XLI,Industrials,19,6,94.045,1,242571,14.85,5.95,33.63,14.29,248418938.85,True,True,66.01307189542483,,True,False,False,other,True,False,20.11904761904762,3.0357142857142847,306,268,,,,,False,False,five-day return <=0; IVR outside 30–70; more than 5% below 20-day high; near-front earnings flag
ALAB,2026-08-17,324.26,0.962659,87.4166,2.60613,93.42660000000001,87.4166,90.7967,0.0973154,103.712,95.4661,88.9607,87.4327,96.616,88.8011,-1.5280000000000058,1.5441000000000003,8.049499999999995,10.285399999999996,3.189399999999992,8.245900000000006,12.301587301587302,84.12698412698413,90.87301587301587,3.5714285714285716,78.17460317460318,58.333333333333336,0.3124516627996954,-10.826939471440756,354.7208,216.61475,-8.587260741405633,True,True,False,38.37750181368156,35.5734477596275,2026-08-17,321.61,56254280.0,9.73154,4681389,23622.9,Semiconductors,0000-00-00,XLK,Technology,10,69,96.2659,11,250946,40.95,68.65,8.39,9.52,1505581516.29,True,True,90.84967320261438,,True,False,False,other,False,False,22.023809523809526,32.99603174603175,306,268,,,,,False,False,local RR rank >10; more than 5% below 20-day high
AMAT,2026-08-17,535.52,0.981666,57.6233,2.99862,61.1451,57.6233,61.9187,0.0465067,66.616,63.3219,59.19069999999999,56.66330000000001,64.2743,62.67,-2.527399999999986,1.5673999999999921,5.698599999999999,5.4709,3.1291999999999973,3.2941000000000003,1.1904761904761905,97.22222222222223,86.5079365079365,1.5873015873015872,62.698412698412696,66.66666666666667,1.6649264356905613,-5.204276711746791,560.344,390.24084999999997,-4.430135773738996,True,True,False,21.554385327764656,18.750331273710593,2026-08-17,507.18,425053717.0,4.65067,7779171,54658.95,Semiconductor Equipment & Materials Manufacturing,0000-00-00,XLK,Technology,14,78,98.1666,12,532532,46.83,77.78,8.68,14.29,3945439947.78,True,True,78.43137254901961,,True,False,False,,False,False,20.25793650793651,26.78571428571429,306,268,,,,,False,False,kink rank <70; more than 5% below 20-day high
ANF,2026-08-17,105.5,0.92135,54.7763,3.11297,85.4242,69.1218,56.3832,0.099217,105.907,71.4443,54.9206,55.421299999999995,91.0119,73.154,0.5006999999999948,0.1443000000000012,2.322500000000005,20.482799999999997,5.587699999999998,34.4627,12.698412698412698,63.888888888888886,96.82539682539682,25.396825396825395,93.25396825396825,89.68253968253968,-10.767148777805978,-10.80486980047345,95.57620000000001,93.08104999999999,10.383128854254497,True,True,True,49.751596877217885,46.94754282316382,2026-08-17,108.13,4719914.0,9.9217,956037,2837.95,Apparel Retail Stores,0000-00-00,XLY,C. Cyclical,100,89,92.135,1,41936,43.26,69.05,69.68,90.48,103376280.81,True,True,94.77124183006535,,True,False,False,other,True,False,23.075396825396826,4.345238095238095,306,268,,,,,False,False,local RR rank >10; five-day return <=0; more than 5% below 20-day high; near-front earnings flag
AXP,2026-08-17,336.87,0.930225,22.6911,3.10537,24.0477,22.6911,25.88,0.029373,25.9871,23.518,22.6739,23.4099,25.7272,25.3411,0.7360000000000007,-0.017199999999998994,0.826900000000002,1.9394000000000027,1.6795000000000009,2.469100000000001,1.9841269841269842,98.01587301587301,89.68253968253968,1.1904761904761905,69.44444444444444,17.46031746031746,-0.3107244318181879,-4.061173924187623,340.5654,339.35654999999997,-1.0850779321680992,True,False,False,7.283439490445853,4.479385436391792,2026-08-17,342.48,227491623.0,2.9373,2754726,15560.65,Credit & Lending Services,0000-00-00,XLF,Financials,24,9,93.0225,9,241019,11.47,7.94,16.51,23.81,943438560.48,True,True,55.55555555555556,,False,False,False,,False,False,10.297619047619047,27.44047619047619,306,268,,,,,False,False,kink rank <70; five-day return <=0; IVR outside 30–70
BAC,2026-08-17,64.0,0.86613,19.626099999999997,2.30401,19.3443,19.626099999999997,22.616,0.018335,20.958199999999998,19.0536,18.95,21.1627,24.3959,24.336,2.2127000000000017,-0.6760999999999981,-0.572499999999998,1.6138999999999974,5.0516000000000005,1.9045999999999985,5.9523809523809526,88.88888888888889,88.4920634920635,9.126984126984127,61.507936507936506,7.142857142857143,0.31347962382446415,-1.3411438261137776,59.81179999999999,54.2202,7.002297205568153,True,True,True,28.928283642224017,26.124229588169953,2026-08-17,64.49,449149917.0,1.8335,29744938,100496.9,Diversified Banking,0000-00-00,XLF,Financials,24,9,86.613,8,2219189,19.36,8.73,26.3,23.81,1918251051.62,True,True,85.62091503267973,,True,False,False,,False,False,21.150793650793652,26.924603174603174,306,268,,,,,False,False,kink rank <70; IVR outside 30–70
BX,2026-08-17,140.77,0.950256,33.3254,3.13118,36.1946,33.3254,35.811,0.0364684,37.6719,35.5272,33.462399999999995,34.1821,39.7333,37.426500000000004,0.7197000000000031,0.13699999999999335,2.2017999999999986,1.4772999999999996,3.5386999999999986,2.1447000000000003,0.3968253968253968,98.80952380952381,85.31746031746032,5.9523809523809526,54.36507936507937,39.682539682539684,-0.29747149231531544,-6.059392726059388,126.54380000000003,131.04274999999998,11.242115378232654,True,True,True,18.82333080104668,16.019276746992617,2026-08-17,143.93,105665497.0,3.64684,5287044,19791.6,Investment Management,0000-00-00,XLF,Financials,10,42,95.0256,9,488569,26.32,41.67,19.21,9.52,760964242.9200001,True,True,75.81699346405229,,True,False,False,,False,False,20.09920634920635,26.25,306,268,,,,,False,False,kink rank <70; five-day return <=0; IVR outside 30–70; more than 5% below 20-day high
CSCO,2026-08-17,112.97,0.895548,30.278,4.0,32.2187,30.278,35.2384,0.0253947,36.5964,32.5102,30.845200000000002,29.996499999999997,33.076499999999996,30.203999999999997,-0.8487000000000045,0.5672000000000033,2.232199999999999,4.377700000000004,0.8577999999999975,4.086200000000005,3.9682539682539684,92.85714285714286,87.3015873015873,1.9841269841269842,79.36507936507937,64.28571428571429,-8.206711627529039,-8.489266909680037,117.14920000000001,92.19155,-3.567416593540551,True,True,False,-4.17338196623972,-6.977436020293782,2026-08-17,111.68,445263874.0,2.53947,22645363,71985.4,Communications Equipment Manufacturing,0000-00-00,XLK,Technology,10,72,89.5548,12,1062462,49.28,71.43,5.82,9.52,2529034139.84,True,True,29.411764705882355,,False,False,False,other,False,False,10.753968253968253,32.698412698412696,306,268,,,,,False,False,five-day return <=0; more than 5% below 20-day high
CVNA,2026-08-17,70.66,0.975356,52.481,4.0,56.5064,52.481,59.763299999999994,0.0478958,58.97599999999999,55.9482,52.5123,53.8903,61.494499999999995,59.3764,1.3780000000000001,0.03130000000000166,3.4671999999999983,2.4695999999999927,4.988099999999996,3.027799999999992,0.3968253968253968,100.0,88.88888888888889,1.9841269841269842,52.77777777777778,28.571428571428573,-5.077915099408925,-6.768702995118103,67.2208,268.5403,5.116273534382221,False,False,True,3.8659414963986505,1.061887442344589,2026-08-17,75.59,77692437.0,4.78958,10336556,53765.75,Auto Dealerships,0000-00-00,XLY,C. Cyclical,10,17,97.5356,10,1184069,16.01,17.06,0.89,9.52,781340268.0400001,True,True,46.40522875816993,,False,False,False,,False,False,10.03968253968254,26.52777777777778,306,268,,,,,False,False,kink rank <70; five-day return <=0; IVR outside 30–70; more than 5% below 20-day high
DASH,2026-08-17,212.88,0.917135,39.1284,4.0,41.753,39.1284,45.0492,0.0423391,45.856700000000004,40.584199999999996,38.9251,40.041199999999996,45.7913,41.8932,1.1160999999999959,-0.2032999999999987,1.4557999999999964,4.1037000000000035,4.0383,5.272500000000008,10.317460317460318,84.92063492063492,87.3015873015873,21.03174603174603,76.58730158730158,29.365079365079364,1.7104634495938686,-2.263440613378631,186.17119999999994,188.31315000000004,14.346365066132716,True,True,True,33.483822422874354,30.67976836882029,2026-08-17,217.02,92755802.0,4.23391,4069959,12238.35,E-commerce & Internet Retail,0000-00-00,XLY,C. Cyclical,5,19,91.7135,11,199249,15.6,19.05,0.0,4.76,883262502.1800001,True,True,88.88888888888889,,True,False,False,other,False,False,21.785714285714285,32.55952380952381,306,268,,,,,False,False,local RR rank >10; IVR outside 30–70
DELL,2026-08-17,481.65,0.983759,67.5889,2.71098,68.48729999999999,80.8305,74.2654,0.0418681,73.0474,83.3599,68.6165,67.56790000000001,73.23530000000001,83.8313,-1.0485999999999933,1.0276000000000067,2.5293999999999954,4.560100000000006,4.748000000000019,-10.3125,10.714285714285714,89.68253968253968,85.71428571428571,25.0,7.936507936507937,64.28571428571429,4.382029776997598,-2.500000000000002,423.30500000000006,231.40875000000003,13.783205962603784,True,True,True,97.28434504792331,94.48029099386925,2026-08-17,490.81,311214500.0,4.18681,5920568,77459.95,Computer Hardware Manufacturing,0000-00-00,XLK,Technology,10,77,98.3759,2,683242,65.79,77.38,3.72,9.52,2905873980.08,True,True,99.01960784313727,,True,False,False,,True,False,21.58730158730159,-6.031746031746035,306,268,,,,,False,False,kink rank <70; local RR rank >10; near-front earnings flag
DG,2026-08-17,120.0,0.816276,39.8566,2.94538,61.697900000000004,49.3428,41.618100000000005,0.0734942,68.1591,50.962300000000006,40.2474,40.5129,63.782300000000006,52.2092,0.26550000000000296,0.3907999999999987,1.6195000000000093,6.461199999999991,2.0844000000000023,17.19679999999999,3.1746031746031744,92.06349206349206,86.9047619047619,3.5714285714285716,90.87301587301587,89.68253968253968,-2.975420439844767,-6.665629618106861,119.20280000000001,124.35245,0.6687762367997951,True,False,True,16.403142884857893,13.599088830803831,2026-08-17,123.28,26427158.0,7.34942,1980291,4200.45,Discount Retail,0000-00-00,XLP,C. Defensive,95,90,81.6276,1,89826,68.61,90.08,96.32,95.24,244130274.48,True,True,71.89542483660131,,False,False,False,other,True,False,10.714285714285715,3.2341269841269806,306,268,,,,,False,False,five-day return <=0; more than 5% below 20-day high; near-front earnings flag
GILD,2026-08-17,138.94,0.753804,26.5853,3.40947,27.276899999999998,26.5853,29.437400000000004,0.0379942,31.781399999999998,26.911800000000003,25.935200000000002,28.272799999999997,31.909399999999998,33.2977,2.337599999999995,-0.6500999999999983,0.3265000000000029,4.5045,4.6325,4.869599999999995,24.206349206349206,73.01587301587301,90.07936507936508,25.0,82.93650793650794,31.349206349206348,4.6550165712563984,0.0,130.28499999999997,132.56009999999998,6.643128525923969,True,True,True,7.049849757300253,4.245795703246191,2026-08-17,138.36,172279369.0,3.79942,6701199,7643.5,Major Pharmaceuticals,0000-00-00,XLV,Healthcare,10,33,75.3804,10,163814,32.3,33.33,2.18,9.52,927177893.6400001,True,True,55.22875816993464,,True,False,False,other,False,False,23.76984126984127,33.154761904761905,306,268,,,,,False,False,local RR rank >10
GNRC,2026-08-17,221.14,0.893689,47.8324,3.93045,49.9467,47.8324,54.7976,0.081333,65.0958,51.446999999999996,48.0373,48.8782,55.879900000000006,51.0419,0.8408999999999978,0.20490000000000208,3.614599999999996,15.149099999999997,5.9332000000000065,13.648800000000001,22.61904761904762,79.36507936507937,95.63492063492063,40.07936507936508,85.31746031746032,55.55555555555556,6.220279552331998,-0.13547687861271696,237.1304,205.7882,-6.743293985081634,False,True,False,-16.18722759143454,-18.9912816454886,2026-08-17,219.3,13048667.0,8.1333,1184666,3108.75,Specialized Industrial Equipment,0000-00-00,XLI,Industrials,5,58,89.3689,10,53303,52.48,58.73,0.0,4.76,259797253.8,True,True,13.071895424836603,,False,False,False,other,False,False,13.293650793650794,33.829365079365076,306,268,,,,,False,False,local RR rank >10
GOOG,2026-08-17,341.18,0.989507,27.223999999999997,3.26985,28.0516,27.223999999999997,31.659100000000002,0.01221,32.334,30.8098,27.4101,27.724,32.7434,31.940800000000003,0.3139000000000003,0.18610000000000326,3.5858000000000025,4.282400000000003,4.691800000000001,1.524200000000004,11.904761904761905,77.38095238095238,86.9047619047619,12.301587301587302,63.888888888888886,17.063492063492063,-3.63507979098997,-9.592453230165876,351.7942,330.7717,-3.017161738311769,False,True,False,-13.212250712250706,-16.016304766304767,2026-08-17,343.54,4172609166.0,1.221,20579820,215784.8,Internet Content & Media,0000-00-00,XLC,Comm,10,11,98.9507,10,1823325,16.32,11.51,6.55,9.52,7069991362.8,True,True,16.99346405228758,,False,False,False,,False,False,12.321428571428571,26.884920634920633,306,268,,,,,False,False,kink rank <70; local RR rank >10; five-day return <=0; IVR outside 30–70; more than 5% below 20-day high
GS,2026-08-17,1050.83,0.989515,29.7756,1.971,31.2917,29.7756,32.1457,0.0302488,34.6679,30.5026,29.456500000000002,30.497000000000003,36.206700000000005,34.3802,1.0405000000000015,-0.31909999999999883,0.7270000000000003,3.3762000000000043,4.915000000000006,4.165300000000002,1.5873015873015872,95.63492063492063,99.2063492063492,15.079365079365079,86.5079365079365,48.41269841269841,1.666005553351857,-4.383945550995905,1053.8956,931.92475,-0.2908827022335192,True,True,False,10.155668536086782,7.351614482032721,2026-08-17,1039.42,309988484.0,3.02488,1887043,36360.45,Investment Banking & Brokerage,0000-00-00,XLF,Financials,10,56,98.9515,8,467287,37.88,56.35,10.22,9.52,1961430235.0600002,True,True,60.45751633986928,,True,False,False,grab,False,True,20.376984126984127,54.24603174603175,306,268,,,,,True,True,passed original surface
HPQ,2026-08-17,29.56,0.841062,47.9804,3.12784,71.4695,60.487199999999994,50.7984,0.0609441,80.2562,66.34400000000001,49.6411,46.941,71.14359999999999,61.0537,-2.700099999999999,1.6606999999999985,5.856800000000014,8.78670000000001,-0.3259000000000043,13.912199999999999,5.158730158730159,90.47619047619048,89.68253968253968,2.7777777777777777,90.47619047619048,94.84126984126983,-1.4009339559706513,-4.798711755233498,25.4494,22.54145,16.152050735970192,True,True,True,41.03053435114503,38.226480297090966,2026-08-17,30.11,27033291.0,6.09441,14976515,28677.35,Computer Hardware Manufacturing,0000-00-00,XLK,Technology,71,90,84.1062,1,538097,56.69,80.95,34.32,47.62,450942866.65,True,True,91.83006535947712,,False,False,False,other,True,False,10.992063492063492,3.492063492063494,306,268,,,,,False,False,five-day return <=0; near-front earnings flag
JPM,2026-08-17,361.38,0.980403,19.1515,2.73873,20.0477,19.1515,22.344900000000003,0.0208884,20.1845,18.752,18.3699,20.4558,24.2147,22.6961,2.0858999999999988,-0.7815999999999974,-0.39949999999999974,0.13680000000000092,4.167000000000002,1.432500000000001,5.9523809523809526,91.66666666666667,85.31746031746032,10.317460317460318,52.38095238095238,9.126984126984127,0.7190635451505001,-1.1758914898271744,340.3896,315.18845,6.1665808826121715,True,True,True,21.276595744680836,18.472541690626777,2026-08-17,362.84,960620316.0,2.08884,6707414,46501.2,Diversified Banking,0000-00-00,XLF,Financials,10,4,98.0403,8,683453,8.84,4.37,17.57,9.52,2433718095.7599998,True,True,78.10457516339869,,True,False,False,,False,False,21.01190476190476,26.150793650793652,306,268,,,,,False,False,kink rank <70; IVR outside 30–70
LOW,2026-08-17,215.78,0.844004,26.586900000000004,3.12973,46.0867,33.5595,31.5618,0.0413187,49.6927,36.7393,27.2558,27.212999999999997,47.547,37.2479,-0.04280000000000328,0.6688999999999972,3.1798,3.6060000000000016,1.4602999999999966,12.953400000000002,0.7936507936507936,99.2063492063492,87.6984126984127,0.0,97.22222222222223,98.01587301587301,-1.2674445207046525,-3.406598325797927,215.3804,237.93445,0.18553220255881353,False,False,True,-1.2493707381813102,-4.053424792235372,2026-08-17,218.47,120989365.0,4.13187,2852688,6387.15,Home Improvement Stores,0000-00-00,XLY,C. Cyclical,5,57,84.4004,0,123645,51.67,57.14,0.0,4.76,623226747.36,True,True,33.66013071895425,,False,False,False,other,True,False,10.119047619047619,3.6309523809523796,306,268,,,,,False,False,five-day return <=0; near-front earnings flag
LRCX,2026-08-17,342.66,0.972839,61.4649,2.93752,66.40129999999999,61.4649,65.6292,0.0537196,71.7086,64.77629999999999,62.171200000000006,61.566900000000004,72.5877,65.2308,-0.6043000000000021,0.7063000000000059,3.311399999999992,5.307300000000012,6.186400000000006,6.932300000000012,1.9841269841269842,94.44444444444444,92.85714285714286,7.5396825396825395,78.96825396825396,53.17460317460318,11.1774439505532,0.0,337.5354,250.42480000000003,1.5182407534143127,True,True,True,19.924404157771324,17.120350103717264,2026-08-17,332.36,428777654.0,5.37196,10739249,53989.65,Semiconductor Equipment & Materials Manufacturing,0000-00-00,XLK,Technology,10,58,97.2839,9,627021,50.23,57.94,3.27,9.52,3569296797.6400003,True,True,77.45098039215686,,True,False,False,grab,False,True,20.476190476190478,53.23412698412698,306,268,,,,,True,True,passed original surface
MCD,2026-08-17,265.4,0.924144,20.265900000000002,2.65757,21.029,20.265900000000002,22.307299999999998,0.0147636,24.3803,23.136300000000002,20.785500000000003,20.5425,21.0638,21.448,-0.2430000000000021,0.5196000000000005,2.8704,3.3512999999999984,0.03480000000000061,1.2439999999999962,1.9841269841269842,94.84126984126983,91.66666666666667,0.0,70.23809523809524,67.46031746031746,-2.7126099706744955,-3.774337406185424,273.4612,298.61925,-2.947840498030452,False,False,False,-3.854513838574136,-6.658567892628198,2026-08-17,272.83,189617986.0,1.47636,4511470,27413.15,Restaurants,0000-00-00,XLY,C. Cyclical,10,79,92.4144,11,296980,59.9,78.97,9.16,9.52,1230864360.1,True,True,29.73856209150327,,False,False,False,other,False,False,10.456349206349206,32.67857142857143,306,268,,,,,False,False,five-day return <=0
MPC,2026-08-17,361.96,0.979868,41.9184,1.0,43.9698,41.9184,43.1824,0.0218067,47.5284,45.018,42.9077,41.597699999999996,45.6287,44.4452,-1.3100000000000023,0.9893000000000001,3.0996000000000024,3.5585999999999984,1.6589000000000027,2.510399999999997,0.0,97.61904761904762,87.3015873015873,1.5873015873015872,87.6984126984127,91.66666666666667,13.44219136866518,0.0,289.6562,229.43155,24.96193763503076,True,True,True,42.22396856581532,39.419914511761256,2026-08-17,355.42,105669384.0,2.18067,2282417,3668.95,Petroleum Refining & Marketing,0000-00-00,XLE,Energy,81,98,97.9868,11,83237,94.47,98.02,80.51,80.95,811216650.14,True,True,93.13725490196079,,False,False,False,grab,False,False,10.119047619047619,53.11507936507937,306,268,,,,,False,True,IVR outside 30–70
MRK,2026-08-17,135.94,0.829011,25.430500000000002,2.68904,26.0827,25.430500000000002,27.9264,0.02785,30.3573,24.8902,24.9476,26.3526,28.9324,28.372799999999998,1.4049999999999976,-0.4829000000000008,-0.540300000000002,4.2745999999999995,2.849700000000002,5.4670999999999985,25.396825396825395,54.36507936507937,92.06349206349206,12.301587301587302,88.0952380952381,27.77777777777778,4.0728831725616255,0.0,125.78119999999998,114.10119999999999,8.076564701243116,True,True,True,21.766391974202783,18.96233792014872,2026-08-17,135.84,335387312.0,2.785,8389249,23089.05,Major Pharmaceuticals,0000-00-00,XLV,Healthcare,10,22,82.9011,10,467638,42.5,21.43,7.66,9.52,1139595584.16,True,True,79.08496732026144,,True,False,False,other,False,False,24.82142857142857,33.611111111111114,306,268,,,,,False,False,local RR rank >10
PYPL,2026-08-17,60.41,0.551493,28.8901,4.0,31.816100000000002,28.8901,33.1888,0.064328,41.9799,32.4552,29.7031,28.5648,30.277500000000003,28.7648,-1.1382999999999974,0.8129999999999988,3.5650999999999975,10.163799999999998,-1.5385999999999989,9.524700000000003,5.555555555555555,82.14285714285714,86.11111111111111,0.0,86.9047619047619,32.93650793650794,2.9832935560859086,-0.869707909419104,50.385799999999996,51.610699999999994,19.894891020882866,True,True,True,35.50919694930461,32.705142895250546,2026-08-17,61.66,51678391.0,6.4328,12784928,56080.5,Credit & Lending Services,0000-00-00,XLF,Financials,57,19,55.1493,10,1813668,15.85,18.65,25.67,57.14,788318660.4799999,True,True,90.19607843137256,,False,False,False,grab,False,False,11.4484126984127,52.95634920634921,306,268,,,,,False,True,IVR outside 30–70
RBLX,2026-08-17,37.66,0.9059,58.2943,4.0,61.3634,58.2943,69.01129999999999,0.0509109,72.0209,66.5881,60.775,57.9375,60.2565,58.835899999999995,-2.8374999999999986,2.480699999999999,8.293799999999997,10.657499999999999,-1.106899999999996,5.4328,0.3968253968253968,99.2063492063492,94.44444444444444,0.0,72.61904761904762,42.06349206349206,0.8029978586723718,-29.010367577756835,47.027800000000006,64.63754999999999,-19.919707066883863,False,False,False,-11.988782425800427,-14.792836479854488,2026-08-17,38.23,26903398.0,5.09109,14951217,31328.0,Gaming & Interactive Media,0000-00-00,XLC,Comm,19,43,90.59,10,424994,36.16,42.86,6.71,14.29,571585025.91,True,True,18.30065359477124,,False,False,False,grab,False,False,10.079365079365079,53.07539682539682,306,268,,,,,False,True,more than 5% below 20-day high
SBUX,2026-08-17,107.27,0.811971,25.4004,4.0,27.3728,25.4004,29.1715,0.0253627,31.8535,27.3714,25.5013,26.063599999999997,27.8289,27.4866,0.5622999999999969,0.10089999999999932,1.971,4.480699999999999,0.4560999999999993,4.482099999999999,2.380952380952381,88.0952380952381,85.71428571428571,0.7936507936507936,80.95238095238095,15.476190476190476,2.611440596900705,-1.5871559633027554,103.78260000000002,96.095,3.360293536681458,True,True,True,0.694640007509606,-2.1094140465444555,2026-08-17,107.69,122287800.0,2.53627,7662281,24032.15,Restaurants,0000-00-00,XLY,C. Cyclical,14,2,81.1971,10,480365,6.81,1.59,11.84,14.29,825151040.89,True,True,38.56209150326798,,False,False,False,grab,False,False,10.833333333333332,52.61904761904762,306,268,,,,,False,True,IVR outside 30–70
SCHW,2026-08-17,110.67,0.784306,21.575400000000002,1.15814,21.828500000000002,21.575400000000002,24.397,0.0271322,23.612099999999998,21.4278,21.2784,22.206699999999998,24.7359,23.372,0.9282999999999966,-0.2970000000000006,-0.14760000000000062,1.7835999999999963,2.907399999999999,2.184299999999997,2.380952380952381,95.63492063492063,86.5079365079365,2.7777777777777777,58.333333333333336,10.714285714285714,2.396373056994827,-0.20739404869252187,99.63459999999999,96.36080000000001,11.075871233487167,True,True,True,21.642119147065287,18.838065093011224,2026-08-17,111.09,191385583.0,2.71322,7727943,18155.7,Investment Banking & Brokerage,0000-00-00,XLF,Financials,19,14,78.4306,8,448390,19.95,15.48,20.9,19.05,858497187.87,True,True,78.75816993464052,,True,False,False,,False,False,20.456349206349206,26.56746031746032,306,268,,,,,False,False,kink rank <70; IVR outside 30–70
SPOT,2026-08-17,493.63,0.943147,36.7738,3.58772,38.6255,36.7738,40.544000000000004,0.0586637,42.1419,39.9639,36.9312,36.952400000000004,38.0824,39.6998,0.021200000000007435,0.15739999999999554,3.190100000000001,3.5163999999999973,-0.5431000000000026,2.1779999999999973,6.746031746031746,91.66666666666667,91.66666666666667,2.380952380952381,59.92063492063492,27.77777777777778,-2.8057808931243655,-5.096704733341017,484.277,514.07275,1.9313326876973402,True,False,True,12.927800146412881,10.12374609235882,2026-08-17,512.82,101500231.0,5.86637,2026453,11311.7,Internet Content & Media,0000-00-00,XLC,Comm,29,26,94.3147,11,143782,19.97,26.19,18.86,28.57,1039205627.4600002,True,True,65.0326797385621,,False,False,False,,False,False,11.09126984126984,27.162698412698415,306,268,,,,,False,False,kink rank <70; five-day return <=0; IVR outside 30–70; more than 5% below 20-day high
TTD,2026-08-17,13.36,0.90236,55.1446,4.0,57.192699999999995,55.1446,67.4629,0.0453055,73.8176,66.0659,58.3855,54.1347,55.1549,54.3084,-4.250799999999998,3.2409000000000034,10.921300000000002,16.624900000000004,-2.037799999999997,7.7517,4.761904761904762,93.25396825396825,95.63492063492063,0.7936507936507936,80.95238095238095,37.698412698412696,1.9069412662090057,-30.561330561330557,17.9962,27.277849999999997,-25.762105333348163,False,False,False,-36.62239089184061,-39.42644494589467,2026-08-17,14.14,6277599.0,4.53055,28936440,71821.35,Advertising & Marketing Services,0000-00-00,XLK,Technology,19,33,90.236,11,957615,33.85,32.54,11.46,19.05,409161261.6,True,True,1.9607843137254901,,False,False,False,grab,False,False,10.813492063492063,53.611111111111114,306,268,,,,,False,True,more than 5% below 20-day high
ZS,2026-08-17,184.48,0.883185,53.028600000000004,3.8369,54.6246,73.68090000000001,60.728,0.0699367,63.6066,77.2574,54.4353,52.2009,56.0536,74.5683,-2.234400000000001,1.4066999999999936,3.576499999999996,8.982,1.429000000000002,-13.650800000000004,4.761904761904762,92.46031746031746,96.42857142857143,5.555555555555555,7.5396825396825395,46.82539682539682,3.7278605566488654,-2.148199225587444,146.3672,182.29870000000003,26.0391672451205,True,True,True,14.56961868090918,11.765564626855118,2026-08-17,183.6,29832173.0,6.99367,2189115,14932.95,Infrastructure Software,0000-00-00,XLK,Technology,14,52,88.3185,2,227180,55.59,49.6,15.1,9.52,401921514.0,True,True,68.95424836601308,,False,False,False,,True,False,10.853174603174605,-4.980158730158731,306,268,,,,,False,False,kink rank <70; near-front earnings flag
AAP,2026-08-18,57.81,0.910483,60.3956,2.65522,101.72399999999999,71.86540000000001,65.6126,0.15185,129.785,74.7573,61.36000000000001,62.138000000000005,109.294,81.125,0.7779999999999987,0.9644000000000048,2.8918999999999926,28.061000000000007,7.570000000000007,55.027699999999996,18.253968253968253,52.77777777777778,93.25396825396825,5.9523809523809526,96.03174603174604,89.28571428571429,8.972667295004722,-3.0358939953035846,57.2636,52.606849999999994,0.9541838096102984,True,True,True,14.046162951272457,12.181830719890941,2026-08-18,56.72,3487632.0,15.18497,1388355,5812.0,Automotive Parts & Components,0000-00-00,XLY,C. Cyclical,52,80,91.0483,0,149364,51.96,77.38,49.66,47.62,78747495.6,True,True,68.30065359477125,,True,False,False,other,True,False,24.186507936507937,4.1269841269841265,306,268,,,,,False,False,local RR rank >10; near-front earnings flag
