ticker,tradeDate,stockPrice,confidence,exErnIv30d,ieeEarnEffect,iv10d,iv30d,iv90d,mwAdj30,dlt5Iv10d,dlt5Iv30d,exErnDlt25Iv30d,exErnDlt75Iv30d,dlt95Iv10d,dlt95Iv30d,rr25,callskew,call_wing_30,call_wing_10,put_wing_10,call_kink,rr25_pct252,callskew_pct252,call_wing_10_pct252,put_wing_10_pct252,call_kink_pct252,iv10d_pct252,return_5d_pct,drawdown_20d_pct,sma50,sma200,extension_50d_pct,sma50_rising,above_200d,above_50d,return_63d_pct,relative_return_63d_pct,tradeDate_core,priorCls,mktCap,mktWidthVol,stkVolu,avgOptVolu20d,sector,nextErn,bestEtf,sectorName,ivPctile1m,ivPctile1y,confidence_core,wksNextErn,oi,ivRank1y,ivPct1y,ivRank1m,ivPct1m,dollar_stock_volume,broad_universe,liquid_final,rs63_cross_section_pct,buy_surface_tier,buy_technical_good,buy_first_standard,buy_first_puke,sell_archetype,earnings_near_front_expiry,sell_first_actionable,buy_score,sell_score,universe_size,liquid_universe_size,putskew,putskew_pct252,buy_first_put_tail_inventory,put_inventory_score,original_surface_pass,grab_surface_pass,original_surface_exclusions
GNRC,2026-08-11,215.86,0.928361,52.42210000000001,3.2561,50.1532,52.42210000000001,56.3164,0.10545,59.440599999999996,52.4213,51.970499999999994,53.33520000000001,61.06120000000001,54.258399999999995,1.3647000000000133,-0.4516000000000133,-0.000800000000005241,9.287399999999998,10.908000000000008,7.019299999999994,28.96825396825397,55.15873015873016,86.11111111111111,69.84126984126983,71.82539682539682,56.74603174603175,-1.4652850686994956,-4.541635342502093,241.87380000000002,205.20184999999998,-10.755112790223665,False,True,False,-20.255642986442048,-21.084050338206264,2026-08-11,206.09,12737113.0,10.54498,1204231,3163.6,Specialized Industrial Equipment,0000-00-00,XLI,Industrials,5,77,92.8361,11,53245,64.62,76.59,0.0,4.76,248179966.79,True,True,13.114754098360656,,False,False,False,other,False,False,15.138888888888888,32.20238095238095,305,266,,,,,False,False,local RR rank >10; five-day return <=0
GS,2026-08-11,1031.08,0.989513,31.353599999999997,2.06144,31.7022,31.353599999999997,33.7101,0.0347137,33.4488,32.5026,31.202,31.959100000000003,35.3508,36.6649,0.7571000000000012,-0.15159999999999485,1.1490000000000045,1.7465999999999973,3.6485999999999983,0.9461999999999975,0.0,98.80952380952381,88.88888888888889,3.5714285714285716,41.666666666666664,53.17460317460318,-2.3358023755849056,-10.545448235773858,1055.6108,926.65695,-2.323848903402659,True,True,False,9.269719481565474,8.441312129801258,2026-08-11,1034.51,304162354.0,3.47137,2089342,38259.2,Investment Banking & Brokerage,0000-00-00,XLF,Financials,5,68,98.9513,9,466560,45.67,68.65,0.0,4.76,2161445192.42,True,True,63.934426229508205,,True,False,False,,False,False,20.05952380952381,25.97222222222222,305,266,,,,,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high
HPQ,2026-08-11,29.02,0.80774,47.5126,3.05616,47.6389,59.4727,51.2543,0.101855,58.72540000000001,65.8829,49.3836,48.2392,49.2254,62.616400000000006,-1.1444000000000045,1.8710000000000022,6.410200000000003,11.086500000000008,1.586500000000001,-7.157499999999999,6.746031746031746,92.85714285714286,95.63492063492063,5.158730158730159,14.285714285714286,71.82539682539682,0.484764542936289,-3.202134756504338,25.2296,22.499449999999996,15.023623045946021,True,True,True,34.53871117292535,33.71030382116114,2026-08-11,29.8,26539448.0,10.1855,15370036,25860.55,Computer Hardware Manufacturing,0000-00-00,XLK,Technology,67,86,80.774,2,498360,58.33,84.92,41.55,66.67,458027072.8,True,True,89.8360655737705,,False,False,False,,True,False,11.031746031746032,-4.722222222222221,305,266,,,,,False,False,kink rank <70; near-front earnings flag
MS,2026-08-11,215.08,0.91594,27.9976,2.22507,29.2475,27.9976,31.1552,0.0381259,30.5103,29.7971,28.162799999999997,29.4171,31.4284,32.8966,1.2543000000000042,0.16519999999999868,1.7995000000000019,1.2628000000000021,2.180900000000001,0.7132000000000005,0.0,100.0,94.84126984126983,0.3968253968253968,39.682539682539684,44.44444444444444,-1.203491042719329,-5.963623644630989,216.3506,186.43060000000003,-0.5872874861451605,True,True,False,12.94438901433599,12.115981662571773,2026-08-11,215.33,338105760.0,3.81259,6076922,16856.6,Investment Banking & Brokerage,0000-00-00,XLF,Financials,5,56,91.594,9,372509,40.23,55.16,0.0,4.76,1308543614.26,True,True,69.50819672131148,,True,False,False,,False,False,20.0,26.46825396825397,305,266,,,,,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high
NBIS,2026-08-11,191.18,0.966565,85.7128,3.05094,128.554,107.09100000000001,103.99799999999999,0.0694863,144.398,119.33,88.3137,85.02499999999999,136.808,113.17399999999999,-3.2887000000000057,2.6008999999999958,12.23899999999999,15.843999999999994,8.25399999999999,25.067999999999998,14.285714285714286,84.52380952380952,90.07936507936508,9.920634920634921,97.22222222222223,87.6984126984127,-15.608722521409014,-15.608722521409014,222.6106,144.36909999999997,-14.119094059312543,False,True,False,2.6139230315066264,1.785515679742411,2026-08-11,184.11,47703110.0,6.94863,22953928,234954.3,Internet Content & Media,0000-00-00,XLK,Technology,5,36,96.6565,0,1325331,26.33,33.33,0.0,4.76,4226047684.0800004,True,True,47.868852459016395,,True,False,False,other,True,False,22.20238095238095,3.8690476190476204,305,266,,,,,False,False,local RR rank >10; five-day return <=0; IVR outside 30–70; more than 5% below 20-day high; near-front earnings flag
RBLX,2026-08-11,36.77,0.807934,58.9547,3.9012,59.076499999999996,58.9547,68.74080000000001,0.0909383,67.9257,68.6587,61.251,58.9815,61.8198,60.1097,-2.2695000000000007,2.296299999999995,9.703999999999994,8.84920000000001,2.743300000000005,-0.7329999999999899,1.9841269841269842,98.80952380952381,88.88888888888889,5.9523809523809526,36.904761904761905,40.476190476190474,-1.5265131226566697,-35.06975101536288,47.61,66.48635,-22.768325981936567,True,False,False,-11.16211645324957,-11.990523805013787,2026-08-11,37.05,26267603.0,9.09383,13529854,30624.5,Gaming & Interactive Media,0000-00-00,XLC,Comm,5,45,80.7934,11,422155,44.01,44.84,0.0,4.76,501281090.7,True,True,23.60655737704918,,False,False,False,,False,False,10.257936507936506,25.734126984126984,305,266,,,,,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high
SCHW,2026-08-11,107.56,0.878744,22.0263,1.14088,21.739900000000002,22.0263,25.3071,0.043575,24.3766,22.1165,21.3741,22.8949,24.8329,25.227100000000004,1.5208000000000013,-0.6522000000000006,0.09019999999999939,2.6366999999999976,3.0929999999999964,2.2601000000000013,3.1746031746031744,85.71428571428571,94.84126984126983,1.9841269841269842,58.73015873015873,9.126984126984127,1.1187364858512794,-0.6190520188487536,97.8426,96.04575000000001,9.93166575704243,True,True,True,22.575498575498585,21.74709122373437,2026-08-11,107.99,187061415.0,4.3575,8304366,15614.6,Investment Banking & Brokerage,0000-00-00,XLF,Financials,14,23,87.8744,9,452864,25.93,22.62,20.13,14.29,896788484.3399999,True,True,81.31147540983606,,True,False,False,,False,False,21.03174603174603,27.42063492063492,305,266,,,,,False,False,kink rank <70; IVR outside 30–70
SMCI,2026-08-11,30.97,0.946642,82.059,2.40977,123.64500000000001,94.8284,88.0737,0.0842025,156.22799999999998,109.327,85.9686,79.5142,122.72000000000001,93.3419,-6.454399999999993,3.9095999999999975,14.498599999999996,32.58299999999997,-0.9249999999999972,46.90099999999998,3.1746031746031744,86.9047619047619,98.41269841269842,0.3968253968253968,99.60317460317461,98.01587301587301,-1.4949109414758355,-1.9005384859043462,31.3706,31.96285,-1.2769918331176355,False,False,False,-8.237037037037043,-9.065444388801257,2026-08-11,31.46,20033658.0,8.42025,44052284,232242.45,Computer Hardware Manufacturing,0000-00-00,XLK,Technology,10,76,94.6642,13,2401319,64.95,75.79,12.79,9.52,1385884854.64,True,True,25.901639344262296,,False,False,False,other,False,False,10.972222222222223,34.82142857142857,305,266,,,,,False,False,five-day return <=0
TFC,2026-08-11,52.38,0.559788,23.9752,2.45208,23.061799999999998,23.061799999999998,26.2023,0.0209692,23.849999999999998,23.849999999999998,23.2112,25.561,27.2588,27.2588,2.3497999999999983,-0.7639999999999993,0.7881999999999998,0.7881999999999998,4.197000000000003,0.0,0.3968253968253968,96.03174603174604,94.04761904761905,3.5714285714285716,19.047619047619047,18.650793650793652,-0.7390562819784008,-2.348993288590595,50.7754,49.0741,3.1601917463968787,True,True,True,9.329993738259246,8.501586386495031,2026-08-11,51.86,63988770.0,2.09692,7723766,3310.5,Regional Banking,0000-00-00,XLF,Financials,24,31,55.9788,9,148431,23.9,28.97,26.75,19.05,400554504.76,True,True,64.26229508196721,,True,False,False,,False,False,20.23809523809524,25.357142857142858,305,266,,,,,False,False,kink rank <70; five-day return <=0; IVR outside 30–70
ULTA,2026-08-11,544.1,0.975965,33.1758,4.0,32.8914,47.0939,38.459900000000005,0.0655959,37.2909,47.400999999999996,32.9891,34.0588,36.4434,51.1725,1.0696999999999974,-0.18670000000000186,0.3070999999999984,4.399500000000003,3.5519999999999996,-10.110099999999996,7.936507936507937,83.73015873015873,85.31746031746032,6.746031746031746,9.920634920634921,47.61904761904762,-0.16147381555285945,-3.8675594975176253,483.77819999999997,555.2385,12.468895870049558,False,False,True,6.325601391358715,5.4971940395945,2026-08-11,548.66,23701222.0,6.55959,570045,2275.3,Specialized Retail,0000-00-00,XLY,C. Cyclical,5,60,97.5965,2,46588,50.81,59.92,0.0,4.76,312760889.7,True,True,57.049180327868854,,False,False,False,,True,False,11.607142857142858,-5.972222222222221,305,266,,,,,False,False,kink rank <70; five-day return <=0; near-front earnings flag
ZS,2026-08-11,178.38,0.922009,52.551,3.64646,49.559999999999995,71.1151,61.6768,0.0555128,55.2797,76.1373,54.6271,52.467,55.4037,77.2912,-2.1601,2.0760999999999967,5.022199999999998,5.719700000000003,5.8437000000000054,-20.857599999999998,4.365079365079365,96.82539682539682,86.5079365079365,51.19047619047619,1.5873015873015872,42.857142857142854,9.261300992282262,0.0,143.133,185.10965,24.62534845213891,False,False,True,19.983856864195882,19.155449512431666,2026-08-11,176.68,28845745.0,5.55128,2232219,15110.1,Infrastructure Software,0000-00-00,XLK,Technology,5,53,92.2009,3,227893,58.6,53.17,0.0,4.76,394388452.92,True,True,78.36065573770492,,False,False,False,,False,False,10.595238095238095,23.73015873015873,305,266,,,,,False,False,kink rank <70
AAPL,2026-08-12,301.54,0.972795,23.0864,2.2847,22.8564,23.0864,24.964,0.009222,26.4982,24.6933,22.957900000000002,23.8099,29.074499999999997,27.7566,0.8519999999999968,-0.12849999999999895,1.6068999999999996,3.6418,6.218099999999996,1.8049,3.9682539682539684,90.47619047619048,97.61904761904762,26.58730158730159,66.26984126984127,32.93650793650794,-2.729032258064512,-11.217759981156505,309.3482,280.01779999999997,-2.5240812779902977,True,True,False,2.3418408905783394,-0.17742911622282698,2026-08-12,304.91,4426950956.0,0.9222,55513495,1437017.3,Consumer Electronics Manufacturing,0000-00-00,XLK,Technology,5,47,97.2795,11,5022694,41.5,48.81,0.0,4.76,16926619760.45,True,True,48.52459016393443,,False,False,False,,False,False,10.873015873015873,28.075396825396826,305,260,,,,,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high
ABBV,2026-08-12,249.0,0.787536,22.5917,2.7511,23.416,22.5917,26.970499999999998,0.0302481,26.779999999999998,25.0339,23.502200000000002,23.3889,29.4999,27.4948,-0.1133000000000024,0.9105000000000025,2.4421999999999997,3.363999999999997,6.0839,1.7460999999999984,0.0,100.0,97.61904761904762,64.28571428571429,66.26984126984127,23.80952380952381,1.45045632333769,-6.235878897424307,243.13119999999998,225.42775,2.4138407575827525,True,True,True,20.10418676442216,17.584916757620995,2026-08-12,250.09,440421832.0,3.02481,5643317,18230.5,Major Pharmaceuticals,0000-00-00,XLV,Healthcare,5,36,78.7536,11,295882,37.42,35.71,0.0,4.76,1411337148.53,True,True,78.0327868852459,,True,False,False,,False,False,20.0,28.075396825396826,305,260,,,,,False,False,kink rank <70; more than 5% below 20-day high
AMAT,2026-08-12,548.18,0.969528,56.635400000000004,2.71179,80.4693,67.7215,67.4903,0.0591939,86.455,73.8843,58.3336,55.6584,83.7842,71.62570000000001,-2.6751999999999967,1.6981999999999928,6.16279999999999,5.985699999999994,3.3148999999999944,12.570700000000002,0.3968253968253968,98.41269841269842,91.66666666666667,1.5873015873015872,92.85714285714286,85.31746031746032,1.5750074117995894,-2.9632514338313376,558.7298000000001,385.81300000000005,-1.8881756441127884,True,True,False,27.368200934036558,24.848930927235394,2026-08-12,525.61,435102230.0,5.91939,7319387,44286.95,Semiconductor Equipment & Materials Manufacturing,0000-00-00,XLK,Technology,10,81,96.9528,0,503176,47.98,79.37,5.04,9.52,3847143001.07,True,True,84.59016393442623,,True,False,False,grab,True,False,20.11904761904762,23.809523809523817,305,260,,,,,False,True,near-front earnings flag
BX,2026-08-12,146.84,0.884347,33.9705,2.6433,33.293,33.9705,35.462900000000005,0.0347833,34.9205,34.883399999999995,33.369,34.8514,36.735800000000005,38.190400000000004,1.4823999999999984,-0.6015000000000015,0.9128999999999934,1.6274999999999977,3.4428000000000054,0.03710000000000235,1.1904761904761905,92.85714285714286,88.0952380952381,4.761904761904762,30.952380952380953,30.555555555555557,7.701334898049006,0.0,124.7348,131.16905,17.72175848279709,True,True,True,19.459811259355675,16.94054125255451,2026-08-12,147.17,117462394.0,3.47833,5333595,18647.2,Investment Management,0000-00-00,XLF,Financials,5,42,88.4347,10,490651,27.15,42.46,0.0,4.76,784945176.15,True,True,76.72131147540983,,False,False,False,,False,False,10.476190476190474,25.357142857142858,305,260,,,,,False,False,kink rank <70; IVR outside 30–70
CAT,2026-08-12,857.94,0.972973,37.7783,2.94276,38.4584,37.7783,41.882799999999996,0.0433306,41.2822,40.2367,37.8637,38.0737,41.778,39.848800000000004,0.21000000000000085,0.08539999999999992,2.4583999999999975,2.8238000000000056,3.319600000000001,1.045500000000004,0.3968253968253968,99.2063492063492,92.46031746031746,6.746031746031746,44.04761904761905,52.77777777777778,-2.5090338855935035,-4.05824005009896,915.2424000000001,751.0170999999999,-6.260898752068311,False,True,False,-6.107797537619697,-8.627067544420864,2026-08-12,843.37,403502032.0,4.33306,3116130,34465.7,Farm & Construction Equipment,0000-00-00,XLI,Industrials,5,69,97.2973,11,306140,57.11,68.65,0.0,4.76,2628050558.1,True,True,25.901639344262296,,False,False,False,,False,False,10.079365079365079,26.4484126984127,305,260,,,,,False,False,kink rank <70; five-day return <=0
CEG,2026-08-12,278.75,0.919311,41.491499999999995,1.77334,41.3499,41.491499999999995,44.0923,0.065521,47.653,44.6757,41.9336,41.6506,49.6168,42.3699,-0.28300000000000125,0.4421000000000035,3.184200000000004,6.303100000000001,8.2669,2.9772999999999996,7.142857142857143,88.0952380952381,93.25396825396825,65.47619047619048,59.12698412698413,7.936507936507937,5.53515314428501,-0.10034763287101178,260.80100000000004,303.85245000000003,6.882258887044124,False,False,True,-5.8181572456668,-8.337427252467966,2026-08-12,278.36,98763182.0,6.5521,2817600,8567.75,Independent Power Production,0000-00-00,XLU,Utilities,5,8,91.9311,12,225006,12.29,7.94,0.0,4.76,784307136.0,True,True,27.54098360655738,,False,False,False,,False,False,11.309523809523808,27.28174603174603,305,260,,,,,False,False,kink rank <70; IVR outside 30–70
CSCO,2026-08-12,123.45,0.969682,37.9444,3.42465,75.0556,49.6255,43.2376,0.0492323,80.28840000000001,51.68000000000001,39.0567,36.8335,72.3024,47.6269,-2.2231999999999985,1.1122999999999976,2.0545000000000044,5.232800000000012,-2.7531999999999925,28.608400000000003,1.1904761904761905,97.22222222222223,92.46031746031746,0.0,99.2063492063492,99.2063492063492,0.5620723362658842,0.0,118.10179999999998,91.57764999999999,4.528466119906738,True,True,True,24.835676003640405,22.316405996839237,2026-08-12,120.43,486570109.0,4.92323,20025997,49596.95,Communications Equipment Manufacturing,0000-00-00,XLK,Technology,19,90,96.9682,13,946686,71.23,78.17,0.0,4.76,2411730818.71,True,True,82.95081967213115,,True,False,False,grab,False,False,20.25793650793651,54.20634920634921,305,260,,,,,False,True,IVR outside 30–70
CVNA,2026-08-12,72.44,0.957045,54.153099999999995,2.84649,54.30500000000001,54.153099999999995,61.852799999999995,0.0466276,56.9517,54.730199999999996,53.4488,55.632999999999996,63.6657,62.9328,2.184199999999997,-0.7042999999999964,0.5771000000000015,2.6466999999999956,9.360699999999994,2.221500000000006,0.0,99.60317460317461,90.87301587301587,13.492063492063492,46.42857142857143,26.19047619047619,4.365365221149697,-2.68672756582482,66.69980000000001,272.79685,8.60602280666507,False,False,True,-1.5627123250441688,-4.081982331845335,2026-08-12,72.0,79649591.0,4.66276,10501783,52151.55,Auto Dealerships,0000-00-00,XLY,C. Cyclical,5,25,95.7045,11,1190077,22.36,25.4,0.0,4.76,756128376.0,True,True,36.39344262295082,,False,False,False,,False,False,10.019841269841269,26.40873015873016,305,260,,,,,False,False,kink rank <70; IVR outside 30–70
ENPH,2026-08-12,40.88,0.654439,69.4746,3.30365,64.1842,69.4746,77.43910000000001,0.113041,81.9327,73.0864,70.883,68.3318,73.5547,69.227,-2.5511999999999944,1.4084000000000003,3.6118000000000023,17.748499999999993,9.370499999999993,8.8463,27.38095238095238,58.333333333333336,94.04761904761905,80.15873015873017,75.7936507936508,23.41269841269841,4.7667862634546365,-2.9900332225913595,46.179399999999994,40.20625,-11.475679632043711,False,True,False,8.665603402445532,6.1463333956443655,2026-08-12,42.3,5402073.0,11.30407,4691156,20571.0,Solar,0000-00-00,XLK,Technology,5,60,65.4439,10,414072,30.4,60.32,0.0,4.76,198435898.79999998,True,True,61.31147540983607,,True,False,False,other,False,False,24.82142857142857,33.19444444444444,305,260,,,,,False,False,local RR rank >10; opposite put-wing rank >=70
