expiry,strike,dte,stock,delta,otm_pct,bid,ask,quote_width,width_pct_of_bid,oi,wing_mid_excess_points,wing_bid_excess_points,nearer_strike,nearer_ask,event_inside_estimate,all_original_contract_gates,without_delta_band,without_absolute_width,ticker,tradeDate,ivRank1y,rr25_pct252,call_wing_10_pct252,call_kink_pct252,original_surface_pass,grab_surface_pass,original_surface_exclusions,earnings_near_front_expiry,event_estimate_available,distance,band,eligible_contracts,front_5_12_contracts,fallback_13_19_contracts,nearer_delta,nearer_otm_pct,nearer_bid,nearer_oi,atm_iv_pct,bid_iv_pct,otm_in_atm_expected_moves,deferred_expiry,front_bid_minus_deferred_mid_points,deferred_event_inside_estimate,bid_excess_z,bid_excess_n,both_bid_richness_diagnostics,history_status,timing_status,hiro_signal_day,hiro_signal_points,hiro_signal_status,hiro_entry_day,hiro_entry_points,hiro_entry_status,hiro_entry_plus1_day,hiro_entry_plus1_points,hiro_entry_plus1_status,hiro_entry_plus2_day,hiro_entry_plus2_points,hiro_entry_plus2_status
2026-08-21,150.0,9,128.25,0.0562060404309806,16.959064327485372,0.27,0.3,0.0299999999999999,11.1111111111111,13971,8.811929269880558,8.111613634530002,145.0,0.55,False,True,True,True,NOW,2026-08-13,61.29,12.698412698412698,87.3015873015873,80.55555555555556,False,False,local RR rank >10,False,True,0.0162060404309806,2–10,1,1,0,0.1018385136388885,13.060428849902529,0.49,1964,55.71267834154844,63.82429197607844,1.9385322377050684,,,,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-13,0,no verified capture in frozen archive,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive
2026-08-21,49.0,9,39.27,0.0925978304743289,24.777183600712995,0.2,0.26,0.06,30.0,404,20.52153143453085,17.301648494493126,48.0,0.32,False,False,True,False,SMCI,2026-08-13,63.25,1.5873015873015872,94.84126984126983,80.15873015873017,True,True,passed original surface,False,True,0.0525978304743289,2–10,1,1,0,0.1113104407971301,22.230710466004577,0.27,2430,82.80160749536554,100.10325598985868,1.905628978112284,2026-09-04,0.2585144968270669,False,,,True,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-13,0,no verified capture in frozen archive,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive
2026-08-17,370.0,5,339.37,0.0459111896269466,9.025547337713991,0.2,0.22,0.0199999999999999,9.999999999999996,488,12.943897589838793,12.57772633252009,367.5,0.25,False,True,True,True,TSLA,2026-08-13,5.11,32.142857142857146,86.9047619047619,83.73015873015873,False,False,local RR rank >10; IVR outside 30–70; more than 5% below 20-day high,False,True,0.0059111896269466,2–10,44,33,11,0.054281935133244,8.288888234080805,0.24,92,31.61127166693789,44.18899799945798,2.4394561240515547,2026-09-04,-6.964684383939678,False,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-13,0,no verified capture in frozen archive,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive
2026-08-28,332.5,15,305.53,0.0405717795656527,8.827283736457957,0.2,0.23,0.03,15.0,607,2.316107920141011,2.0089990856725333,330.0,0.29,False,True,True,True,AAPL,2026-08-14,35.56,3.968253968253968,90.47619047619048,15.476190476190476,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high,False,True,0.0005717795656527,2–10,1,0,1,0.0547289763354179,8.009033482800398,0.25,5156,21.284703478885767,23.2937025645583,2.045786388688553,2026-09-04,-1.1558636156004387,False,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive
2026-08-28,122.0,15,111.79,0.0948143531717182,9.133196171392788,0.29,0.35,0.06,20.689655172413794,156,3.132170027645753,2.3426087164433005,121.0,0.44,False,False,True,False,CSCO,2026-08-14,46.52,2.380952380952381,93.65079365079364,64.68253968253968,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high,False,True,0.0548143531717182,2–10,1,0,1,0.1165557012564139,8.238661776545309,0.29,142,29.797765596745705,32.14037431318901,1.5119585636634514,2026-09-04,-0.8822442403873476,False,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive
2026-08-21,580.0,8,489.74,0.0444109721774014,18.43018744640013,0.7,0.8,0.1,14.2857142857143,892,5.471980766604867,4.66573548116076,570.0,1.15,False,True,True,True,DELL,2026-08-14,64.46,8.73015873015873,88.88888888888889,0.3968253968253968,False,False,kink rank <70; near-front earnings flag,True,True,0.0044109721774014,2–10,2,2,0,0.0617132374410699,16.388287662841506,1.01,1604,62.61977088117645,67.28550636233722,1.988015273968399,2026-09-04,-23.998687485632043,True,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive
2026-08-28,76.0,15,66.56,0.0989395621367337,14.182692307692314,0.26,0.36,0.0999999999999999,38.46153846153845,1146,6.764474778598895,4.626712810989858,75.0,0.43,False,False,True,False,FCX,2026-08-14,47.81,2.7777777777777777,88.88888888888889,23.41269841269841,False,False,kink rank <70; five-day return <=0; more than 5% below 20-day high,False,True,0.0589395621367337,2–10,1,0,1,0.1202177960046031,12.680288461538458,0.34,304,43.795817326868125,48.42253013785798,1.5974484344923832,2026-09-04,3.586598899195753,False,,,True,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive
2026-08-21,285.0,8,273.43,0.0869877052676791,4.231430347803822,0.33,0.4,0.07,21.21212121212121,2817,2.6513048166090125,2.119841192945582,282.5,0.63,False,False,True,False,MCD,2026-08-14,56.07,12.698412698412698,89.68253968253968,78.96825396825396,False,False,local RR rank >10; five-day return <=0,False,True,0.0469877052676791,2–10,1,1,0,0.1381875536426358,3.3171195552792243,0.5,283,19.206269073980582,21.326110266926168,1.4881462911619063,2026-09-04,1.188806786137739,False,,,True,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-14,0,no verified capture in frozen archive,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive
2026-08-21,600.0,5,535.52,0.0605294429074924,12.040633403047508,0.97,1.05,0.08,8.24742268041238,3818,5.715319640273364,5.137376187394671,595.0,1.45,False,False,True,False,AMAT,2026-08-17,46.83,1.1904761904761905,86.5079365079365,62.698412698412696,False,False,kink rank <70; more than 5% below 20-day high,False,True,0.0205294429074924,2–10,1,1,0,0.0747445306347098,11.106961458022102,1.1,59,63.95410109830606,69.09147728570073,1.60857888899885,2026-09-11,5.636832564319172,False,,,True,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive,2026-08-20,0,no verified capture in frozen archive
2026-08-28,123.0,12,112.97,0.0824752262377288,8.878463308843054,0.2,0.28,0.08,40.00000000000001,500,2.4206939246082304,1.0623419476433027,122.0,0.36,False,False,True,False,CSCO,2026-08-17,49.28,3.968253968253968,87.3015873015873,79.36507936507937,False,False,five-day return <=0; more than 5% below 20-day high,False,True,0.0424752262377288,2–10,1,1,0,0.1038869502612685,7.993272550234587,0.27,171,31.46079957115555,32.52314151879885,1.5564094445751346,2026-09-11,1.3156853430255744,False,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive,2026-08-20,0,no verified capture in frozen archive
2026-08-21,550.0,5,481.65,0.0537455290749113,14.190802449911777,0.81,0.84,0.0299999999999999,3.703703703703693,1845,5.497112840816653,5.232789229782808,540.0,1.29,False,True,True,True,DELL,2026-08-17,65.79,10.714285714285714,85.71428571428571,7.936507936507937,False,False,kink rank <70; local RR rank >10; near-front earnings flag,True,True,0.0137455290749113,2–10,2,2,0,0.0812755794253851,12.114606041731555,1.25,1266,70.31890428078144,75.55169351056425,1.7242343367151234,2026-09-11,-9.731432963093567,True,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive,2026-08-20,0,no verified capture in frozen archive
2026-08-21,362.5,5,341.18,0.0338515499413671,6.248900873439234,0.23,0.25,0.0199999999999999,8.69565217391304,1606,5.238047491793668,4.952245800692362,360.0,0.32,False,True,True,True,GOOG,2026-08-17,16.32,11.904761904761903,86.9047619047619,63.888888888888886,False,False,kink rank <70; local RR rank >10; five-day return <=0; IVR outside 30–70; more than 5% below 20-day high,False,True,0.0061484500586328,2–10,12,8,4,0.0525433953914762,5.51614983293276,0.3,7743,28.858463104690397,33.81070890538276,1.8500857884599256,2026-09-11,2.498692329679736,False,,,True,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive,2026-08-20,0,no verified capture in frozen archive
2026-08-21,400.0,5,342.66,0.0313281814227278,16.733788595108855,0.31,0.37,0.06,19.35483870967742,4888,8.327733931093828,7.154726477903961,395.0,1.21,False,True,True,True,LRCX,2026-08-17,50.23,1.984126984126984,92.85714285714286,78.96825396825396,True,True,passed original surface,False,True,0.0086718185772722,2–10,1,1,0,0.0425398298353415,15.274616237669992,0.16,558,69.66586327173128,76.82058974963523,2.05227561556647,,,,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive,2026-08-20,0,no verified capture in frozen archive
2026-08-21,275.0,5,265.4,0.087953714564757,3.617181612660136,0.25,0.35,0.0999999999999999,39.99999999999999,2001,2.875181173494351,1.7938766335195615,272.5,0.57,False,False,True,False,MCD,2026-08-17,59.9,1.984126984126984,91.66666666666669,70.23809523809524,False,False,five-day return <=0,False,True,0.047953714564757,2–10,4,2,2,0.1514041748718483,2.6752072343632305,0.5,701,22.06160429347713,23.85548092699669,1.4008597396155609,2026-09-11,1.7615064980917083,False,,,False,exact strike matched-history z-score not calculated,new selection has not received HIRO/minute-quote replay,2026-08-17,0,no verified capture in frozen archive,2026-08-18,0,no verified capture in frozen archive,2026-08-19,0,no verified capture in frozen archive,2026-08-20,0,no verified capture in frozen archive
