day,min,pe,f3,f5,t3,t5,adv
2026-08-13,811,7794.1900000000005,0.0,0.0,,,4.579999999999927
2026-08-13,827,7791.28,1.0,1.0,44.0,49.0,1.5499999999992724
2026-08-17,727,7772.25,1.0,0.0,8.0,,0.3400000000001455
