ts,mode,tier,session_date,config_hash,schema_v,event_type,rule_id,branch,side,s0,expiry,leg_strikes,strike_quote_ts,run,rate,dC,dP,share,r15,pull30,bounce30,context,health,outcome_type,outcome_minutes,exit_ref,cap_source,resolution_debit,adverse,trade_id,entry_min,signal_min,entry_option_mid,resting_limit_ref,target,bh_level,entry_L,cap_value,episode,k1,k2,leg1_fill,limit_price,limit_status,limit_cancel_reason,first_eligible_min,leg2_fill,credit,quote_age,quote_gap_streak,last_valid_bid,last_valid_ask,last_valid_quote_min,data_invalid,leg_liq_loss_usd,spx_adverse_pts,pnl_usd,notes
2026-09-10 --:--,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R8.2,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,session start | CONFIG_HASH=80c3a41026c8… | mode=backtest tier=full
2026-09-10 --:--,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R2.3,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levels valid | VT=7670.0 CW=7800.0 IM=—
2026-09-10 09:30,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,outage,R10,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPY missing — context reads degrade to CHOP (degraded_vwap)
2026-09-10 09:30,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-10 10:26,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,late_no_entry,R6.3,B,,,,,,3.4137579599999994,12.048557505882352,,,,2.6493683529999994,,,,DEGRADED_VWAP,,,,,,,,,626,,,,,,,1,,,,,,,,,,,,,,,,,,,LATE — NO ENTRY
2026-09-10 10:26,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,3.4137579599999994,12.048557505882352,1.691356226000001,1.722401734,0.8690201355107204,2.6493683529999994,4.4399999999996,23.69000000000051,,DEGRADED_VWAP,,,,,,,,,626,,,,,,,1,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
2026-09-10 10:30,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,state_line,R3.4,,,,,,,,,,,,,,,CHOP,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30 context read: CHOP
2026-09-10 10:50,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=True
2026-09-10 10:51,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-10 10:55,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,signal,R6.1,A,long_first,,,,,0.5171203510000002,3.8784026325000016,0.5086658359999996,0.008454515000000162,1.2011159738712338,-0.5050472929999996,5.470000000000255,4.430000000000291,,DEGRADED_VWAP,,,,,,,,,655,,,,7605.400000000001,,,1,,,,,,,,,,,,,,,,,,,SIGNAL A LONG-FIRST | BUY nearest -0.20Δ put (no chain feed) | range60=32.68>=p75 19.83 r30=-1.03 bounce30=4.43 close<mid30=7603.49
2026-09-10 10:55,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,pending_entry,R6.1,A,long_first,,2026-10-09,7325/7320,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,655,,,,,,,1,7325.0,7320.0,,,,,,,,,,,,,,,,,
2026-09-10 10:56,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,entry,R1.4,A,long_first,7602.53,2026-10-09,7325/7320,,,,,,,,,,,DEGRADED_VWAP,,,,chain,,,1,656,655,46.150000000000006,46.6,,,,3.5,1,7325.0,7320.0,46.5,46.6,resting,,657,,,0,0,45.800000000000004,46.5,656,False,0.0,0.0,,ENTRY A | bought 7325P @ 46.50 | resting SELL 7320P @ 46.60
2026-09-10 11:01,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,44.4,44.800000000000004,660,,210.0,2.4000000000005457,,"open 5m, clock 55m left, liq-loss $210, spx-adverse 2.40"
2026-09-10 11:01,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,A,,,,,,0.0,0.0,0.0,0.0,,-0.5371711139999993,6.510000000000218,3.3900000000003274,,DEGRADED_VWAP,,,,,,,,,661,,,,,,,2,,,,,,,,,,,,,,,,,,,skip: one unpaired leg at a time
2026-09-10 11:06,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,45.6,46.0,665,,210.0,3.4700000000002547,,"open 10m, clock 50m left, liq-loss $210, spx-adverse 3.47"
2026-09-10 11:11,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,45.1,45.5,670,,220.0,4.900000000000546,,"open 15m, clock 45m left, liq-loss $220, spx-adverse 4.90"
2026-09-10 11:16,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,45.1,45.5,675,,240.0,1.0300000000006548,,"open 20m, clock 40m left, liq-loss $240, spx-adverse 1.03"
2026-09-10 11:18,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,A,,,,,,0.0,0.0,0.0,0.0,,-0.3146675219999997,4.980000000000473,3.959999999999127,,DEGRADED_VWAP,,,,,,,,,678,,,,,,,3,,,,,,,,,,,,,,,,,,,skip: one unpaired leg at a time
2026-09-10 11:21,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,45.0,45.5,680,,240.0,0.0,,"open 25m, clock 35m left, liq-loss $240, spx-adverse 0.00"
2026-09-10 11:26,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,44.6,44.9,685,,240.0,4.240000000000691,,"open 30m, clock 30m left, liq-loss $240, spx-adverse 4.24"
2026-09-10 11:31,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,44.7,45.1,690,,240.0,4.580000000000837,,"open 35m, clock 25m left, liq-loss $240, spx-adverse 4.58"
2026-09-10 11:31,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,0.6830414839999999,4.098248903999999,0.3390120699999999,0.3440294140000004,1.0224997095491202,0.60100687,3.0,5.619999999999891,,DEGRADED_VWAP,,,,,,,,,691,,,,,,,2,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
2026-09-10 11:36,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,44.0,44.4,695,,250.0,8.700000000000728,,"open 40m, clock 20m left, liq-loss $250, spx-adverse 8.70"
2026-09-10 11:38,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,1.4186892870000003,5.007138660000001,0.5759648420000003,0.8427244450000002,0.9848412022300691,1.1641406430000003,4.660000000000764,6.9299999999993815,,DEGRADED_VWAP,,,,,,,,,698,,,,,,,3,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
2026-09-10 11:41,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,44.5,44.800000000000004,700,,360.0,4.520000000000437,,"open 45m, clock 15m left, liq-loss $360, spx-adverse 4.52"
2026-09-10 11:46,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,44.4,44.800000000000004,705,,360.0,2.800000000000182,,"open 50m, clock 10m left, liq-loss $360, spx-adverse 2.80"
2026-09-10 11:51,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,46.6,,,,,,,0,45.7,46.1,710,,360.0,1.8300000000008367,,"open 55m, clock 5m left, liq-loss $360, spx-adverse 1.83"
2026-09-10 11:54,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=True
2026-09-10 11:56,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,exit_decision,R7.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,fill,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-10 11:56,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,exit,R7,A,long_first,7602.53,2026-10-09,7325/7320,,,,,,,,,,,DEGRADED_VWAP,fill,60,46.6,chain,,10.330000000000837,1,656,655,46.150000000000006,46.6,,,,3.5,1,7325.0,7320.0,46.5,46.6,filled,,657,46.6,0.1,,0,47.4,47.800000000000004,716,False,360.0,10.330000000000837,10.0,EXIT fill | pnl $+10
2026-09-10 11:58,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-10 11:59,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=True
2026-09-10 12:00,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-10 12:03,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=True
2026-09-10 12:15,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,signal,R6.1,A,long_first,,,,,0.6864389099999999,10.296583649999999,0.4237022129999999,0.2627366969999998,0.87341814437646,-1.2195732920000002,7.850000000000364,3.369999999999891,,DEGRADED_VWAP,,,,,,,,,735,,,,7596.52,,,4,,,,,,,,,,,,,,,,,,,SIGNAL A LONG-FIRST | BUY nearest -0.20Δ put (no chain feed) | range60=21.30>=p75 19.90 r30=-1.85 bounce30=3.37 close<mid30=7598.74
2026-09-10 12:15,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,pending_entry,R6.1,A,long_first,,2026-10-09,7280/7275,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,735,,,,,,,4,7280.0,7275.0,,,,,,,,,,,,,,,,,
2026-09-10 12:16,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,entry,R1.4,A,long_first,7596.56,2026-10-09,7280/7275,,,,,,,,,,,DEGRADED_VWAP,,,,chain,,,2,736,735,41.900000000000006,42.2,,,,3.5,4,7280.0,7275.0,42.1,42.2,resting,,737,,,0,0,41.7,42.1,736,False,0.0,0.0,,ENTRY A | bought 7280P @ 42.10 | resting SELL 7275P @ 42.20
2026-09-10 12:18,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-10 12:19,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,exit_decision,R7.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,fill,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-10 12:19,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,exit,R7,A,long_first,7596.56,2026-10-09,7280/7275,,,,,,,,,,,DEGRADED_VWAP,fill,3,42.2,chain,,0.8999999999996362,2,736,735,41.900000000000006,42.2,,,,3.5,4,7280.0,7275.0,42.1,42.2,filled,,737,42.2,0.1,,0,42.800000000000004,43.2,739,False,40.0,0.8999999999996362,10.0,EXIT fill | pnl $+10
2026-09-10 12:30,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,signal,R6.1,A,long_first,,,,,0.800806214,16.01612428,0.4516505310000003,0.3491556830000002,0.8287887036800639,-0.09517891000000012,6.170000000000073,3.050000000000182,,DEGRADED_VWAP,,,,,,,,,750,,,,7595.51,,,5,,,,,,,,,,,,,,,,,,,SIGNAL A LONG-FIRST | BUY nearest -0.20Δ put (no chain feed) | range60=21.43>=p75 20.02 r30=-1.31 bounce30=3.05 close<mid30=7596.65
2026-09-10 12:30,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,pending_entry,R6.1,A,long_first,,2026-10-09,7280/7275,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,750,,,,,,,5,7280.0,7275.0,,,,,,,,,,,,,,,,,
2026-09-10 12:31,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,entry,R1.4,A,long_first,7595.06,2026-10-09,7280/7275,,,,,,,,,,,DEGRADED_VWAP,,,,chain,,,3,751,750,42.3,42.6,,,,3.5,5,7280.0,7275.0,42.5,42.6,resting,,752,,,0,0,42.1,42.5,751,False,0.0,0.0,,ENTRY A | bought 7280P @ 42.50 | resting SELL 7275P @ 42.60
2026-09-10 12:34,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=True
2026-09-10 12:35,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,exit_decision,R7.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,fill,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-10 12:35,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,exit,R7,A,long_first,7595.06,2026-10-09,7280/7275,,,,,,,,,,,DEGRADED_VWAP,fill,4,42.6,chain,,1.9799999999995634,3,751,750,42.3,42.6,,,,3.5,5,7280.0,7275.0,42.5,42.6,filled,,752,42.6,0.1,,0,43.4,43.9,755,False,80.0,1.9799999999995634,10.0,EXIT fill | pnl $+10
2026-09-10 12:36,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-09-10 13:00,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,state_line,R3.4,,,,,,,,,,,,,,,CHOP,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:00 context read: CHOP
2026-09-10 13:03,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,gate_fail,R6.2,B,,,,,,0.629219079,3.1460953949999997,0.4838937689999998,0.14532531000000004,0.9325670685837545,0.21448312400000002,,,,DEGRADED_VWAP,,,,,,,,,783,,,,,,,4,,,,,,,,,,,,,,,,,,,gates failed: weak_side<0.15
2026-09-10 13:04,backtest,full,2026-09-10,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,0.742484067,3.42684954,0.5111045689999996,0.2313794979999999,0.9961220420370311,0.6082616700000001,3.1099999999996726,14.430000000000291,,DEGRADED_VWAP,,,,,,,,,784,,,,,,,4,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
