day,min,pe,f3,f5,t3,t5,adv
2026-08-17,634,7776.14,1.0,0.0,46.0,,6.390000000000327
2026-08-17,688,7778.25,0.0,0.0,,,10.019999999999527
2026-08-17,707,7772.1,1.0,0.0,7.0,,0.7200000000002547
2026-08-17,833,7755.53,1.0,0.0,32.0,,1.8999999999996362
2026-08-19,616,7716.79,1.0,1.0,2.0,15.0,2.4099999999998545
2026-08-19,754,7726.87,0.0,0.0,,,16.55999999999949
2026-08-19,804,7712.76,1.0,1.0,5.0,29.0,0.5799999999999272
2026-08-19,840,7718.08,1.0,1.0,2.0,2.0,0.0500000000001819
2026-08-19,858,7712.54,1.0,1.0,11.0,12.0,0.7200000000002547
