ts,mode,tier,session_date,config_hash,schema_v,event_type,rule_id,branch,side,s0,expiry,leg_strikes,strike_quote_ts,run,rate,dC,dP,share,r15,pull30,bounce30,context,health,outcome_type,outcome_minutes,exit_ref,cap_source,resolution_debit,adverse,trade_id,entry_min,signal_min,entry_option_mid,resting_limit_ref,target,bh_level,entry_L,cap_value,episode,k1,k2,leg1_fill,limit_price,limit_status,limit_cancel_reason,first_eligible_min,leg2_fill,credit,quote_age,quote_gap_streak,last_valid_bid,last_valid_ask,last_valid_quote_min,data_invalid,leg_liq_loss_usd,spx_adverse_pts,pnl_usd,notes
2026-08-27 --:--,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R8.2,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,session start | CONFIG_HASH=80c3a41026c8… | mode=backtest tier=full
2026-08-27 --:--,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R2.3,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levels valid | VT=7675.0 CW=7900.0 IM=—
2026-08-27 09:30,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,outage,R10,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPY missing — context reads degrade to CHOP (degraded_vwap)
2026-08-27 10:30,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,state_line,R3.4,,,,,,,,,,,,,,,CHOP,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30 context read: CHOP
2026-08-27 10:41,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=False levels_invalid=False flow_veto=True
2026-08-27 10:45,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=False levels_invalid=False flow_veto=False
2026-08-27 10:47,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,signal,R6.1,A,long_first,,,,,0.0,0.0,0.0,0.0,,-0.845525576,3.2799999999997453,3.2200000000002547,,DEGRADED_VWAP,,,,,,,,,647,,,,7717.9800000000005,,,1,,,,,,,,,,,,,,,,,,,SIGNAL A LONG-FIRST | BUY nearest -0.20Δ put (no chain feed) | range60=22.87>=p75 18.55 r30=-0.69 bounce30=3.22 close<mid30=7712.78
2026-08-27 10:47,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,pending_entry,R6.1,A,long_first,,2026-09-25,7475/7470,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,647,,,,,,,1,7475.0,7470.0,,,,,,,,,,,,,,,,,
2026-08-27 10:48,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,entry,R1.4,A,long_first,7712.860000000001,2026-09-25,7475/7470,,,,,,,,,,,DEGRADED_VWAP,,,,chain,,,1,648,647,37.2,37.5,,,,3.5,1,7475.0,7470.0,37.4,37.5,resting,,649,,,0,0,37.0,37.4,648,False,0.0,0.0,,ENTRY A | bought 7475P @ 37.40 | resting SELL 7470P @ 37.50
2026-08-27 10:53,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,36.0,36.4,652,,170.0,8.229999999999563,,"open 5m, clock 55m left, liq-loss $170, spx-adverse 8.23"
2026-08-27 10:58,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,36.6,37.0,657,,170.0,6.829999999999927,,"open 10m, clock 50m left, liq-loss $170, spx-adverse 6.83"
2026-08-27 11:03,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,35.2,35.6,662,,220.0,10.429999999999382,,"open 15m, clock 45m left, liq-loss $220, spx-adverse 10.43"
2026-08-27 11:08,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,35.6,35.9,667,,220.0,9.419999999999163,,"open 20m, clock 40m left, liq-loss $220, spx-adverse 9.42"
2026-08-27 11:13,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,35.1,35.4,672,,230.0,11.739999999999782,,"open 25m, clock 35m left, liq-loss $230, spx-adverse 11.74"
2026-08-27 11:18,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,34.4,34.800000000000004,677,,300.0,15.739999999999782,,"open 30m, clock 30m left, liq-loss $300, spx-adverse 15.74"
2026-08-27 11:23,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,34.7,35.0,682,,310.0,14.029999999999745,,"open 35m, clock 25m left, liq-loss $310, spx-adverse 14.03"
2026-08-27 11:28,backtest,full,2026-08-27,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,heartbeat,R8.1,A,long_first,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,1,,,,,,,,,,,,,37.5,,,,,,,0,34.9,35.300000000000004,687,,310.0,10.529999999999745,,"open 40m, clock 20m left, liq-loss $310, spx-adverse 10.53"
