ts,mode,tier,session_date,config_hash,schema_v,event_type,rule_id,branch,side,s0,expiry,leg_strikes,strike_quote_ts,run,rate,dC,dP,share,r15,pull30,bounce30,context,health,outcome_type,outcome_minutes,exit_ref,cap_source,resolution_debit,adverse,trade_id,entry_min,signal_min,entry_option_mid,resting_limit_ref,target,bh_level,entry_L,cap_value,episode,k1,k2,leg1_fill,limit_price,limit_status,limit_cancel_reason,first_eligible_min,leg2_fill,credit,quote_age,quote_gap_streak,last_valid_bid,last_valid_ask,last_valid_quote_min,data_invalid,leg_liq_loss_usd,spx_adverse_pts,pnl_usd,notes
2026-08-24 --:--,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R8.2,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,session start | CONFIG_HASH=80c3a41026c8… | mode=backtest tier=full
2026-08-24 --:--,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,banner,R2.3,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levels valid | VT=7700.0 CW=7900.0 IM=—
2026-08-24 09:30,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,outage,R10,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPY missing — context reads degrade to CHOP (degraded_vwap)
2026-08-24 09:30,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,veto_change,R4,,,,,,,,,,,,,,,,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vetoes: vt_broken=True levels_invalid=False flow_veto=False
2026-08-24 10:00,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,2.142148187,8.03305570125,0.849482349,1.292665838,0.8818409368053677,1.9881229299999998,5.849999999999454,13.090000000000146,,DEGRADED_VWAP,,,,,,,,,600,,,,,,,1,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
2026-08-24 10:23,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,late_no_entry,R6.3,B,,,,,,1.8984102079999998,10.354964770909088,,,,1.88037558,,,,DEGRADED_VWAP,,,,,,,,,623,,,,,,,2,,,,,,,,,,,,,,,,,,,LATE — NO ENTRY
2026-08-24 10:23,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,1.8984102079999998,10.354964770909088,0.87324682,1.0251633880000002,0.8182628546000741,1.88037558,5.720000000000255,6.899999999999636,,DEGRADED_VWAP,,,,,,,,,623,,,,,,,2,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
2026-08-24 10:30,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,state_line,R3.4,,,,,,,,,,,,,,,CHOP,DEGRADED_VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30 context read: CHOP
2026-08-24 10:43,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,late_no_entry,R6.3,B,,,,,,3.3051414919999997,6.397048049032258,,,,1.1628294489999997,,,,DEGRADED_VWAP,,,,,,,,,643,,,,,,,3,,,,,,,,,,,,,,,,,,,LATE — NO ENTRY
2026-08-24 10:43,backtest,full,2026-08-24,80c3a41026c85cedace4d5e671b3b0c4f355c49829796b612bdb51287aa1d062,2,skip,R6.4,B,,,,,,3.3051414919999997,6.397048049032258,1.4784094050000003,1.8267320870000003,0.8274762450018589,1.1628294489999997,5.8100000000004,7.730000000000473,,DEGRADED_VWAP,,,,,,,,,643,,,,,,,3,,,,,,,,,,,,,,,,,,,skip: short blocked: vt_broken (R4)
